bbmpLmsId,name,zone,lat,lon,latRaw,lonRaw,coordNote,url,source
135,Chikka Begur Lake,Bommanahalli,12.885484,77.636387,12.885484,77.636387,,https://lms.bbmpgov.in/viewlakenew/135,bbmp-lms
136,Parappana Agrahara lake,Bommanahalli,12.879028,77.660833,12.879028,77.660833,,https://lms.bbmpgov.in/viewlakenew/136,bbmp-lms
137,Konappana Agrahara Lake,Bommanahalli,12.87858,77.668732,12.87858,77.668732,,https://lms.bbmpgov.in/viewlakenew/137,bbmp-lms
138,Kudlu Doddakere,Bommanahalli,12.884778,77.664306,12.884778,77.664306,,https://lms.bbmpgov.in/viewlakenew/138,bbmp-lms
139,Kudlu Chikka Kere STP,Bommanahalli,12.891778,77.655222,12.891778,77.655222,,https://lms.bbmpgov.in/viewlakenew/139,bbmp-lms
140,Chowdeshwari layout Lake,Bommanahalli,12.865218,77.660523,12.865218,77.660523,,https://lms.bbmpgov.in/viewlakenew/140,bbmp-lms
142,Annappanakere,Bommanahalli,12.899611,77.565583,12.899611,77.565583,,https://lms.bbmpgov.in/viewlakenew/142,bbmp-lms
143,Chikkabasavanapura Lake,Mahadevapura,13.01039902,77.71345131,13.01039902,77.71345131,,https://lms.bbmpgov.in/viewlakenew/143,bbmp-lms
144,Vasantpura Lake,Bommanahalli,12.89125,77.556778,12.89125,77.556778,,https://lms.bbmpgov.in/viewlakenew/144,bbmp-lms
145,Kalyanikunte lake,Bommanahalli,12.894643,77.554026,12.894643,77.554026,,https://lms.bbmpgov.in/viewlakenew/145,bbmp-lms
146,Pattanagere/ Kenchenhalli lake,RR Nagar,12.92585,77.50094,12.92585,77.50094,,https://lms.bbmpgov.in/viewlakenew/146,bbmp-lms
147,Mahadevapura Lake-1,Mahadevapura,12.98751469,77.69209663,12.98751469,77.69209663,,https://lms.bbmpgov.in/viewlakenew/147,bbmp-lms
148,Devarakere Lake,Bommanahalli,12.897784,77.554447,12.897784,77.554447,,https://lms.bbmpgov.in/viewlakenew/148,bbmp-lms
149,Mallathahalli lake,RR Nagar,12.962,77.495,12.96200,77.49500,,https://lms.bbmpgov.in/viewlakenew/149,bbmp-lms
150,Dorekere Lake,Bommanahalli,12.902833,77.550139,12.902833,77.550139,,https://lms.bbmpgov.in/viewlakenew/150,bbmp-lms
151,Vijanapura kere,Mahadevapura,13.0090106,77.6767429,13.0090106,77.6767429,,https://lms.bbmpgov.in/viewlakenew/151,bbmp-lms
152,J.P Park Lake,RR Nagar,13.03508,77.55031,13.03508,77.55031,,https://lms.bbmpgov.in/viewlakenew/152,bbmp-lms
153,Subramanyapura Lake,Bommanahalli,12.896222,77.542806,12.896222,77.542806,,https://lms.bbmpgov.in/viewlakenew/153,bbmp-lms
154,Sigehalli Lake,Mahadevapura,13.01777605,77.71316825,13.01777605,77.71316825,,https://lms.bbmpgov.in/viewlakenew/154,bbmp-lms
155,Uttarahalli Lake,Bommanahalli,12.907833,77.541167,12.907833,77.541167,,https://lms.bbmpgov.in/viewlakenew/155,bbmp-lms
156,Halage vaderahalli Lake,RR Nagar,12.92417,77.51481,12.92417,77.51481,,https://lms.bbmpgov.in/viewlakenew/156,bbmp-lms
