id,records,species,birdRecords,birdSpecies,firstYear,lastYear,recordsLast5Years,topBirds,datasets,ebirdShare,source
abbigere-kere,384,74,384,74,2010,2024,130,Milvus migrans (Black Kite);Tachybaptus ruficollis (Little Grebe);Fulica atra (Eurasian Coot);Corvus macrorhynchos (Large-billed Crow);Eudynamys scolopaceus (Asian Koel);Prinia socialis (Ashy Prinia);Vanellus indicus (Red-wattled Lapwing);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon),EOD – eBird Observation Dataset,1.0,gbif-2026-09
abbigere-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
acchanakere,4259,123,4232,102,2014,2026,2265,Ardeola grayii (Indian Pond-Heron);Tachybaptus ruficollis (Little Grebe);Columba livia (Rock Pigeon);Vanellus indicus (Red-wattled Lapwing);Milvus migrans (Black Kite);Egretta garzetta (Little Egret);Eudynamys scolopaceus (Asian Koel);Phalacrocorax carbo (Great Cormorant);Microcarbo niger (Little Cormorant);Ardea cinerea (Gray Heron),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;SeasonWatch - Tree Phenology Dataset (India),0.985,gbif-2026-09
achanakere,8,8,4,4,2016,2023,4,Circus aeruginosus (Eurasian Marsh-Harrier);Columba livia (Rock Pigeon);Corvus splendens (House Crow);Milvus migrans (Black Kite),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Pl@ntNet automatically identified occurrences,0.5,gbif-2026-09
adarang-lake,0,0,0,0,,,0,,,,gbif-2026-09
adde-lake,3021,142,3012,134,2021,2026,2882,Psittacula krameri (Rose-ringed Parakeet);Vanellus indicus (Red-wattled Lapwing);Acridotheres tristis (Common Myna);Prinia socialis (Ashy Prinia);Eudynamys scolopaceus (Asian Koel);Psilopogon viridis (White-cheeked Barbet);Corvus macrorhynchos (Large-billed Crow);Motacilla maderaspatensis (White-browed Wagtail);Centropus sinensis (Greater Coucal);Saxicola caprata (Pied Bushchat),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.996,gbif-2026-09
addevishwanathapura-lake,2723,122,2704,109,2020,2025,1829,Acridotheres tristis (Common Myna);Saxicola caprata (Pied Bushchat);Corvus macrorhynchos (Large-billed Crow);Merops orientalis (Green Bee-eater);Psittacula krameri (Rose-ringed Parakeet);Cecropis daurica (Eastern Red-rumped Swallow);Pycnonotus jocosus (Red-whiskered Bulbul);Spilopelia chinensis (Spotted Dove);Vanellus indicus (Red-wattled Lapwing);Dicrurus macrocercus (Black Drongo),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.993,gbif-2026-09
addiganahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
addigenakere,0,0,0,0,,,0,,,,gbif-2026-09
adesonatti-lake,0,0,0,0,,,0,,,,gbif-2026-09
adiganahalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
adigondanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
adikamaranahalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
adikelallanapalya-kere,0,0,0,0,,,0,,,,gbif-2026-09
adkepalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
adugodi-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
adugodi-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
aduru-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
aduru-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
aduru-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
aduru-kunte4,0,0,0,0,,,0,,,,gbif-2026-09
aduru-lake,0,0,0,0,,,0,,,,gbif-2026-09
adurupalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
agara-kere,13432,253,13342,175,2011,2026,6058,Vanellus indicus (Red-wattled Lapwing);Haliastur indus (Brahminy Kite);Milvus migrans (Black Kite);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Pycnonotus jocosus (Red-whiskered Bulbul);Microcarbo niger (Little Cormorant);Spilopelia chinensis (Spotted Dove);Halcyon smyrnensis (White-throated Kingfisher);Prinia socialis (Ashy Prinia),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.983,gbif-2026-09
agara-kunte-2,0,0,0,0,,,0,,,,gbif-2026-09
agara-kunte-3,0,0,0,0,,,0,,,,gbif-2026-09
agara-kunte-4,1,1,0,0,2026,2026,1,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
agara-kunte-4-2,3,3,3,3,2021,2021,0,Eudynamys scolopaceus (Asian Koel);Pycnonotus cafer (Red-vented Bulbul);Pycnonotus jocosus (Red-whiskered Bulbul),EOD – eBird Observation Dataset,1.0,gbif-2026-09
agara-kunte-5,0,0,0,0,,,0,,,,gbif-2026-09
agara-kunte-6,0,0,0,0,,,0,,,,gbif-2026-09
agara-kunte-7,0,0,0,0,,,0,,,,gbif-2026-09
agara-kunte-8,0,0,0,0,,,0,,,,gbif-2026-09
agara-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
agara-kunte1-2,49,19,48,18,2015,2026,4,Chloropsis jerdoni (Jerdon's Leafbird);Copsychus saularis (Oriental Magpie-Robin);Dendrocitta vagabunda (Rufous Treepie);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Dinopium benghalense (Black-rumped Flameback);Eudynamys scolopaceus (Asian Koel);Leptocoma zeylonica (Purple-rumped Sunbird);Lonchura striata (White-rumped Munia);Parus cinereus (Cinereous Tit);Prinia socialis (Ashy Prinia),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.98,gbif-2026-09
agara-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
agara-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
agara-lake,10605,204,10481,141,2007,2026,1871,Milvus migrans (Black Kite);Haliastur indus (Brahminy Kite);Ardeola grayii (Indian Pond-Heron);Microcarbo niger (Little Cormorant);Egretta garzetta (Little Egret);Anas poecilorhyncha (Spot-billed duck);Corvus splendens (House Crow);Columba livia (Rock Pigeon);Ardea cinerea (Gray Heron);Ardea purpurea (Purple Heron),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.979,gbif-2026-09
agrahara-kere,1,1,0,0,2023,2023,1,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
agrahara-lake,809,81,809,81,2015,2025,70,Milvus migrans (Black Kite);Egretta garzetta (Little Egret);Pelecanus philippensis (Spot-billed Pelican);Ardea cinerea (Gray Heron);Ardeola grayii (Indian Pond-Heron);Microcarbo niger (Little Cormorant);Prinia socialis (Ashy Prinia);Phalacrocorax carbo (Great Cormorant);Spilopelia chinensis (Spotted Dove);Acridotheres tristis (Common Myna),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.991,gbif-2026-09
aiyanapalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
ajjanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
ajjegowdana-katte,0,0,0,0,,,0,,,,gbif-2026-09
akkithimmanahalli-kere,133,31,129,27,2018,2026,121,Milvus migrans (Black Kite);Acridotheres tristis (Common Myna);Corvus splendens (House Crow);Psilopogon viridis (White-cheeked Barbet);Psittacula krameri (Rose-ringed Parakeet);Pycnonotus jocosus (Red-whiskered Bulbul);Oriolus kundoo (Indian Golden Oriole);Acridotheres fuscus (Jungle Myna);Eudynamys scolopaceus (Asian Koel);Leptocoma zeylonica (Purple-rumped Sunbird),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Pl@ntNet automatically identified occurrences,0.962,gbif-2026-09
alagondahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
alahalli-kere,2335,120,2327,112,2015,2025,446,Porphyrio porphyrio (Western Swamphen);Milvus migrans (Black Kite);Ardeola grayii (Indian Pond-Heron);Motacilla maderaspatensis (White-browed Wagtail);Fulica atra (Eurasian Coot);Tachybaptus ruficollis (Little Grebe);Acridotheres tristis (Common Myna);Columba livia (Rock Pigeon);Prinia socialis (Ashy Prinia);Vanellus indicus (Red-wattled Lapwing),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.996,gbif-2026-09
alijenahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
allasandra-lake,7938,135,7926,127,2013,2026,1343,Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Ardea cinerea (Gray Heron);Phalacrocorax carbo (Great Cormorant);Milvus migrans (Black Kite);Microcarbo niger (Little Cormorant);Psittacula krameri (Rose-ringed Parakeet);Egretta garzetta (Little Egret);Corvus macrorhynchos (Large-billed Crow);Eudynamys scolopaceus (Asian Koel),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.997,gbif-2026-09
alur-kere,63,47,63,47,2014,2024,29,Egretta garzetta (Little Egret);Haliastur indus (Brahminy Kite);Milvus migrans (Black Kite);Tachybaptus ruficollis (Little Grebe);Fulica atra (Eurasian Coot);Halcyon smyrnensis (White-throated Kingfisher);Microcarbo niger (Little Cormorant);Saxicoloides fulicatus;Tringa glareola (Wood Sandpiper);Tringa ochropus (Green Sandpiper),EOD – eBird Observation Dataset,1.0,gbif-2026-09
aluru-lake1,0,0,0,0,,,0,,,,gbif-2026-09
amalgunte-lake,0,0,0,0,,,0,,,,gbif-2026-09
amanimulli-kere,0,0,0,0,,,0,,,,gbif-2026-09
ambalagere-n,0,0,0,0,,,0,,,,gbif-2026-09
ambalagere-w,0,0,0,0,,,0,,,,gbif-2026-09
ambalipura-kelagina-kere,532,85,516,74,2012,2026,90,Anas poecilorhyncha (Spot-billed duck);Haliastur indus (Brahminy Kite);Psilopogon viridis (White-cheeked Barbet);Halcyon smyrnensis (White-throated Kingfisher);Milvus migrans (Black Kite);Columba livia (Rock Pigeon);Tachybaptus ruficollis (Little Grebe);Fulica atra (Eurasian Coot);Ardea purpurea (Purple Heron);Phalacrocorax fuscicollis (Indian Cormorant),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Pl@ntNet automatically identified occurrences,0.784,gbif-2026-09
ambalipura-kunte1,22,21,22,21,2013,2013,0,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Centropus sinensis (Greater Coucal);Corvus macrorhynchos (Large-billed Crow);Dendrocitta vagabunda (Rufous Treepie);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Haliastur indus (Brahminy Kite);Leptocoma zeylonica (Purple-rumped Sunbird);Merops orientalis (Green Bee-eater);Microcarbo niger (Little Cormorant),EOD – eBird Observation Dataset,1.0,gbif-2026-09
ampapura-lake,0,0,0,0,,,0,,,,gbif-2026-09
amruthahalli-lake,1054,87,1054,87,2011,2026,247,Milvus migrans (Black Kite);Porphyrio porphyrio (Western Swamphen);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Acridotheres tristis (Common Myna);Fulica atra (Eurasian Coot);Prinia socialis (Ashy Prinia);Threskiornis melanocephalus (Black-headed Ibis);Eudynamys scolopaceus (Asian Koel);Psittacula krameri (Rose-ringed Parakeet),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.994,gbif-2026-09
amruthalli-kunte1,1,1,0,0,2021,2021,0,,Pl@ntNet automatically identified occurrences,0.0,gbif-2026-09
amrutnagar-lake,18,9,18,9,2018,2018,0,Ardea purpurea (Purple Heron);Columba livia (Rock Pigeon);Corvus macrorhynchos (Large-billed Crow);Dicrurus macrocercus (Black Drongo);Haliastur indus (Brahminy Kite);Hirundo rustica (Barn Swallow);Leptocoma zeylonica (Purple-rumped Sunbird);Milvus migrans (Black Kite);Orthotomus sutorius (Common Tailorbird),EOD – eBird Observation Dataset,1.0,gbif-2026-09
anagalapura-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
anagalapura-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
anantapura-kere,0,0,0,0,,,0,,,,gbif-2026-09
ananthapura-kunte,0,0,0,0,,,0,,,,gbif-2026-09
ananthapura-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
ananthapura-kunte2,76,42,76,42,2017,2024,53,Cinnyris asiaticus (Purple Sunbird);Eudynamys scolopaceus (Asian Koel);Halcyon smyrnensis (White-throated Kingfisher);Psilopogon haemacephalus (Coppersmith Barbet);Psilopogon viridis (White-cheeked Barbet);Spilopelia chinensis (Spotted Dove);Vanellus indicus (Red-wattled Lapwing);Zosterops palpebrosus (Oriental White-eye);Acridotheres tristis (Common Myna);Amaurornis phoenicurus (White-breasted Waterhen),EOD – eBird Observation Dataset,1.0,gbif-2026-09
andhrahalli-lake,108,49,108,49,2020,2024,29,Ardeola grayii (Indian Pond-Heron);Fulica atra (Eurasian Coot);Porphyrio porphyrio (Western Swamphen);Tachybaptus ruficollis (Little Grebe);Vanellus indicus (Red-wattled Lapwing);Eudynamys scolopaceus (Asian Koel);Metopidius indicus (Bronze-winged Jacana);Pavo cristatus (Indian Peafowl);Psittacula krameri (Rose-ringed Parakeet);Spatula clypeata (Northern Shoveler),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.787,gbif-2026-09
annamma-kere,602,61,602,61,2016,2024,85,Ardeola grayii (Indian Pond-Heron);Milvus migrans (Black Kite);Fulica atra (Eurasian Coot);Tachybaptus ruficollis (Little Grebe);Columba livia (Rock Pigeon);Phalacrocorax carbo (Great Cormorant);Microcarbo niger (Little Cormorant);Egretta garzetta (Little Egret);Orthotomus sutorius (Common Tailorbird);Motacilla maderaspatensis (White-browed Wagtail),EOD – eBird Observation Dataset,1.0,gbif-2026-09
antarahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
anurah-katte-newly-created,0,0,0,0,,,0,,,,gbif-2026-09
aradeshanahalli-kere,1637,141,1628,134,1996,2025,1418,Milvus migrans (Black Kite);Motacilla maderaspatensis (White-browed Wagtail);Cecropis daurica (Eastern Red-rumped Swallow);Dicrurus macrocercus (Black Drongo);Prinia socialis (Ashy Prinia);Haliastur indus (Brahminy Kite);Pycnonotus cafer (Red-vented Bulbul);Corvus macrorhynchos (Large-billed Crow);Halcyon smyrnensis (White-throated Kingfisher);Microcarbo niger (Little Cormorant),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.994,gbif-2026-09
aradeshanahalli-kere-2,744,100,744,100,2022,2026,744,Corvus macrorhynchos (Large-billed Crow);Dicrurus macrocercus (Black Drongo);Acridotheres tristis (Common Myna);Ardea cinerea (Gray Heron);Cecropis daurica (Eastern Red-rumped Swallow);Halcyon smyrnensis (White-throated Kingfisher);Milvus migrans (Black Kite);Prinia socialis (Ashy Prinia);Saxicola caprata (Pied Bushchat);Spilopelia chinensis (Spotted Dove),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.969,gbif-2026-09
aralakunte,0,0,0,0,,,0,,,,gbif-2026-09
aralamallige-kere,198,72,198,72,2007,2024,189,Egretta garzetta (Little Egret);Halcyon smyrnensis (White-throated Kingfisher);Spilopelia chinensis (Spotted Dove);Acridotheres tristis (Common Myna);Ardea cinerea (Gray Heron);Ardeola grayii (Indian Pond-Heron);Dicrurus macrocercus (Black Drongo);Egretta intermedia (Intermediate egret);Haliastur indus (Brahminy Kite);Microcarbo niger (Little Cormorant),EOD – eBird Observation Dataset,1.0,gbif-2026-09
arasanahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
arebommanahalli-2r,0,0,0,0,,,0,,,,gbif-2026-09
arebommanahalli-low,0,0,0,0,,,0,,,,gbif-2026-09
arebommanahalli-up-kere,0,0,0,0,,,0,,,,gbif-2026-09
arehalii-kere,0,0,0,0,,,0,,,,gbif-2026-09
arehalli-kere,1,1,1,1,2026,2026,1,Orthotomus sutorius (Common Tailorbird),iNaturalist Research-grade Observations,0.0,gbif-2026-09
arehalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
arehalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
arehalli-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
arekere-lake,1978,87,1969,78,2010,2026,259,Milvus migrans (Black Kite);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Porphyrio porphyrio (Western Swamphen);Prinia socialis (Ashy Prinia);Fulica atra (Eurasian Coot);Acridotheres fuscus (Jungle Myna);Eudynamys scolopaceus (Asian Koel);Motacilla maderaspatensis (White-browed Wagtail);Acridotheres tristis (Common Myna),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Occurrence records of spiders mobilized through SpiderIndia citizen science initiative on Facebook,0.986,gbif-2026-09
arekere-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
arenur-kere,18,17,17,16,2019,2023,1,Anhinga melanogaster (Oriental Darter);Acridotheres tristis (Common Myna);Alcedo atthis (Common Kingfisher);Anas platyrhynchos (Mallard);Anas poecilorhyncha (Spot-billed duck);Ardea cinerea (Gray Heron);Cinnyris asiaticus (Purple Sunbird);Corvus splendens (House Crow);Dinopium benghalense (Black-rumped Flameback);Egretta garzetta (Little Egret),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.944,gbif-2026-09
arjunabettahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
arluru-kere-s,28,14,28,14,2024,2024,28,Acrocephalus dumetorum (Blyth's Reed Warbler);Alcedo atthis (Common Kingfisher);Anhinga melanogaster (Oriental Darter);Ardea cinerea (Gray Heron);Ardeola grayii (Indian Pond-Heron);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Egretta intermedia (Intermediate egret);Fulica atra (Eurasian Coot);Gallinula chloropus (Eurasian Moorhen);Hirundo rustica (Barn Swallow),EOD – eBird Observation Dataset,1.0,gbif-2026-09
asirvanam-ashram-1,421,159,296,81,2018,2026,237,Amandava amandava (Red Avadavat);Vanellus indicus (Red-wattled Lapwing);Milvus migrans (Black Kite);Dicrurus macrocercus (Black Drongo);Merops orientalis (Green Bee-eater);Prinia socialis (Ashy Prinia);Pycnonotus jocosus (Red-whiskered Bulbul);Acridotheres tristis (Common Myna);Halcyon smyrnensis (White-throated Kingfisher);Haliastur indus (Brahminy Kite),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.539,gbif-2026-09
asirvanam-ashram-2,11,8,1,1,2020,2025,6,Motacilla maderaspatensis (White-browed Wagtail),iNaturalist Research-grade Observations,0.0,gbif-2026-09
attibele-kere,0,0,0,0,,,0,,,,gbif-2026-09
attur-kere,0,0,0,0,,,0,,,,gbif-2026-09
atturu-kere,4228,141,4223,136,2016,2026,3348,Ardea cinerea (Gray Heron);Milvus migrans (Black Kite);Porphyrio porphyrio (Western Swamphen);Ardea purpurea (Purple Heron);Fulica atra (Eurasian Coot);Halcyon smyrnensis (White-throated Kingfisher);Microcarbo niger (Little Cormorant);Psittacula krameri (Rose-ringed Parakeet);Ardeola grayii (Indian Pond-Heron);Centropus sinensis (Greater Coucal),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;SeasonWatch - Tree Phenology Dataset (India),0.996,gbif-2026-09
atturu-kunte,0,0,0,0,,,0,,,,gbif-2026-09
avadenahlli-lake,48,40,45,37,2018,2025,25,Amaurornis phoenicurus (White-breasted Waterhen);Anas poecilorhyncha (Spot-billed duck);Centropus sinensis (Greater Coucal);Dicrurus macrocercus (Black Drongo);Egretta garzetta (Little Egret);Psittacula krameri (Rose-ringed Parakeet);Vanellus indicus (Red-wattled Lapwing);Acridotheres tristis (Common Myna);Acrocephalus dumetorum (Blyth's Reed Warbler);Ardeola grayii (Indian Pond-Heron),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.938,gbif-2026-09
avalahali-kunte,0,0,0,0,,,0,,,,gbif-2026-09
avalahalli-katte1,0,0,0,0,,,0,,,,gbif-2026-09
avalahalli-katte2,9,9,8,8,2022,2024,9,Centropus sinensis (Greater Coucal);Columba livia (Rock Pigeon);Leptocoma zeylonica (Purple-rumped Sunbird);Merops orientalis (Green Bee-eater);Motacilla maderaspatensis (White-browed Wagtail);Pavo cristatus (Indian Peafowl);Pycnonotus jocosus (Red-whiskered Bulbul);Vanellus indicus (Red-wattled Lapwing),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.889,gbif-2026-09
avalahalli-kere,93,29,93,29,2017,2017,0,Acridotheres tristis (Common Myna);Acrocephalus stentoreus (Clamorous Reed Warbler);Actitis hypoleucos (Common Sandpiper);Anthus rufulus (Paddyfield Pipit);Ardea alba (Great Egret);Ardea cinerea (Gray Heron);Ardeola grayii (Indian Pond-Heron);Cecropis daurica (Eastern Red-rumped Swallow);Chlidonias hybrida (Whiskered Tern);Ciconia episcopus (Woolly-necked Stork),EOD – eBird Observation Dataset,1.0,gbif-2026-09
avalahalli-kere-2,1717,148,1639,105,2021,2025,1713,Milvus migrans (Black Kite);Porphyrio porphyrio (Western Swamphen);Acridotheres tristis (Common Myna);Fulica atra (Eurasian Coot);Ardeola grayii (Indian Pond-Heron);Dicrurus macrocercus (Black Drongo);Prinia socialis (Ashy Prinia);Pycnonotus jocosus (Red-whiskered Bulbul);Tachybaptus ruficollis (Little Grebe);Halcyon smyrnensis (White-throated Kingfisher),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Pl@ntNet automatically identified occurrences,0.904,gbif-2026-09
avalahalli-kere-3,0,0,0,0,,,0,,,,gbif-2026-09
avalahalli-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
avalahalli-kunte-2,0,0,0,0,,,0,,,,gbif-2026-09
avalahalli-kunte-3,0,0,0,0,,,0,,,,gbif-2026-09
avalahalli-kunte-4,0,0,0,0,,,0,,,,gbif-2026-09
avalahalli-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
avalahalli-kunte2,18,17,18,17,2018,2018,0,Acridotheres tristis (Common Myna);Anas poecilorhyncha (Spot-billed duck);Anastomus oscitans (Asian Openbill);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Corvus macrorhynchos (Large-billed Crow);Dicrurus macrocercus (Black Drongo);Egretta garzetta (Little Egret);Egretta intermedia (Intermediate egret);Eudynamys scolopaceus (Asian Koel),EOD – eBird Observation Dataset,1.0,gbif-2026-09
avalahalli-lake,183,46,181,44,2019,2024,24,Columba livia (Rock Pigeon);Milvus migrans (Black Kite);Motacilla maderaspatensis (White-browed Wagtail);Acridotheres tristis (Common Myna);Prinia socialis (Ashy Prinia);Psittacula krameri (Rose-ringed Parakeet);Cinnyris asiaticus (Purple Sunbird);Microcarbo niger (Little Cormorant);Vanellus indicus (Red-wattled Lapwing);Centropus sinensis (Greater Coucal),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.989,gbif-2026-09
avalahalli-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
avalakuppe-lake,0,0,0,0,,,0,,,,gbif-2026-09
averahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
averhalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
ayyana-kere,8,8,8,8,2024,2024,8,Acridotheres tristis (Common Myna);Columba livia (Rock Pigeon);Corvus splendens (House Crow);Eudynamys scolopaceus (Asian Koel);Milvus migrans (Black Kite);Orthotomus sutorius (Common Tailorbird);Psilopogon viridis (White-cheeked Barbet);Psittacula krameri (Rose-ringed Parakeet),EOD – eBird Observation Dataset,1.0,gbif-2026-09
ayyannanapalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
b-channasandra-lake,376,62,372,58,2014,2025,179,Milvus migrans (Black Kite);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Psittacula krameri (Rose-ringed Parakeet);Egretta garzetta (Little Egret);Microcarbo niger (Little Cormorant);Phalacrocorax carbo (Great Cormorant);Ardea cinerea (Gray Heron);Anas poecilorhyncha (Spot-billed duck);Haliastur indus (Brahminy Kite),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.987,gbif-2026-09
b-narayanapura-kere,15,12,15,12,2018,2024,8,Columba livia (Rock Pigeon);Milvus migrans (Black Kite);Psittacula krameri (Rose-ringed Parakeet);Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Apus affinis (Little Swift);Ardeola grayii (Indian Pond-Heron);Corvus splendens (House Crow);Egretta intermedia (Intermediate egret);Eudynamys scolopaceus (Asian Koel),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bachchahalli-kere,116,48,116,48,2021,2023,8,Dicrurus macrocercus (Black Drongo);Milvus migrans (Black Kite);Psittacula krameri (Rose-ringed Parakeet);Vanellus indicus (Red-wattled Lapwing);Acridotheres tristis (Common Myna);Corvus macrorhynchos (Large-billed Crow);Eudynamys scolopaceus (Asian Koel);Prinia socialis (Ashy Prinia);Psilopogon viridis (White-cheeked Barbet);Saxicola caprata (Pied Bushchat),EOD – eBird Observation Dataset,1.0,gbif-2026-09
badakukere,0,0,0,0,,,0,,,,gbif-2026-09
badamanavartha-kaval-kere,38,30,38,30,2015,2018,0,Acridotheres tristis (Common Myna);Centropus sinensis (Greater Coucal);Leptocoma zeylonica (Purple-rumped Sunbird);Merops orientalis (Green Bee-eater);Milvus migrans (Black Kite);Psittacula krameri (Rose-ringed Parakeet);Rhipidura albogularis (Spot-breasted Fantail);Spilopelia chinensis (Spotted Dove);Chloropsis jerdoni (Jerdon's Leafbird);Copsychus saularis (Oriental Magpie-Robin),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.947,gbif-2026-09
badavamavarthe-kavalu-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
badavamavarthe-kavalu-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
badavamavarthekavalu-hosakere-1,52,28,48,24,2022,2026,52,Acridotheres tristis (Common Myna);Aegithina tiphia (Common Iora);Alcedo atthis (Common Kingfisher);Centropus sinensis (Greater Coucal);Cinnyris asiaticus (Purple Sunbird);Columba livia (Rock Pigeon);Corvus splendens (House Crow);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Eudynamys scolopaceus (Asian Koel);Fulica atra (Eurasian Coot),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.923,gbif-2026-09
badavamavarthekavalu-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
badavamavarthekavalu-kunte4,0,0,0,0,,,0,,,,gbif-2026-09
badavamavarthekavalu-kunte5,0,0,0,0,,,0,,,,gbif-2026-09
badavamavarthekavalu-kunte6,0,0,0,0,,,0,,,,gbif-2026-09
badavamavarthekavalu-kunte7,1,1,0,0,2019,2019,0,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
bagalagunte-govt-lake,8,5,7,4,2023,2025,8,Himantopus himantopus (Black-winged Stilt);Egretta garzetta (Little Egret);Ardeola grayii (Indian Pond-Heron);Tachybaptus ruficollis (Little Grebe),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.875,gbif-2026-09
bagalagunte-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
bagalakunte-kere1,0,0,0,0,,,0,,,,gbif-2026-09
bagalakunte-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
bagalakunte-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
bagaluru-majare-kunte,0,0,0,0,,,0,,,,gbif-2026-09
bagur-lake,21,21,21,21,2022,2022,21,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Anas poecilorhyncha (Spot-billed duck);Ardea cinerea (Gray Heron);Ardeola grayii (Indian Pond-Heron);Cecropis daurica (Eastern Red-rumped Swallow);Cinnyris asiaticus (Purple Sunbird);Dicrurus macrocercus (Black Drongo);Egretta intermedia (Intermediate egret);Halcyon smyrnensis (White-throated Kingfisher),EOD – eBird Observation Dataset,1.0,gbif-2026-09
bail-narsapur-lake-1,0,0,0,0,,,0,,,,gbif-2026-09
bail-narsapur-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
