id,records,species,birdRecords,birdSpecies,firstYear,lastYear,recordsLast5Years,topBirds,datasets,ebirdShare,source
kukkanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
kukkonallipalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
kulaghatta,0,0,0,0,,,0,,,,gbif-2026-09
kulavanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-gollahalli-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-gollahalli-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-gollahalli-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-kere,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-kere-2,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-kunte1,8,8,8,8,2015,2015,0,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Corvus macrorhynchos (Large-billed Crow);Corvus splendens (House Crow);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Eudynamys scolopaceus (Asian Koel);Milvus migrans (Black Kite);Motacilla maderaspatensis (White-browed Wagtail),EOD – eBird Observation Dataset,1.0,gbif-2026-09
kumbalagodu-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-kunte3,1,1,0,0,2021,2021,0,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
kumbalagodu-kunte4,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-kunte5,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-kunte6,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-kunte7,0,0,0,0,,,0,,,,gbif-2026-09
kumbalagodu-kunte8,0,0,0,0,,,0,,,,gbif-2026-09
kumbarahalli-kere,27,24,26,23,2017,2024,1,Halcyon smyrnensis (White-throated Kingfisher);Psittacula krameri (Rose-ringed Parakeet);Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Acrocephalus dumetorum (Blyth's Reed Warbler);Actitis hypoleucos (Common Sandpiper);Copsychus saularis (Oriental Magpie-Robin);Corvus macrorhynchos (Large-billed Crow);Corvus splendens (House Crow);Dicrurus macrocercus (Black Drongo),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.963,gbif-2026-09
kumbarahalli-kere-2,2,2,0,0,2022,2025,2,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
kumbarakere,4,4,0,0,2023,2023,4,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
kumbenaagrahara-kunte,0,0,0,0,,,0,,,,gbif-2026-09
kun-madiwala-lake,57,35,57,35,2022,2022,57,Acridotheres tristis (Common Myna);Anas poecilorhyncha (Spot-billed duck);Ardea cinerea (Gray Heron);Cecropis daurica (Eastern Red-rumped Swallow);Centropus sinensis (Greater Coucal);Chloropsis jerdoni (Jerdon's Leafbird);Dicrurus macrocercus (Black Drongo);Egretta garzetta (Little Egret);Eudynamys scolopaceus (Asian Koel);Leptocoma zeylonica (Purple-rumped Sunbird),EOD – eBird Observation Dataset,1.0,gbif-2026-09
kundalahalli-kere,1051,119,1022,95,2013,2026,697,Ardeola grayii (Indian Pond-Heron);Phalacrocorax carbo (Great Cormorant);Tachybaptus ruficollis (Little Grebe);Corvus splendens (House Crow);Haliastur indus (Brahminy Kite);Microcarbo niger (Little Cormorant);Columba livia (Rock Pigeon);Milvus migrans (Black Kite);Egretta garzetta (Little Egret);Leptocoma zeylonica (Purple-rumped Sunbird),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;INSDC Sequences,0.962,gbif-2026-09
kundarahalli-kunte1,13,12,13,12,2023,2023,13,Centropus sinensis (Greater Coucal);Acridotheres tristis (Common Myna);Cinnyris asiaticus (Purple Sunbird);Columba livia (Rock Pigeon);Corvus splendens (House Crow);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Leptocoma zeylonica (Purple-rumped Sunbird);Parus cinereus (Cinereous Tit);Prinia socialis (Ashy Prinia);Psilopogon haemacephalus (Coppersmith Barbet),EOD – eBird Observation Dataset,1.0,gbif-2026-09
kuppareddy-kere,150,54,150,54,1992,2024,93,Tachybaptus ruficollis (Little Grebe);Egretta garzetta (Little Egret);Ardeola grayii (Indian Pond-Heron);Microcarbo niger (Little Cormorant);Egretta intermedia (Intermediate egret);Fulica atra (Eurasian Coot);Haliastur indus (Brahminy Kite);Corvus macrorhynchos (Large-billed Crow);Milvus migrans (Black Kite);Acridotheres tristis (Common Myna),EOD – eBird Observation Dataset,1.0,gbif-2026-09
kuppemala-kere,0,0,0,0,,,0,,,,gbif-2026-09
kurubalahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
kurubarahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
kurubarahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
kurubarahalli-lake-1,0,0,0,0,,,0,,,,gbif-2026-09
kurubarapalya-kere,0,0,0,0,,,0,,,,gbif-2026-09
kurubarhalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
kuruvegere-kere,261,112,261,112,2023,2025,261,Ardea cinerea (Gray Heron);Centropus sinensis (Greater Coucal);Dicrurus macrocercus (Black Drongo);Haliastur indus (Brahminy Kite);Milvus migrans (Black Kite);Psittacula krameri (Rose-ringed Parakeet);Acridotheres tristis (Common Myna);Anas poecilorhyncha (Spot-billed duck);Ardeola grayii (Indian Pond-Heron);Cecropis daurica (Eastern Red-rumped Swallow),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.996,gbif-2026-09
kuvempu-nagara-lake,0,0,0,0,,,0,,,,gbif-2026-09
kuvempunagar-lake,0,0,0,0,,,0,,,,gbif-2026-09
kyalasanahalli-govt-lake,343,81,338,77,2017,2025,226,Tachybaptus ruficollis (Little Grebe);Vanellus indicus (Red-wattled Lapwing);Ceryle rudis (Pied Kingfisher);Alcedo atthis (Common Kingfisher);Ardeola grayii (Indian Pond-Heron);Fulica atra (Eurasian Coot);Halcyon smyrnensis (White-throated Kingfisher);Microcarbo niger (Little Cormorant);Anas poecilorhyncha (Spot-billed duck);Anhinga melanogaster (Oriental Darter),EOD – eBird Observation Dataset;Pl@ntNet automatically identified occurrences;iNaturalist Research-grade Observations,0.985,gbif-2026-09
kyalasanahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
lagamenahalli-lake,2066,149,2066,149,2021,2024,2052,Spilopelia chinensis (Spotted Dove);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Columba livia (Rock Pigeon);Egretta garzetta (Little Egret);Microcarbo niger (Little Cormorant);Saxicola caprata (Pied Bushchat);Acridotheres fuscus (Jungle Myna);Ardea cinerea (Gray Heron);Dicrurus macrocercus (Black Drongo),EOD – eBird Observation Dataset,1.0,gbif-2026-09
laggere-kunte1,1,1,1,1,2023,2023,1,Leptocoma zeylonica (Purple-rumped Sunbird),EOD – eBird Observation Dataset,1.0,gbif-2026-09
laggere-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
laggere-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
laggere-kunte4,12,12,12,12,2021,2021,0,Acridotheres tristis (Common Myna);Cinnyris asiaticus (Purple Sunbird);Coracias benghalensis (Indian Roller);Corvus splendens (House Crow);Dicrurus macrocercus (Black Drongo);Eudynamys scolopaceus (Asian Koel);Merops orientalis (Green Bee-eater);Orthotomus sutorius (Common Tailorbird);Passer domesticus (House Sparrow);Prinia inornata (Plain Prinia),EOD – eBird Observation Dataset,1.0,gbif-2026-09
laggere-kunte5,0,0,0,0,,,0,,,,gbif-2026-09
laggeri-govt-katte,4,2,4,2,2019,2024,2,Tyto javanica (Eastern Barn Owl);Milvus migrans (Black Kite),EOD – eBird Observation Dataset,1.0,gbif-2026-09
laggeri-katte,14,7,14,7,2018,2018,0,Acridotheres tristis (Common Myna);Cinnyris lotenius (Long-billed Sunbird);Corvus macrorhynchos (Large-billed Crow);Eudynamys scolopaceus (Asian Koel);Milvus migrans (Black Kite);Psilopogon viridis (White-cheeked Barbet);Pycnonotus cafer (Red-vented Bulbul),EOD – eBird Observation Dataset,1.0,gbif-2026-09
laggeri-lake,1,1,1,1,2025,2025,1,Pelecanus philippensis (Spot-billed Pelican),iNaturalist Research-grade Observations,0.0,gbif-2026-09
lakkanapalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
lakkanapalya-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
lakkayanapalya-kere,0,0,0,0,,,0,,,,gbif-2026-09
lakkayanapalya-kere-2,0,0,0,0,,,0,,,,gbif-2026-09
lakkayanapalya-kere-3,1,1,0,0,2020,2020,0,,Pl@ntNet automatically identified occurrences,0.0,gbif-2026-09
lakkenahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
lakkenahalli-kere-2,0,0,0,0,,,0,,,,gbif-2026-09
lakkenahalli-kere-3,0,0,0,0,,,0,,,,gbif-2026-09
lakkenahalli-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
lakkuru-lake,0,0,0,0,,,0,,,,gbif-2026-09
lakshmipura-kere,0,0,0,0,,,0,,,,gbif-2026-09
lakshmipura-kere-2,0,0,0,0,,,0,,,,gbif-2026-09
lakshmipura-kunte,0,0,0,0,,,0,,,,gbif-2026-09
lakshmipura-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
lakshmipura-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
lakshmipura-lake,45,38,43,36,2016,2026,44,Acridotheres tristis (Common Myna);Artamus fuscus (Ashy Woodswallow);Merops orientalis (Green Bee-eater);Milvus migrans (Black Kite);Porphyrio porphyrio (Western Swamphen);Prinia socialis (Ashy Prinia);Psilopogon viridis (White-cheeked Barbet);Acridotheres fuscus (Jungle Myna);Acrocephalus dumetorum (Blyth's Reed Warbler);Aegithina tiphia (Common Iora),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.867,gbif-2026-09
lakshmipura-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
lakshmisagar-a-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
lakshmisagar-a-kunte2,8,4,8,4,2022,2022,8,Acridotheres tristis (Common Myna);Euodice malabarica (Indian Silverbill);Hirundo rustica (Barn Swallow);Prinia sylvatica (Jungle Prinia),EOD – eBird Observation Dataset,1.0,gbif-2026-09
lakshmisagara-kere,46,22,46,22,2022,2022,46,Acridotheres tristis (Common Myna);Amaurornis phoenicurus (White-breasted Waterhen);Cecropis daurica (Eastern Red-rumped Swallow);Cisticola juncidis (Zitting Cisticola);Columba livia (Rock Pigeon);Corvus macrorhynchos (Large-billed Crow);Corvus splendens (House Crow);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Dicrurus macrocercus (Black Drongo);Halcyon smyrnensis (White-throated Kingfisher),EOD – eBird Observation Dataset,1.0,gbif-2026-09
lalagondanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
lalbagh-kere,16800,279,16574,163,1979,2026,10250,Milvus migrans (Black Kite);Ardeola grayii (Indian Pond-Heron);Psittacula krameri (Rose-ringed Parakeet);Microcarbo niger (Little Cormorant);Acridotheres tristis (Common Myna);Haliastur indus (Brahminy Kite);Psilopogon viridis (White-cheeked Barbet);Anas poecilorhyncha (Spot-billed duck);Phalacrocorax carbo (Great Cormorant);Corvus splendens (House Crow),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;India Biodiversity Portal publication grade dataset,0.963,gbif-2026-09
lingadeeranahalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
lingadheeranahalli-karabu-katte,64,31,64,31,2020,2024,2,Acridotheres tristis (Common Myna);Acrocephalus dumetorum (Blyth's Reed Warbler);Amaurornis phoenicurus (White-breasted Waterhen);Ardeola grayii (Indian Pond-Heron);Centropus sinensis (Greater Coucal);Columba livia (Rock Pigeon);Corvus macrorhynchos (Large-billed Crow);Corvus splendens (House Crow);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Egretta garzetta (Little Egret),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.984,gbif-2026-09
lingadhiragollonahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
linganahalli-kere,3,3,2,2,2025,2025,3,Egretta garzetta (Little Egret);Vanellus indicus (Red-wattled Lapwing),iNaturalist Research-grade Observations,0.0,gbif-2026-09
linganahalli-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
linganahalli-kunte-2,0,0,0,0,,,0,,,,gbif-2026-09
lingapura-lake,0,0,0,0,,,0,,,,gbif-2026-09
lingapura-lake-2,1,1,1,1,2019,2019,0,Pelecanus philippensis (Spot-billed Pelican),iNaturalist Research-grade Observations,0.0,gbif-2026-09
lingapura-lake-3,76,24,76,24,2020,2020,0,Mycteria leucocephala (Painted Stork);Acrocephalus dumetorum (Blyth's Reed Warbler);Amaurornis phoenicurus (White-breasted Waterhen);Anhinga melanogaster (Oriental Darter);Ardeola grayii (Indian Pond-Heron);Centropus sinensis (Greater Coucal);Corvus macrorhynchos (Large-billed Crow);Dinopium benghalense (Black-rumped Flameback);Eudynamys scolopaceus (Asian Koel);Halcyon smyrnensis (White-throated Kingfisher),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.987,gbif-2026-09
lingaraja-sagara-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
lingaraja-sagara-kunte2,3,2,1,1,2019,2021,0,Cecropis daurica (Eastern Red-rumped Swallow),SeasonWatch - Tree Phenology Dataset (India);iNaturalist Research-grade Observations,0.0,gbif-2026-09
lingarajapura-lake,2,2,0,0,2014,2020,0,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
lingarajapura-lake-1,0,0,0,0,,,0,,,,gbif-2026-09
lingarajapura-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
lingdir-malasandra-lake,0,0,0,0,,,0,,,,gbif-2026-09
lower-medhalli-kere,2,2,1,1,2023,2025,2,Aquila clanga (Greater spotted eagle),iNaturalist Research-grade Observations,0.0,gbif-2026-09
machanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
machohalli-chikkere,30,22,30,22,2020,2022,18,Psittacula krameri (Rose-ringed Parakeet);Anas poecilorhyncha (Spot-billed duck);Ardea cinerea (Gray Heron);Porphyrio porphyrio (Western Swamphen);Tachybaptus ruficollis (Little Grebe);Vanellus indicus (Red-wattled Lapwing);Ardeola grayii (Indian Pond-Heron);Coracias benghalensis (Indian Roller);Dicaeum erythrorhynchos (Pale-billed Flowerpecker);Dicrurus macrocercus (Black Drongo),EOD – eBird Observation Dataset,1.0,gbif-2026-09
madagondanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
madapatna-lake,0,0,0,0,,,0,,,,gbif-2026-09
madappanahalli-kunte-1,0,0,0,0,,,0,,,,gbif-2026-09
madappanahalli-kunte-2,2,2,0,0,2025,2025,2,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
madappanahalli-kunte-3,0,0,0,0,,,0,,,,gbif-2026-09
madappanahalli-kunte-4,0,0,0,0,,,0,,,,gbif-2026-09
madappanahalli-kunte-5,0,0,0,0,,,0,,,,gbif-2026-09
madappanahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
madappanahalli-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
madappanahalli-lake-2-2,0,0,0,0,,,0,,,,gbif-2026-09
madavara-kere,381,74,380,73,2017,2024,313,Microcarbo niger (Little Cormorant);Egretta garzetta (Little Egret);Haliastur indus (Brahminy Kite);Phalacrocorax carbo (Great Cormorant);Ardeola grayii (Indian Pond-Heron);Halcyon smyrnensis (White-throated Kingfisher);Tachybaptus ruficollis (Little Grebe);Vanellus indicus (Red-wattled Lapwing);Fulica atra (Eurasian Coot);Milvus migrans (Black Kite),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.997,gbif-2026-09
madenahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
madhagar-kunte,0,0,0,0,,,0,,,,gbif-2026-09
madhure-kere,24691,241,24666,222,2005,2025,6913,Dicrurus macrocercus (Black Drongo);Vanellus indicus (Red-wattled Lapwing);Acridotheres tristis (Common Myna);Saxicola caprata (Pied Bushchat);Haliastur indus (Brahminy Kite);Milvus migrans (Black Kite);Spilopelia chinensis (Spotted Dove);Ardeola grayii (Indian Pond-Heron);Egretta garzetta (Little Egret);Halcyon smyrnensis (White-throated Kingfisher),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Xeno-canto - Bird sounds from around the world,0.998,gbif-2026-09
madivala-lake,0,0,0,0,,,0,,,,gbif-2026-09
madivalam-lake,14,13,14,13,2017,2017,0,Acridotheres tristis (Common Myna);Columba livia (Rock Pigeon);Corvus splendens (House Crow);Dicrurus macrocercus (Black Drongo);Eudynamys scolopaceus (Asian Koel);Halcyon smyrnensis (White-throated Kingfisher);Hirundo rustica (Barn Swallow);Milvus migrans (Black Kite);Prinia socialis (Ashy Prinia);Psittacula krameri (Rose-ringed Parakeet),EOD – eBird Observation Dataset,1.0,gbif-2026-09
madiwala-lake,19238,261,19072,166,2002,2026,5048,Milvus migrans (Black Kite);Ardeola grayii (Indian Pond-Heron);Haliastur indus (Brahminy Kite);Microcarbo niger (Little Cormorant);Ardea cinerea (Gray Heron);Pelecanus philippensis (Spot-billed Pelican);Phalacrocorax carbo (Great Cormorant);Porphyrio porphyrio (Western Swamphen);Corvus splendens (House Crow);Egretta garzetta (Little Egret),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Pl@ntNet automatically identified occurrences,0.986,gbif-2026-09
mahadeva-kodigehalli-lake,351,87,350,86,2018,2025,21,Acridotheres tristis (Common Myna);Milvus migrans (Black Kite);Prinia inornata (Plain Prinia);Prinia socialis (Ashy Prinia);Saxicola caprata (Pied Bushchat);Vanellus indicus (Red-wattled Lapwing);Anthus rufulus (Paddyfield Pipit);Halcyon smyrnensis (White-throated Kingfisher);Ortygornis pondicerianus (Grey Francolin);Spilopelia chinensis (Spotted Dove),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.994,gbif-2026-09
mahadevanakodag-lake,2107,154,2104,152,1990,2024,1258,Milvus migrans (Black Kite);Psittacula krameri (Rose-ringed Parakeet);Ardeola grayii (Indian Pond-Heron);Egretta garzetta (Little Egret);Prinia socialis (Ashy Prinia);Haliastur indus (Brahminy Kite);Spilopelia chinensis (Spotted Dove);Acridotheres tristis (Common Myna);Halcyon smyrnensis (White-throated Kingfisher);Ardea cinerea (Gray Heron),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.998,gbif-2026-09
mahadevapura-kere,1517,99,1515,97,2016,2026,288,Milvus migrans (Black Kite);Ardeola grayii (Indian Pond-Heron);Vanellus indicus (Red-wattled Lapwing);Egretta garzetta (Little Egret);Columba livia (Rock Pigeon);Haliastur indus (Brahminy Kite);Spilopelia chinensis (Spotted Dove);Acridotheres tristis (Common Myna);Dicrurus macrocercus (Black Drongo);Merops orientalis (Green Bee-eater),EOD – eBird Observation Dataset;Pl@ntNet automatically identified occurrences;iNaturalist Research-grade Observations,0.998,gbif-2026-09
mahalchouadenahalli-kere-n,1,1,0,0,2025,2025,1,,iNaturalist Research-grade Observations,0.0,gbif-2026-09
mahalchoudadenahalli-kere-e,0,0,0,0,,,0,,,,gbif-2026-09
mahanthalingapura-lake,120,56,120,56,2021,2025,93,Gallinula chloropus (Eurasian Moorhen);Anas poecilorhyncha (Spot-billed duck);Dendrocygna javanica (Lesser Whistling-Duck);Motacilla maderaspatensis (White-browed Wagtail);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Cecropis daurica (Eastern Red-rumped Swallow);Centropus sinensis (Greater Coucal);Columba livia (Rock Pigeon);Dicaeum erythrorhynchos (Pale-billed Flowerpecker),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.842,gbif-2026-09
mahimanapalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
mahimpura-kere,0,0,0,0,,,0,,,,gbif-2026-09
mailapura-kere,0,0,0,0,,,0,,,,gbif-2026-09
mailasandra-kere,1032,83,1029,80,1992,2026,817,Columba livia (Rock Pigeon);Porphyrio porphyrio (Western Swamphen);Milvus migrans (Black Kite);Pavo cristatus (Indian Peafowl);Ardeola grayii (Indian Pond-Heron);Haliastur indus (Brahminy Kite);Threskiornis melanocephalus (Black-headed Ibis);Psittacula krameri (Rose-ringed Parakeet);Metopidius indicus (Bronze-winged Jacana);Acridotheres tristis (Common Myna),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.995,gbif-2026-09
maitanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
majarevaradahalli-kunte,0,0,0,0,,,0,,,,gbif-2026-09
makali-kere,0,0,0,0,,,0,,,,gbif-2026-09
makanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
makanahalli-kere-s,0,0,0,0,,,0,,,,gbif-2026-09
malagondanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
malgalu-kunte,0,0,0,0,,,0,,,,gbif-2026-09
malgalu-lake,0,0,0,0,,,0,,,,gbif-2026-09
maligenahalli-kere,697,92,696,91,2015,2024,38,Ardeola grayii (Indian Pond-Heron);Hirundo rustica (Barn Swallow);Saxicola caprata (Pied Bushchat);Tachybaptus ruficollis (Little Grebe);Prinia inornata (Plain Prinia);Vanellus indicus (Red-wattled Lapwing);Microcarbo niger (Little Cormorant);Halcyon smyrnensis (White-throated Kingfisher);Prinia socialis (Ashy Prinia);Columba livia (Rock Pigeon),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.999,gbif-2026-09
maligondanahalli-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
maligondanahalli-kunte2,1,1,0,0,2022,2022,1,,Pl@ntNet automatically identified occurrences,0.0,gbif-2026-09
mallammana-katte,0,0,0,0,,,0,,,,gbif-2026-09
mallanayakanahalli-lake,152,63,152,63,2023,2023,152,Motacilla maderaspatensis (White-browed Wagtail);Prinia socialis (Ashy Prinia);Psittacula krameri (Rose-ringed Parakeet);Pycnonotus cafer (Red-vented Bulbul);Spilopelia chinensis (Spotted Dove);Acridotheres tristis (Common Myna);Ardeola grayii (Indian Pond-Heron);Egretta garzetta (Little Egret);Leptocoma zeylonica (Purple-rumped Sunbird);Milvus migrans (Black Kite),EOD – eBird Observation Dataset,1.0,gbif-2026-09
mallarabanavadi-kere,0,0,0,0,,,0,,,,gbif-2026-09
mallarabanavadi-kere-2,24,23,24,23,2021,2021,0,Acridotheres fuscus (Jungle Myna);Ardea cinerea (Gray Heron);Ardeola grayii (Indian Pond-Heron);Centropus sinensis (Greater Coucal);Ceryle rudis (Pied Kingfisher);Cinnyris asiaticus (Purple Sunbird);Columba livia (Rock Pigeon);Corvus macrorhynchos (Large-billed Crow);Eudynamys scolopaceus (Asian Koel);Halcyon smyrnensis (White-throated Kingfisher),EOD – eBird Observation Dataset,1.0,gbif-2026-09
mallasandra-gudde-lake,0,0,0,0,,,0,,,,gbif-2026-09
mallasandra-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
mallasandra-kunte1-2,0,0,0,0,,,0,,,,gbif-2026-09
mallasandra-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
mallasandra-kunte2-2,7,7,7,7,2022,2022,7,Acridotheres tristis (Common Myna);Lonchura punctulata (Scaly-breasted Munia);Merops orientalis (Green Bee-eater);Milvus migrans (Black Kite);Prinia socialis (Ashy Prinia);Pycnonotus jocosus (Red-whiskered Bulbul);Zosterops palpebrosus (Oriental White-eye),EOD – eBird Observation Dataset,1.0,gbif-2026-09
mallasandra-kunte3,0,0,0,0,,,0,,,,gbif-2026-09
mallasandra-kunte4,0,0,0,0,,,0,,,,gbif-2026-09
mallasandra-lake,0,0,0,0,,,0,,,,gbif-2026-09
mallasandra-lake-2,0,0,0,0,,,0,,,,gbif-2026-09
mallathahalli-kunte1,0,0,0,0,,,0,,,,gbif-2026-09
mallathahalli-kunte2,0,0,0,0,,,0,,,,gbif-2026-09
mallathahalli-kunte3,12,12,12,12,2018,2018,0,Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna);Columba livia (Rock Pigeon);Corvus macrorhynchos (Large-billed Crow);Corvus splendens (House Crow);Milvus migrans (Black Kite);Motacilla maderaspatensis (White-browed Wagtail);Parus cinereus (Cinereous Tit);Passer domesticus (House Sparrow);Phalacrocorax fuscicollis (Indian Cormorant),EOD – eBird Observation Dataset,1.0,gbif-2026-09
mallathahalli-kunte4,0,0,0,0,,,0,,,,gbif-2026-09
mallathahalli-kunte5,224,146,89,50,2012,2026,147,Milvus migrans (Black Kite);Psilopogon viridis (White-cheeked Barbet);Acridotheres tristis (Common Myna);Merops orientalis (Green Bee-eater);Corvus macrorhynchos (Large-billed Crow);Leptocoma zeylonica (Purple-rumped Sunbird);Motacilla cinerea (Gray Wagtail);Oriolus kundoo (Indian Golden Oriole);Psittacula krameri (Rose-ringed Parakeet);Cinnyris asiaticus (Purple Sunbird),iNaturalist Research-grade Observations;EOD – eBird Observation Dataset;India Biodiversity Portal publication grade dataset,0.272,gbif-2026-09
mallathahalli-kunte6,0,0,0,0,,,0,,,,gbif-2026-09
mallathahalli-lake,6180,142,6176,138,2014,2026,2730,Milvus migrans (Black Kite);Psittacula krameri (Rose-ringed Parakeet);Ardeola grayii (Indian Pond-Heron);Halcyon smyrnensis (White-throated Kingfisher);Vanellus indicus (Red-wattled Lapwing);Porphyrio porphyrio (Western Swamphen);Egretta garzetta (Little Egret);Anas poecilorhyncha (Spot-billed duck);Prinia socialis (Ashy Prinia);Acridotheres tristis (Common Myna),"EOD – eBird Observation Dataset;iNaturalist Research-grade Observations;Observation.org, Nature data from around the World",0.989,gbif-2026-09
mallenahalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
mallikere,0,0,0,0,,,0,,,,gbif-2026-09
mallipalya-lake,0,0,0,0,,,0,,,,gbif-2026-09
mallohalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
mallonalli-lake,0,0,0,0,,,0,,,,gbif-2026-09
malluru-kunte,89,34,89,34,2023,2024,89,Fulica atra (Eurasian Coot);Porphyrio porphyrio (Western Swamphen);Anas poecilorhyncha (Spot-billed duck);Himantopus himantopus (Black-winged Stilt);Merops orientalis (Green Bee-eater);Ardea cinerea (Gray Heron);Ardeola grayii (Indian Pond-Heron);Mycteria leucocephala (Painted Stork);Plegadis falcinellus (Glossy Ibis);Pycnonotus jocosus (Red-whiskered Bulbul),EOD – eBird Observation Dataset,1.0,gbif-2026-09
managondanahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
manchanha-left,0,0,0,0,,,0,,,,gbif-2026-09
manchenahalli-kere,0,0,0,0,,,0,,,,gbif-2026-09
mande-katte-newly-created,0,0,0,0,,,0,,,,gbif-2026-09
manganahalli-lake,2219,124,2217,122,1992,2026,731,Milvus migrans (Black Kite);Tachybaptus ruficollis (Little Grebe);Haliastur indus (Brahminy Kite);Microcarbo niger (Little Cormorant);Pavo cristatus (Indian Peafowl);Prinia socialis (Ashy Prinia);Acridotheres tristis (Common Myna);Psittacula krameri (Rose-ringed Parakeet);Saxicola caprata (Pied Bushchat);Vanellus indicus (Red-wattled Lapwing),EOD – eBird Observation Dataset;iNaturalist Research-grade Observations,0.998,gbif-2026-09
manne-kere,183,74,183,74,2015,2021,0,Ardeola grayii (Indian Pond-Heron);Coracias benghalensis (Indian Roller);Dicrurus macrocercus (Black Drongo);Elanus caeruleus (Black-shouldered Kite);Haliastur indus (Brahminy Kite);Himantopus himantopus (Black-winged Stilt);Saxicola caprata (Pied Bushchat);Vanellus indicus (Red-wattled Lapwing);Acridotheres fuscus (Jungle Myna);Acridotheres tristis (Common Myna),EOD – eBird Observation Dataset,1.0,gbif-2026-09
mantakurchi-kere,0,0,0,0,,,0,,,,gbif-2026-09
