id,rank,title,pageUrl,fileUrl,thumbUrl,width,height,author,license,licenseUrl,attributionRequired,credit,dateTaken,uploaded,lat,lon,fromCategory,mentionsWater,source
madiwala-lake,1,"File:Sunrise at Madiwala lake, Bengaluru.jpg","https://commons.wikimedia.org/wiki/File:Sunrise_at_Madiwala_lake,_Bengaluru.jpg",https://upload.wikimedia.org/wikipedia/commons/5/52/Sunrise_at_Madiwala_lake%2C_Bengaluru.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/52/Sunrise_at_Madiwala_lake%2C_Bengaluru.jpg/960px-Sunrise_at_Madiwala_lake%2C_Bengaluru.jpg,4608,3456,Nocturnal Atavistic,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,Nocturnal Atavistic / CC BY-SA 4.0 / Wikimedia Commons,2021,2021-03-25,12.908611,77.615278,True,True,commons
madiwala-lake,2,File:Island in Madiwala Lake.jpg,https://commons.wikimedia.org/wiki/File:Island_in_Madiwala_Lake.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/Island_in_Madiwala_Lake.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/48/Island_in_Madiwala_Lake.jpg/960px-Island_in_Madiwala_Lake.jpg,4224,2368,Ashwin06k,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,Ashwin06k / CC BY-SA 4.0 / Wikimedia Commons,2015-07-12,2016-06-06,12.906593,77.613968,True,True,commons
madiwala-lake,3,"File:BTM lake, Bangalore.jpg","https://commons.wikimedia.org/wiki/File:BTM_lake,_Bangalore.jpg",https://upload.wikimedia.org/wikipedia/commons/1/17/BTM_lake%2C_Bangalore.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/17/BTM_lake%2C_Bangalore.jpg/960px-BTM_lake%2C_Bangalore.jpg,2368,4224,Ashwin06k,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,Ashwin06k / CC BY-SA 4.0 / Wikimedia Commons,2015-07-02,2016-06-06,12.90766,77.61612,True,True,commons
madiwala-lake,4,"File:Madiwala Lake, Bangalore.jpg","https://commons.wikimedia.org/wiki/File:Madiwala_Lake,_Bangalore.jpg",https://upload.wikimedia.org/wikipedia/commons/8/88/Madiwala_Lake%2C_Bangalore.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/Madiwala_Lake%2C_Bangalore.jpg/960px-Madiwala_Lake%2C_Bangalore.jpg,4224,2368,Ashwin06k,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,Ashwin06k / CC BY-SA 4.0 / Wikimedia Commons,2015-07-02,2016-06-06,12.90766,77.61612,True,True,commons
madiwala-lake,5,"File:View from a boat in Madivala lake, Madivala, Bangalore.jpg","https://commons.wikimedia.org/wiki/File:View_from_a_boat_in_Madivala_lake,_Madivala,_Bangalore.jpg",https://upload.wikimedia.org/wikipedia/commons/3/31/View_from_a_boat_in_Madivala_lake%2C_Madivala%2C_Bangalore.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/View_from_a_boat_in_Madivala_lake%2C_Madivala%2C_Bangalore.jpg/960px-View_from_a_boat_in_Madivala_lake%2C_Madivala%2C_Bangalore.jpg,3264,2448,User:psubhashish,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,True,User:psubhashish / CC BY-SA 3.0 / Wikimedia Commons,2013,2013-09-17,12.907333,77.616667,True,True,commons
madiwala-lake,6,File:Madiwala lake.jpg,https://commons.wikimedia.org/wiki/File:Madiwala_lake.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ec/Madiwala_lake.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/Madiwala_lake.jpg/960px-Madiwala_lake.jpg,3456,2160,Kandukuru Nagarjun,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,True,Kandukuru Nagarjun / CC BY 2.0 / Wikimedia Commons,2011-08-21,2022-11-20,,,True,True,commons
madiwala-lake,7,File:Birds at Madiwala Lake.jpg,https://commons.wikimedia.org/wiki/File:Birds_at_Madiwala_Lake.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4d/Birds_at_Madiwala_Lake.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4d/Birds_at_Madiwala_Lake.jpg/960px-Birds_at_Madiwala_Lake.jpg,4000,1844,Sanjeevengineer,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,Sanjeevengineer / CC BY-SA 4.0 / Wikimedia Commons,2021-06-25,2021-07-01,,,True,True,commons
madiwala-lake,8,File:Early Morning View.jpg,https://commons.wikimedia.org/wiki/File:Early_Morning_View.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/Early_Morning_View.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/22/Early_Morning_View.jpg/960px-Early_Morning_View.jpg,4000,1844,Sanjeevengineer,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,Sanjeevengineer / CC BY-SA 4.0 / Wikimedia Commons,2021-06-25,2021-07-01,,,True,True,commons
madiwala-lake,9,File:Madiwala Lake Greens.jpg,https://commons.wikimedia.org/wiki/File:Madiwala_Lake_Greens.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/Madiwala_Lake_Greens.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/42/Madiwala_Lake_Greens.jpg/960px-Madiwala_Lake_Greens.jpg,4000,1844,Sanjeevengineer,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,Sanjeevengineer / CC BY-SA 4.0 / Wikimedia Commons,2021-06-25,2021-07-01,,,True,True,commons
madiwala-lake,10,File:Madiwala Lake West Side.jpg,https://commons.wikimedia.org/wiki/File:Madiwala_Lake_West_Side.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Madiwala_Lake_West_Side.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/40/Madiwala_Lake_West_Side.jpg/960px-Madiwala_Lake_West_Side.jpg,4000,1844,Sanjeevengineer,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,Sanjeevengineer / CC BY-SA 4.0 / Wikimedia Commons,2021-06-25,2021-07-01,,,True,True,commons
madiwala-lake,11,File:Morning View Madiwala.jpg,https://commons.wikimedia.org/wiki/File:Morning_View_Madiwala.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Morning_View_Madiwala.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/Morning_View_Madiwala.jpg/960px-Morning_View_Madiwala.jpg,4000,1844,Sanjeevengineer,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,Sanjeevengineer / CC BY-SA 4.0 / Wikimedia Commons,2021-06-25,2021-07-01,,,True,True,commons
madiwala-lake,12,"File:Sunrise at Madiwala Lake,BTM IInd stage,Bangalore.jpg","https://commons.wikimedia.org/wiki/File:Sunrise_at_Madiwala_Lake,BTM_IInd_stage,Bangalore.jpg",https://upload.wikimedia.org/wikipedia/commons/7/72/Sunrise_at_Madiwala_Lake%2CBTM_IInd_stage%2CBangalore.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/72/Sunrise_at_Madiwala_Lake%2CBTM_IInd_stage%2CBangalore.jpg/960px-Sunrise_at_Madiwala_Lake%2CBTM_IInd_stage%2CBangalore.jpg,3072,2304,Sharadoo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,True,Sharadoo / CC BY-SA 4.0 / Wikimedia Commons,2007-11-26,2016-06-30,,,True,True,commons
mahadeva-kodigehalli-lake,1,File:Kotnathevaru Lake (28818338067).jpg,https://commons.wikimedia.org/wiki/File:Kotnathevaru_Lake_(28818338067).jpg,https://upload.wikimedia.org/wikipedia/commons/9/91/Kotnathevaru_Lake_%2828818338067%29.jpg,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/Kotnathevaru_Lake_%2828818338067%29.jpg/960px-Kotnathevaru_Lake_%2828818338067%29.jpg,2048,1152,"Mike Prince from Bangalore, India",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,True,"Mike Prince from Bangalore, India / CC BY 2.0 / Wikimedia Commons",2018-07-28,2021-11-09,13.13753,77.711906,False,True,commons
