key,ringPixelCount,ringTreePct,ringShrubPct,ringGrassPct,ringCropPct,ringBuiltPct,ringBarePct,ringWaterPct,ringWetlandPct,insidePixelCount,insideWaterPct,insideWetlandPct,insideBuiltPct,source
sulikere-kunte-2,10075,12.9,14.3,19.4,37.7,10.4,5.1,0.2,0.0,14,0.0,0.0,0.0,esa-worldcover-2021
sulikere-lake,12757,8.2,23.1,13.3,46.1,6.9,2.1,0.2,0.0,155,14.2,0.0,0.0,esa-worldcover-2021
sulukunte-kere,13688,19.1,1.2,0.5,74.9,4.3,0.0,0.0,0.0,292,0.0,0.0,0.0,esa-worldcover-2021
suluvara-kere,13404,15.5,9.6,9.9,55.6,8.9,0.5,0.0,0.0,240,0.0,0.0,0.0,esa-worldcover-2021
sunkanahalli-kunte-1,9956,18.5,0.0,0.2,0.0,80.9,0.4,0.0,0.0,8,0.0,0.0,0.0,esa-worldcover-2021
sunkanahalli-kunte-2,10560,17.3,0.0,0.2,0.0,82.2,0.3,0.0,0.0,36,0.0,0.0,63.9,esa-worldcover-2021
sunnakall-kere,23963,22.5,1.1,0.9,1.4,73.2,0.8,0.0,0.0,5636,0.0,0.0,71.5,esa-worldcover-2021
suradhenupur-lake,23787,6.4,3.3,0.7,82.3,7.4,0.0,0.0,0.0,2396,0.0,0.0,0.0,esa-worldcover-2021
suradhenupur-lake-2,17396,4.3,6.8,3.3,77.5,6.6,1.5,0.1,0.0,1040,4.5,0.0,1.3,esa-worldcover-2021
suragajakkanahalli-west-lake,12864,11.1,11.8,24.5,41.9,10.3,0.5,0.0,0.0,187,0.0,0.0,0.0,esa-worldcover-2021
suragajakkaratahalli-lake,14648,11.5,5.8,33.4,41.9,6.2,1.2,0.0,0.0,462,18.4,0.0,0.0,esa-worldcover-2021
swarna-kunte-gudde-lake,13525,20.3,3.5,13.5,8.1,49.9,4.2,0.3,0.2,252,0.0,0.0,3.2,esa-worldcover-2021
tadipalya-lake,12845,9.0,25.2,0.5,64.1,1.2,0.0,0.0,0.0,190,37.4,0.0,0.0,esa-worldcover-2021
tadsighatta-kere,24244,30.0,15.6,1.7,50.7,2.1,0.0,0.0,0.0,2135,0.0,0.0,0.1,esa-worldcover-2021
tagachikuppe-kere,11854,9.5,8.0,8.8,40.5,31.9,1.2,0.1,0.0,145,38.6,0.0,0.0,esa-worldcover-2021
taggali-hosahalli-kere,14530,6.3,18.6,5.5,63.3,5.8,0.3,0.1,0.0,411,55.7,0.0,0.0,esa-worldcover-2021
talagavara-kere,36239,19.6,6.9,0.7,68.1,4.5,0.2,0.0,0.0,9182,0.0,0.0,0.2,esa-worldcover-2021
talakuppe-lake,14157,3.3,16.3,8.2,44.3,27.0,1.0,0.0,0.0,302,0.0,0.0,0.0,esa-worldcover-2021
tambenahalli-lake,14544,5.1,24.8,12.4,54.3,2.9,0.5,0.0,0.0,296,5.1,0.0,0.0,esa-worldcover-2021
tammaganhalli-lake,12506,6.3,11.9,1.5,78.1,2.2,0.0,0.0,0.0,210,0.0,0.0,0.0,esa-worldcover-2021
tammrayasandra-kere,17011,11.5,17.3,3.6,64.3,2.9,0.4,0.0,0.0,1019,0.0,0.0,0.0,esa-worldcover-2021
tankasalahosahalli-kere,15671,7.2,4.1,2.2,82.0,4.2,0.2,0.0,0.0,639,0.0,0.0,0.0,esa-worldcover-2021
tanniranhalli-lake,16565,4.3,31.6,3.7,59.8,0.0,0.6,0.0,0.0,762,15.7,0.0,0.0,esa-worldcover-2021
tapasihalli-kere,15309,6.0,7.9,0.4,80.0,5.6,0.1,0.0,0.0,674,0.0,0.0,0.0,esa-worldcover-2021
tapasipura-kere,17753,8.2,7.3,2.2,77.8,4.3,0.0,0.1,0.0,627,1.9,0.0,0.0,esa-worldcover-2021
tapasipura-kere-2,15517,8.2,7.2,6.7,75.1,2.2,0.5,0.1,0.0,374,38.5,0.0,0.0,esa-worldcover-2021
tarabahalli-lake,19048,3.5,12.5,2.1,77.9,3.8,0.3,0.0,0.0,1471,9.5,0.0,0.5,esa-worldcover-2021
tarabanahalli-kunte,10682,20.9,6.2,2.6,30.3,38.8,1.3,0.0,0.0,44,0.0,0.0,40.9,esa-worldcover-2021
tarabanahalli-lake,19372,15.0,8.2,3.9,61.5,10.3,1.1,0.0,0.0,1270,30.2,0.0,0.6,esa-worldcover-2021
tarabhalli-lake,14901,2.1,19.7,4.5,68.3,4.7,0.7,0.0,0.0,453,0.0,0.0,0.0,esa-worldcover-2021
tarahunase-lake,19931,17.9,20.2,1.9,57.3,2.4,0.2,0.1,0.0,1405,69.8,0.0,0.4,esa-worldcover-2021
taralu-lake,14240,38.1,16.0,10.7,22.0,13.2,0.1,0.0,0.0,399,55.9,0.0,0.0,esa-worldcover-2021
tataguni-lake,13218,49.7,42.3,3.6,0.2,2.6,0.0,1.5,0.0,277,51.3,0.0,0.0,esa-worldcover-2021
tattaguppe-lake,23983,26.2,14.6,20.4,29.2,6.3,0.4,2.9,0.0,3742,84.7,0.0,1.1,esa-worldcover-2021
tattanahalli-lake,13938,14.5,4.4,20.3,33.1,22.3,5.4,0.0,0.0,251,5.6,0.0,0.0,esa-worldcover-2021
tattanur-lake,20898,5.9,37.9,4.8,50.0,0.9,0.1,0.5,0.0,1778,0.0,0.0,0.0,esa-worldcover-2021
tattekere,15047,11.1,3.1,2.1,81.7,1.9,0.0,0.0,0.0,411,0.0,0.0,0.0,esa-worldcover-2021
tavarekere-kere,28107,10.2,6.3,6.1,65.5,8.4,1.3,2.2,0.0,7603,70.5,0.0,1.3,esa-worldcover-2021
tavarekere-kunte1,10486,6.6,0.0,0.6,0.5,91.8,0.5,0.0,0.0,30,0.0,0.0,100.0,esa-worldcover-2021
tavarekere-kunte2,9956,5.2,0.0,0.6,0.3,93.4,0.5,0.0,0.0,8,0.0,0.0,100.0,esa-worldcover-2021
tavarekere-kunte3,10302,15.3,0.0,0.0,0.1,84.6,0.0,0.0,0.0,21,0.0,0.0,38.1,esa-worldcover-2021
tavarekere-lake,15400,10.8,0.0,0.5,0.5,88.0,0.1,0.0,0.0,564,0.0,0.0,7.6,esa-worldcover-2021
tavarekere-lake-1,12513,7.9,15.7,11.9,57.4,6.6,0.2,0.2,0.0,161,17.4,0.0,1.2,esa-worldcover-2021
tavarekere-lake-2,17723,18.9,6.7,3.8,43.2,27.1,0.3,0.0,0.0,1088,10.2,0.6,2.8,esa-worldcover-2021
tavatahalli-kere,16207,2.2,33.3,4.4,58.9,0.1,1.0,0.0,0.0,793,7.3,0.0,0.0,esa-worldcover-2021
tayappanahalli-kunte,9693,21.1,0.0,0.0,0.0,78.7,0.1,0.0,0.0,3,0.0,0.0,33.3,esa-worldcover-2021
telagarahalli-lake,18817,12.3,11.3,22.3,48.0,6.0,0.0,0.0,0.0,725,8.0,0.0,0.0,esa-worldcover-2021
telegarahalli-lake-2,12676,19.9,12.9,24.4,36.5,5.9,0.1,0.3,0.0,71,0.0,0.0,0.0,esa-worldcover-2021
tellohalli-lake,22150,2.1,7.2,1.8,85.3,3.3,0.2,0.1,0.0,1939,0.0,0.0,0.0,esa-worldcover-2021
teniyur-kere,30743,5.7,18.7,2.5,69.5,3.1,0.5,0.0,0.0,5345,0.0,0.0,0.3,esa-worldcover-2021
thagachikuppi-kunte-1,10673,13.6,10.1,7.0,45.4,23.4,0.5,0.0,0.0,43,0.0,0.0,0.0,esa-worldcover-2021
thagachikuppi-kunte-2,10384,16.3,11.5,10.7,43.8,16.9,0.8,0.0,0.0,24,0.0,0.0,0.0,esa-worldcover-2021
thagachikuppi-kunte-3,10739,24.3,15.0,7.8,34.4,17.2,1.3,0.0,0.0,48,0.0,0.0,66.7,esa-worldcover-2021
thalagattapura-kere,12574,28.6,17.1,6.7,10.8,36.2,0.5,0.0,0.0,269,0.0,0.0,13.8,esa-worldcover-2021
thalagattapura-lake,15627,16.9,9.8,5.5,15.0,52.3,0.4,0.0,0.0,593,0.0,0.0,0.7,esa-worldcover-2021
thammenahalli-kunte-1,10665,8.7,12.6,4.1,31.0,43.3,0.2,0.0,0.0,42,0.0,0.0,16.7,esa-worldcover-2021
thammenahalli-kunte-2,10045,34.2,15.6,3.9,36.4,9.4,0.6,0.0,0.0,10,0.0,0.0,0.0,esa-worldcover-2021
thannisandra-kunte1,10770,11.0,0.2,0.8,7.3,78.1,2.7,0.0,0.0,50,0.0,0.0,100.0,esa-worldcover-2021
thannisandra-kunte2,10418,6.0,8.3,0.6,19.1,66.0,0.1,0.0,0.0,28,0.0,0.0,89.3,esa-worldcover-2021
thigala-choudenahalli-kunte-1,10034,10.2,23.3,8.1,54.9,3.3,0.2,0.0,0.0,12,0.0,0.0,0.0,esa-worldcover-2021
thigala-choudenahalli-kunte-2,9870,13.1,17.4,6.5,46.3,15.1,1.1,0.5,0.0,6,0.0,0.0,0.0,esa-worldcover-2021
thigala-choudenahalli-kunte-3,10065,10.8,5.4,4.6,38.1,40.0,1.1,0.0,0.0,14,0.0,0.0,100.0,esa-worldcover-2021
thigala-choudenahalli-kunte-4,10367,10.5,3.0,3.3,21.6,61.2,0.3,0.0,0.0,26,0.0,0.0,65.4,esa-worldcover-2021
thimappanakere,12379,11.6,10.4,5.4,47.6,24.8,0.1,0.0,0.0,123,0.0,0.0,0.8,esa-worldcover-2021
thimmagowdana-kere,13367,20.8,19.3,6.1,37.4,16.0,0.3,0.0,0.0,280,45.0,0.0,0.0,esa-worldcover-2021
thimmasandra-govt-lake,13891,2.0,17.4,18.1,61.5,0.3,0.6,0.0,0.0,149,0.0,0.0,0.0,esa-worldcover-2021
thimmasandra-kunte,9966,17.1,11.4,2.2,57.6,9.8,0.4,1.4,0.0,8,0.0,0.0,0.0,esa-worldcover-2021
thindlu-katte,10938,11.2,5.1,2.8,21.1,57.6,2.3,0.0,0.0,64,0.0,0.0,100.0,esa-worldcover-2021
thindlu-kunte-1,10272,14.0,7.1,2.4,23.1,51.7,1.8,0.0,0.0,21,0.0,0.0,100.0,esa-worldcover-2021
thindlu-kunte-2,9963,19.0,0.1,0.4,0.6,79.0,1.0,0.0,0.0,8,0.0,0.0,100.0,esa-worldcover-2021
thindlu-kunte3,9825,20.6,7.9,0.2,4.2,64.9,2.2,0.0,0.0,4,0.0,0.0,50.0,esa-worldcover-2021
thindlu-plantation-katte,10860,24.1,8.5,2.3,20.8,42.7,1.7,0.0,0.0,53,0.0,0.0,11.3,esa-worldcover-2021
thippasandra-kere,12550,26.4,17.0,7.0,14.8,34.9,0.0,0.0,0.0,177,0.0,0.0,15.3,esa-worldcover-2021
thippasandra-kunte1,10366,39.7,0.6,0.0,1.2,58.5,0.0,0.0,0.0,24,0.0,0.0,4.2,esa-worldcover-2021
thippasandra-kunte2,10440,11.8,0.0,0.3,0.7,87.3,0.0,0.0,0.0,29,0.0,0.0,100.0,esa-worldcover-2021
thirumenahalli-lake,16411,14.9,8.1,7.7,20.5,44.4,2.2,2.1,0.0,744,18.4,0.0,0.0,esa-worldcover-2021
thotadaguddadahalli-kunte1,10571,20.7,4.9,3.3,26.5,44.1,0.5,0.0,0.0,38,0.0,0.0,7.9,esa-worldcover-2021
thotadaguddadahalli-kunte2,10102,18.8,15.6,4.4,36.2,24.6,0.4,0.0,0.0,14,0.0,0.0,0.0,esa-worldcover-2021
thubarahalli-kunte1,10041,3.5,2.4,5.0,5.1,80.5,3.5,0.0,0.0,10,0.0,0.0,10.0,esa-worldcover-2021
thubarahalli-kunte2,10141,5.3,0.0,0.6,1.4,92.2,0.5,0.0,0.0,14,0.0,0.0,100.0,esa-worldcover-2021
thubarahalli-kunte3,9748,1.9,3.8,4.2,4.9,82.1,3.0,0.0,0.0,4,0.0,0.0,100.0,esa-worldcover-2021
thupinkere,14600,24.8,11.3,6.4,43.0,14.0,0.5,0.0,0.0,431,14.8,0.0,0.0,esa-worldcover-2021
thurahalli-kunte,11328,36.3,9.3,3.8,6.6,43.0,1.0,0.0,0.0,99,0.0,0.0,43.4,esa-worldcover-2021
tigalara-chowddenahalli-govt-karabukere,14134,11.5,12.2,7.2,37.4,30.8,0.8,0.0,0.0,335,14.0,0.0,0.0,esa-worldcover-2021
timmaboyipalya-kere,23192,25.4,20.3,2.8,48.4,2.9,0.1,0.0,0.0,3021,25.0,0.0,0.4,esa-worldcover-2021
timmanayayakanahalli-lake-1,11689,4.3,2.7,7.3,34.5,45.4,5.8,0.1,0.0,82,0.0,0.0,2.4,esa-worldcover-2021
timmasadra-kere,23641,17.0,14.1,6.2,54.3,7.7,0.6,0.1,0.0,2568,61.2,0.0,0.0,esa-worldcover-2021
timmasandra-kere,13457,5.9,16.9,23.5,49.0,0.0,4.6,0.0,0.0,244,24.6,0.0,0.0,esa-worldcover-2021
timmasandra-kere-2,19154,7.4,3.2,2.1,79.3,5.4,1.7,1.0,0.0,1670,5.5,0.0,0.0,esa-worldcover-2021
timmayyanadoddi-lake,11907,32.6,6.1,17.1,10.9,21.6,9.7,2.0,0.0,127,9.4,0.0,0.0,esa-worldcover-2021
tindlu-kere-e,19217,6.0,15.6,6.1,54.6,17.3,0.5,0.0,0.0,1469,0.0,0.0,0.8,esa-worldcover-2021
tindlu-lake,18209,5.1,2.5,1.9,82.3,7.7,0.5,0.0,0.0,964,39.7,0.0,0.0,esa-worldcover-2021
tindlu-lake-2,12109,2.7,4.4,1.5,86.8,1.8,0.6,2.3,0.0,160,0.0,0.0,0.0,esa-worldcover-2021
tippagondanahalli-lower-kere,13949,17.8,1.0,0.7,77.2,3.2,0.0,0.1,0.0,384,20.8,0.0,0.3,esa-worldcover-2021
tippagondanahalli-up-kere,13837,13.0,5.7,2.4,67.8,10.1,1.0,0.0,0.0,215,0.0,0.0,2.3,esa-worldcover-2021
tippagondanhalli-low-kere,11724,11.1,9.3,2.3,73.5,3.8,0.0,0.0,0.0,92,5.4,0.0,0.0,esa-worldcover-2021
tippapura-kere,12900,16.2,13.6,1.4,61.1,6.9,0.1,0.6,0.0,284,38.7,0.0,0.0,esa-worldcover-2021
tippasandra-lake,14810,6.9,29.0,5.1,49.0,8.7,1.4,0.0,0.0,361,0.0,0.0,1.4,esa-worldcover-2021
tippenhalli-kere,24998,8.8,4.6,1.8,79.5,5.3,0.1,0.0,0.0,3019,0.0,0.0,0.1,esa-worldcover-2021
tirumagondanahalli-lake,14247,26.1,6.0,11.9,27.1,26.8,2.2,0.0,0.0,445,14.4,0.0,0.0,esa-worldcover-2021
tirumagondanapalya-kere,16394,11.0,5.8,1.4,76.0,5.2,0.5,0.2,0.0,840,0.0,0.0,0.0,esa-worldcover-2021
tirumalapura-kere,14668,8.3,5.1,0.4,82.2,3.8,0.2,0.1,0.0,399,16.8,0.0,0.0,esa-worldcover-2021
tiruvaranga-lake,19014,7.8,20.8,7.2,59.7,4.4,0.1,0.0,0.0,1111,0.1,0.0,0.0,esa-worldcover-2021
togarighatta-kere,16298,7.5,9.0,1.5,77.5,4.1,0.1,0.4,0.0,719,31.2,0.0,7.2,esa-worldcover-2021
toli-katte,16891,25.2,19.1,1.8,44.1,9.7,0.2,0.0,0.0,890,10.6,0.0,0.0,esa-worldcover-2021
tonachinakuppre-kere,13961,8.5,3.9,3.8,61.3,21.3,1.1,0.1,0.0,397,64.2,0.0,0.0,esa-worldcover-2021
torenagasandra-kunte1,10082,11.3,8.5,0.3,74.3,5.5,0.0,0.0,0.0,14,0.0,0.0,0.0,esa-worldcover-2021
torenagasandra-kunte2,10359,10.8,8.3,0.8,76.0,4.1,0.0,0.0,0.0,25,0.0,0.0,0.0,esa-worldcover-2021
torenagasandra-urkunte-newly-created,10756,25.3,5.9,0.4,59.6,8.9,0.0,0.0,0.0,49,0.0,0.0,87.8,esa-worldcover-2021
totagere-kere,12987,9.9,3.0,1.2,78.4,7.5,0.0,0.0,0.0,275,29.8,0.0,0.0,esa-worldcover-2021
totanahalli-lake,10779,9.6,5.2,10.2,68.1,3.6,3.2,0.1,0.0,34,0.0,0.0,0.0,esa-worldcover-2021
tubagere-kere,19918,11.7,3.8,2.4,69.5,12.5,0.0,0.0,0.0,1995,0.0,0.0,0.4,esa-worldcover-2021
tubinkere,13548,23.6,19.1,1.7,46.0,9.4,0.0,0.2,0.0,201,0.0,0.0,0.0,esa-worldcover-2021
tubukunte-lake,11624,7.6,9.2,0.8,79.5,2.8,0.1,0.0,0.0,71,0.0,0.0,0.0,esa-worldcover-2021
tyamagondal-kere,17407,19.5,6.3,2.4,70.6,1.1,0.0,0.0,0.0,921,6.3,0.0,0.0,esa-worldcover-2021
tyavakanahalli-kere,14522,9.2,20.5,11.3,45.6,12.1,1.3,0.0,0.0,397,0.0,0.0,0.0,esa-worldcover-2021
udanahalli-kere,17831,7.9,6.8,2.4,75.7,6.6,0.3,0.2,0.0,1126,31.6,0.0,0.0,esa-worldcover-2021
uddichikkanahalli-kere,16163,20.6,8.6,0.7,69.7,0.4,0.1,0.0,0.0,521,0.0,0.0,0.0,esa-worldcover-2021
ujjani-lake,16884,2.1,58.7,13.7,25.4,0.0,0.0,0.0,0.0,982,48.2,0.0,0.0,esa-worldcover-2021
ullalu-kunte1,9705,15.6,6.5,0.6,9.0,68.0,0.2,0.0,0.0,4,0.0,0.0,100.0,esa-worldcover-2021
ullalu-kunte2,10074,14.8,18.8,4.3,29.8,32.0,0.3,0.0,0.0,11,0.0,0.0,0.0,esa-worldcover-2021
ullalu-kunte3,10472,17.2,25.4,4.8,22.6,29.7,0.4,0.0,0.0,28,0.0,0.0,0.0,esa-worldcover-2021
ullalu-lake-1,10686,14.3,16.2,1.8,19.5,48.1,0.1,0.0,0.0,31,0.0,0.0,19.4,esa-worldcover-2021
ullalu-lake-2,19445,15.5,9.4,1.1,12.1,61.6,0.4,0.0,0.0,1149,0.0,0.0,6.4,esa-worldcover-2021
ulsoor-kunte,9867,12.2,0.5,0.3,1.5,73.0,0.2,12.2,0.0,6,0.0,0.0,100.0,esa-worldcover-2021
ulsoor-lake,26991,36.0,1.0,2.7,2.1,56.3,0.4,1.4,0.0,4417,83.9,0.0,0.5,esa-worldcover-2021
unnamed-lake,14905,6.1,8.9,0.5,84.0,0.2,0.3,0.0,0.0,366,15.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-abdul-kalam-nagar,14774,5.3,0.0,0.5,0.1,93.9,0.2,0.0,0.0,763,0.0,0.0,100.0,esa-worldcover-2021
unnamed-tank-near-adarangi,15603,18.1,36.5,5.6,38.0,1.5,0.1,0.2,0.0,1019,0.0,0.0,0.9,esa-worldcover-2021
unnamed-tank-near-adisanahatty,16909,9.8,7.8,14.5,56.2,10.8,1.0,0.0,0.0,1512,0.0,0.0,2.9,esa-worldcover-2021
unnamed-tank-near-agasarahalli,18617,21.9,7.6,0.8,63.4,6.2,0.1,0.0,0.0,2250,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-ajjahalli,27735,48.2,14.7,0.8,30.1,6.1,0.0,0.0,0.0,8900,0.0,0.0,1.2,esa-worldcover-2021
unnamed-tank-near-alambadi,15614,3.9,38.1,3.3,50.0,4.4,0.2,0.0,0.0,1032,2.7,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-alappanahalli,15907,6.7,8.0,0.6,84.5,0.2,0.1,0.0,0.0,1111,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-alur,16322,12.4,25.4,2.7,56.8,1.6,0.2,0.9,0.0,1277,0.0,0.0,0.1,esa-worldcover-2021
unnamed-tank-near-ambiga,18629,13.1,54.7,3.7,25.1,0.6,2.7,0.0,0.0,2248,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-anagalapura,19035,25.0,11.9,2.1,39.1,21.3,0.5,0.1,0.0,2465,0.0,0.0,10.1,esa-worldcover-2021
unnamed-tank-near-araledibba,16003,3.9,2.0,1.0,89.2,3.1,0.8,0.0,0.0,1157,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-arasanahalli,18208,3.6,5.1,5.7,79.7,4.3,1.1,0.5,0.0,2043,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-arishinakunte,22078,28.4,11.6,1.7,53.3,3.8,0.5,0.7,0.0,4247,0.0,0.0,0.4,esa-worldcover-2021
unnamed-tank-near-avalakuppe,19232,13.3,27.6,4.1,54.0,0.9,0.1,0.0,0.0,2564,0.0,0.0,1.3,esa-worldcover-2021
unnamed-tank-near-badamanavarthakaval-p2,15392,28.9,70.7,0.4,0.0,0.0,0.0,0.0,0.0,957,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-bagalur,25078,13.4,13.2,3.8,42.1,27.2,0.2,0.0,0.0,6530,0.0,0.0,3.9,esa-worldcover-2021
unnamed-tank-near-bagalur-2,17216,2.8,10.6,9.3,67.6,9.4,0.3,0.0,0.0,1615,0.0,0.0,0.1,esa-worldcover-2021
unnamed-tank-near-bairagondlu,22822,11.6,7.4,0.0,78.9,2.2,0.0,0.0,0.0,4774,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-bairasandra,16815,18.3,17.1,1.3,61.6,1.6,0.2,0.1,0.0,1461,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-bairasandra-2,18095,15.8,9.0,2.7,69.8,2.6,0.0,0.0,0.0,1992,0.0,0.0,0.6,esa-worldcover-2021
unnamed-tank-near-banasawadi,21489,10.8,20.1,5.4,63.1,0.6,0.0,0.0,0.0,3881,0.0,0.0,12.2,esa-worldcover-2021
unnamed-tank-near-banavadi,16405,22.8,5.6,0.4,64.4,5.5,0.0,1.2,0.0,1299,0.0,0.0,0.9,esa-worldcover-2021
unnamed-tank-near-banavadi-2,17449,15.5,6.3,0.8,76.1,1.2,0.0,0.0,0.0,1715,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-banavati,15619,9.4,1.9,0.2,83.0,5.5,0.0,0.0,0.0,1022,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-banavati-2,22865,6.9,5.9,0.7,82.9,3.5,0.0,0.0,0.0,4809,0.0,0.0,0.3,esa-worldcover-2021
unnamed-tank-near-bandaiahana-palya,31656,14.7,2.8,1.6,77.9,2.3,0.8,0.0,0.0,13150,0.0,0.0,1.8,esa-worldcover-2021
unnamed-tank-near-baraguru,21450,4.9,23.5,1.2,62.9,1.5,0.3,5.7,0.0,3854,0.0,0.0,0.7,esa-worldcover-2021
unnamed-tank-near-basavanahalli,16171,18.7,6.1,4.4,63.8,6.7,0.1,0.3,0.0,1213,7.7,0.0,4.1,esa-worldcover-2021
unnamed-tank-near-begepalli,19733,4.0,9.4,11.8,37.7,36.3,0.8,0.0,0.0,2847,0.0,0.0,10.3,esa-worldcover-2021
unnamed-tank-near-belagondapalli,25682,7.7,3.1,25.3,51.2,12.5,0.3,0.0,0.0,7065,0.0,0.0,1.1,esa-worldcover-2021
unnamed-tank-near-benakina-madagu,15439,8.8,55.5,0.2,35.6,0.0,0.0,0.0,0.0,960,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-benakina-madagu-2,18143,7.8,61.0,0.1,31.0,0.0,0.0,0.0,0.0,2012,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-bennagere,17770,23.0,7.5,0.5,66.6,2.3,0.1,0.0,0.0,1853,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-bhimapura,17185,0.6,16.4,3.2,79.6,0.0,0.0,0.0,0.0,1615,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-bhimasagara,16264,23.3,12.4,0.7,59.7,3.8,0.1,0.0,0.0,1241,0.0,0.0,2.2,esa-worldcover-2021
unnamed-tank-near-bhusandra,21399,17.2,13.6,1.8,63.3,3.9,0.3,0.0,0.0,3843,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-bidanapalya,22891,12.7,19.4,4.2,61.7,2.0,0.0,0.0,0.0,4817,1.0,0.0,1.4,esa-worldcover-2021
unnamed-tank-near-bidarahalli,17229,18.9,14.4,5.4,31.9,27.6,1.8,0.0,0.0,1630,0.0,0.0,40.1,esa-worldcover-2021
unnamed-tank-near-bolamaranahalli,15235,13.0,18.8,1.7,64.1,2.3,0.1,0.0,0.0,895,0.0,0.0,1.2,esa-worldcover-2021
unnamed-tank-near-bommandapalli,17053,2.6,5.8,23.8,48.3,18.4,0.9,0.2,0.0,1568,0.8,0.0,2.6,esa-worldcover-2021
unnamed-tank-near-brundavana-layout,20686,15.8,15.6,9.6,53.4,4.9,0.8,0.0,0.0,3389,0.0,0.0,3.4,esa-worldcover-2021
unnamed-tank-near-buchanahalli,18123,13.1,7.1,0.0,79.2,0.6,0.0,0.0,0.0,2003,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-byadarahalli,15508,11.7,3.0,0.6,81.9,2.4,0.1,0.2,0.0,982,0.0,0.0,0.1,esa-worldcover-2021
unnamed-tank-near-byata,18009,42.9,5.5,0.3,45.6,5.7,0.0,0.0,0.0,1950,0.0,0.0,0.3,esa-worldcover-2021
unnamed-tank-near-byata-2,22354,10.4,18.2,0.8,68.3,2.2,0.2,0.0,0.0,4431,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-channadevi-agrahara,17589,12.9,13.1,2.1,68.9,2.9,0.1,0.0,0.0,1775,0.0,0.0,1.5,esa-worldcover-2021
unnamed-tank-near-channarayapatna,31473,2.8,4.8,1.9,89.3,1.1,0.1,0.0,0.0,12932,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-channenahalli,19948,14.0,9.7,5.1,38.6,31.1,0.6,0.8,0.0,2948,0.0,0.0,1.3,esa-worldcover-2021
unnamed-tank-near-chikka-koratagere,15504,47.3,3.4,0.3,43.5,5.5,0.0,0.0,0.0,986,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-chikka-kukkanahalli,15283,28.3,11.6,1.4,55.2,1.8,1.7,0.0,0.0,920,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-chikka-kukkanahalli-2,17311,5.8,9.2,1.5,83.1,0.4,0.1,0.0,0.0,1650,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-chikka-saggere,17922,24.9,8.2,0.0,65.0,1.9,0.0,0.0,0.0,1915,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-chikka-saggere-2,15848,19.5,11.7,0.0,68.2,0.6,0.0,0.0,0.0,1099,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-chikkahosahalli,16432,11.3,2.9,4.1,72.9,7.6,1.2,0.0,0.0,1296,0.0,0.0,0.3,esa-worldcover-2021
unnamed-tank-near-chikkahosahalli-2,16550,13.6,3.8,2.2,75.5,4.3,0.7,0.0,0.0,1353,0.0,0.0,0.1,esa-worldcover-2021
unnamed-tank-near-chikkamuddenahalli,20493,6.9,50.3,2.0,38.9,1.7,0.2,0.0,0.0,3257,0.0,0.0,7.8,esa-worldcover-2021
unnamed-tank-near-chikkanahalli,15858,8.4,8.0,2.5,80.6,0.1,0.0,0.3,0.0,1107,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-chikkanahalli-2,41375,2.8,12.7,2.4,73.7,7.3,1.1,0.0,0.0,27086,0.0,0.0,0.9,esa-worldcover-2021
unnamed-tank-near-chikkondahalli,16364,6.6,9.9,1.4,77.3,1.3,2.7,0.8,0.0,1291,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-chilenahalli,20334,0.7,58.1,3.6,37.2,0.0,0.5,0.0,0.0,3146,0.0,0.0,0.0,esa-worldcover-2021
unnamed-tank-near-chimachanahalli,21413,2.0,3.4,1.3,87.4,5.5,0.4,0.0,0.0,3847,0.0,0.0,9.6,esa-worldcover-2021
unnamed-tank-near-chinnahalli,18827,22.3,9.8,0.5,66.9,0.5,0.1,0.0,0.0,2344,0.0,0.0,0.0,esa-worldcover-2021
