key,ringPixelCount,ringTreePct,ringShrubPct,ringGrassPct,ringCropPct,ringBuiltPct,ringBarePct,ringWaterPct,ringWetlandPct,insidePixelCount,insideWaterPct,insideWetlandPct,insideBuiltPct,source
abbigere-kere,20621,27.9,4.3,1.9,13.3,51.8,0.8,0.0,0.0,1560,0.0,0.0,0.0,esa-worldcover-2021
abbigere-kunte1,10263,26.9,6.0,2.5,7.4,56.6,0.7,0.0,0.0,19,0.0,0.0,10.5,esa-worldcover-2021
acchanakere,14926,12.4,1.0,1.4,2.2,79.8,1.3,1.9,0.0,570,52.3,0.0,0.0,esa-worldcover-2021
achanakere,12553,6.6,0.6,1.7,4.2,81.6,1.1,4.1,0.0,142,76.1,0.0,9.2,esa-worldcover-2021
adarang-lake,13900,69.7,18.2,11.6,0.0,0.1,0.0,0.4,0.0,306,19.6,0.0,0.0,esa-worldcover-2021
adde-lake,18561,16.9,7.2,3.4,60.1,12.2,0.2,0.0,0.0,1257,14.2,0.0,0.6,esa-worldcover-2021
addevishwanathapura-lake,28781,17.9,9.1,1.3,55.0,16.6,0.1,0.0,0.0,2803,0.4,0.0,0.6,esa-worldcover-2021
addiganahalli-lake,11879,5.4,7.6,3.1,68.4,14.5,1.0,0.0,0.0,114,0.0,0.0,0.0,esa-worldcover-2021
addigenakere,12871,24.0,10.3,10.3,39.6,14.1,0.1,1.5,0.0,170,5.3,0.0,0.0,esa-worldcover-2021
adesonatti-lake,16433,12.6,8.9,16.1,56.1,5.1,1.2,0.0,0.0,898,6.5,0.0,0.8,esa-worldcover-2021
adiganahalli-kunte,10560,22.1,11.2,2.2,45.9,18.0,0.6,0.0,0.0,36,0.0,0.0,13.9,esa-worldcover-2021
adigondanahalli-kere,15503,6.4,14.5,11.2,63.8,4.0,0.2,0.0,0.0,502,10.0,0.0,0.0,esa-worldcover-2021
adikamaranahalli-kunte,11258,25.0,12.7,4.2,10.1,43.3,4.7,0.0,0.0,88,0.0,0.0,46.6,esa-worldcover-2021
adikelallanapalya-kere,15952,12.4,7.7,2.1,72.1,4.0,0.5,1.2,0.0,565,46.4,0.0,0.0,esa-worldcover-2021
adkepalya-lake,13133,8.2,37.7,0.2,52.9,0.9,0.0,0.0,0.0,282,10.6,0.0,0.0,esa-worldcover-2021
adugodi-kunte1,10044,32.6,0.2,0.2,1.9,64.1,0.9,0.0,0.0,10,0.0,0.0,100.0,esa-worldcover-2021
adugodi-kunte2,10714,38.5,1.0,0.0,4.3,55.9,0.2,0.0,0.0,48,0.0,0.0,100.0,esa-worldcover-2021
aduru-kunte1,10031,21.3,12.5,5.2,48.8,11.3,1.0,0.0,0.0,11,0.0,0.0,0.0,esa-worldcover-2021
aduru-kunte2,9829,23.2,11.1,5.4,44.4,14.7,1.2,0.0,0.0,6,0.0,0.0,16.7,esa-worldcover-2021
aduru-kunte3,10257,44.4,10.5,3.6,24.1,14.4,3.0,0.0,0.0,18,0.0,0.0,0.0,esa-worldcover-2021
aduru-kunte4,10266,33.6,11.3,4.1,31.6,16.2,3.2,0.0,0.0,21,0.0,0.0,0.0,esa-worldcover-2021
aduru-lake,14297,5.6,1.7,30.7,55.8,4.3,1.9,0.0,0.0,288,3.1,0.0,0.0,esa-worldcover-2021
adurupalya-lake,12828,15.6,2.1,27.5,46.2,8.5,0.1,0.0,0.0,214,0.0,0.0,0.0,esa-worldcover-2021
agara-kere,21813,36.5,35.3,6.7,12.0,6.4,0.6,2.5,0.0,1947,91.9,0.0,0.0,esa-worldcover-2021
agara-kunte-2,10391,61.0,30.5,1.6,0.2,4.9,1.9,0.0,0.0,26,0.0,0.0,0.0,esa-worldcover-2021
agara-kunte-3,10278,59.5,25.6,1.5,0.1,11.7,1.7,0.0,0.0,20,0.0,0.0,0.0,esa-worldcover-2021
agara-kunte-4,10499,11.5,39.0,10.7,34.0,4.6,0.1,0.0,0.0,31,0.0,0.0,0.0,esa-worldcover-2021
agara-kunte-4-2,10691,36.4,15.1,0.1,0.1,48.3,0.0,0.0,0.0,44,0.0,0.0,86.4,esa-worldcover-2021
agara-kunte-5,10040,13.2,30.1,8.8,38.8,4.3,0.4,4.4,0.0,10,0.0,0.0,0.0,esa-worldcover-2021
agara-kunte-6,11079,22.2,18.2,10.4,29.0,19.0,1.2,0.0,0.0,78,0.0,0.0,0.0,esa-worldcover-2021
agara-kunte-7,10042,23.4,16.8,7.6,29.8,21.5,0.9,0.0,0.0,10,0.0,0.0,0.0,esa-worldcover-2021
agara-kunte-8,10412,24.9,12.5,11.1,21.9,15.3,1.4,12.8,0.0,32,0.0,0.0,0.0,esa-worldcover-2021
agara-kunte1,10957,55.9,9.8,3.9,13.9,14.4,0.2,1.9,0.0,66,0.0,0.0,12.1,esa-worldcover-2021
agara-kunte1-2,10466,43.5,4.7,0.3,8.4,42.9,0.2,0.0,0.0,31,0.0,0.0,87.1,esa-worldcover-2021
agara-kunte2,10702,55.9,8.8,3.6,14.5,17.0,0.2,0.1,0.0,44,4.5,0.0,0.0,esa-worldcover-2021
agara-kunte3,10562,59.5,6.6,4.2,9.7,16.1,0.2,3.8,0.0,38,0.0,0.0,0.0,esa-worldcover-2021
agara-lake,25728,23.3,1.9,0.8,4.5,68.1,0.3,1.0,0.0,3726,66.0,0.0,4.6,esa-worldcover-2021
agrahara-kere,13593,7.4,0.0,0.1,1.5,90.5,0.4,0.0,0.0,466,0.0,0.0,74.9,esa-worldcover-2021
agrahara-lake,14947,16.0,8.1,6.6,31.4,35.1,1.9,0.9,0.0,542,63.5,0.0,4.4,esa-worldcover-2021
aiyanapalya-lake,14454,7.8,0.3,19.0,68.6,4.0,0.1,0.1,0.0,344,79.7,0.0,0.0,esa-worldcover-2021
ajjanahalli-kere,12849,13.0,19.7,15.6,43.6,7.5,0.5,0.0,0.0,206,35.9,0.0,0.0,esa-worldcover-2021
ajjegowdana-katte,12234,8.2,7.4,3.4,12.7,67.1,1.3,0.0,0.0,98,26.5,0.0,2.0,esa-worldcover-2021
akkithimmanahalli-kere,13600,17.2,0.1,0.6,0.8,80.5,0.9,0.0,0.0,471,0.0,0.0,88.5,esa-worldcover-2021
alagondahalli-lake,15793,11.0,22.2,3.7,57.8,4.7,0.6,0.0,0.0,686,0.0,0.0,2.6,esa-worldcover-2021
alahalli-kere,16511,21.9,6.6,2.2,5.5,63.0,0.6,0.1,0.0,718,87.7,0.0,0.1,esa-worldcover-2021
alijenahalli-kere,12519,3.6,3.3,0.1,92.3,0.6,0.0,0.2,0.0,178,38.8,0.0,0.0,esa-worldcover-2021
allasandra-lake,21604,23.0,1.1,2.1,8.7,64.1,1.0,0.0,0.0,1769,78.2,0.0,0.8,esa-worldcover-2021
alur-kere,27301,18.2,13.9,1.7,64.6,1.3,0.0,0.3,0.0,2913,1.8,0.0,0.0,esa-worldcover-2021
aluru-lake1,15210,24.3,3.2,2.3,67.6,2.1,0.2,0.2,0.0,573,61.3,0.0,0.2,esa-worldcover-2021
amalgunte-lake,15369,3.9,5.2,1.5,88.8,0.4,0.1,0.1,0.0,465,3.9,0.0,0.0,esa-worldcover-2021
amanimulli-kere,28195,9.0,3.9,1.2,79.2,6.3,0.4,0.0,0.0,4809,12.2,0.0,0.1,esa-worldcover-2021
ambalagere-n,17476,10.9,7.9,0.9,77.9,2.3,0.0,0.0,0.0,956,0.0,0.0,0.0,esa-worldcover-2021
ambalagere-w,15860,7.2,4.2,0.5,87.2,0.9,0.0,0.0,0.0,623,0.0,0.0,0.0,esa-worldcover-2021
ambalipura-kelagina-kere,13350,30.6,16.3,0.8,2.5,49.3,0.2,0.3,0.0,297,44.8,0.0,3.4,esa-worldcover-2021
ambalipura-kunte1,10790,22.4,2.7,0.9,1.9,70.2,0.6,1.3,0.0,52,0.0,0.0,65.4,esa-worldcover-2021
ampapura-lake,11336,14.0,13.0,28.1,36.4,8.1,0.2,0.1,0.0,75,0.0,0.0,0.0,esa-worldcover-2021
amruthahalli-lake,17239,7.7,1.1,2.5,3.4,83.7,1.6,0.0,0.0,989,0.0,0.0,2.4,esa-worldcover-2021
amruthalli-kunte1,10563,7.3,0.7,1.2,4.0,83.9,2.8,0.0,0.0,36,0.0,0.0,100.0,esa-worldcover-2021
amrutnagar-lake,14923,16.8,17.6,18.1,12.5,26.2,6.6,2.2,0.0,445,81.8,0.0,5.4,esa-worldcover-2021
anagalapura-kunte1,10415,15.0,7.0,3.8,45.9,27.4,0.9,0.0,0.0,28,0.0,0.0,0.0,esa-worldcover-2021
anagalapura-kunte2,11320,34.9,12.3,3.8,27.1,21.3,0.6,0.0,0.0,98,0.0,0.0,41.8,esa-worldcover-2021
anantapura-kere,13982,22.6,12.7,1.9,58.0,4.0,0.8,0.1,0.0,384,43.2,0.0,0.0,esa-worldcover-2021
ananthapura-kunte,9834,26.1,8.4,2.3,11.9,50.1,1.1,0.0,0.0,6,0.0,0.0,50.0,esa-worldcover-2021
ananthapura-kunte1,10734,18.7,8.6,4.5,17.4,48.8,2.0,0.0,0.0,46,0.0,0.0,97.8,esa-worldcover-2021
ananthapura-kunte2,11389,37.6,15.8,4.6,15.5,20.9,5.6,0.0,0.0,104,0.0,0.0,0.0,esa-worldcover-2021
andhrahalli-lake,14605,7.4,2.1,1.6,5.4,83.3,0.2,0.0,0.0,545,58.0,0.0,0.0,esa-worldcover-2021
annamma-kere,12563,8.8,0.1,0.4,0.5,90.0,0.1,0.2,0.0,203,76.8,0.0,16.3,esa-worldcover-2021
antarahalli-kere,17943,6.1,3.9,0.7,84.1,5.1,0.0,0.0,0.0,1215,4.2,0.0,0.0,esa-worldcover-2021
anurah-katte-newly-created,10034,4.0,5.8,3.6,70.4,14.1,2.0,0.0,0.0,11,0.0,0.0,0.0,esa-worldcover-2021
aradeshanahalli-kere,44463,3.6,3.9,1.4,87.4,3.5,0.1,0.0,0.0,12048,0.3,0.0,0.0,esa-worldcover-2021
aradeshanahalli-kere-2,26208,7.0,3.5,2.8,69.8,16.7,0.2,0.0,0.0,2890,0.0,0.0,1.0,esa-worldcover-2021
aralakunte,12781,17.7,5.7,3.7,59.7,13.2,0.0,0.0,0.0,169,0.0,0.0,0.0,esa-worldcover-2021
aralamallige-kere,60798,23.8,7.7,2.0,61.3,5.0,0.3,0.0,0.0,20843,0.0,0.0,0.1,esa-worldcover-2021
arasanahalli-lake,25316,10.6,9.8,3.8,59.7,14.8,1.3,0.0,0.0,2284,7.2,0.0,0.1,esa-worldcover-2021
arebommanahalli-2r,13560,15.2,4.1,2.5,76.2,1.3,0.8,0.0,0.0,293,0.0,0.0,0.0,esa-worldcover-2021
arebommanahalli-low,13500,12.9,8.5,5.7,66.1,6.4,0.3,0.0,0.0,258,5.8,0.0,0.0,esa-worldcover-2021
arebommanahalli-up-kere,15320,17.8,10.8,8.0,57.0,5.6,0.8,0.0,0.0,511,37.4,0.0,1.2,esa-worldcover-2021
arehalii-kere,37657,7.6,10.1,18.7,51.7,10.7,1.2,0.0,0.0,9176,0.0,0.0,0.1,esa-worldcover-2021
arehalli-kere,13030,22.8,14.8,11.1,5.9,44.9,0.5,0.0,0.0,350,0.0,0.0,60.6,esa-worldcover-2021
arehalli-kunte,10773,26.8,17.0,12.1,6.8,36.7,0.5,0.0,0.0,47,0.0,0.0,0.0,esa-worldcover-2021
arehalli-lake,22580,6.1,12.0,0.9,73.9,6.8,0.2,0.0,0.0,2220,0.0,0.0,0.0,esa-worldcover-2021
arehalli-lake-2,17432,5.2,23.8,2.6,63.3,5.1,0.1,0.0,0.0,934,9.6,0.0,0.4,esa-worldcover-2021
arekere-lake,16195,11.8,0.4,1.1,1.9,84.6,0.2,0.0,0.0,819,0.0,0.0,0.1,esa-worldcover-2021
arekere-lake-2,15930,10.3,5.0,1.3,78.1,5.1,0.2,0.1,0.0,551,48.6,0.0,0.0,esa-worldcover-2021
arenur-kere,18369,3.3,11.9,14.1,56.6,13.4,0.7,0.0,0.0,1133,0.0,0.0,0.0,esa-worldcover-2021
arjunabettahalli-kere,12799,11.9,9.6,2.4,70.8,4.9,0.4,0.0,0.0,172,0.0,0.0,0.0,esa-worldcover-2021
arluru-kere-s,16042,8.6,21.4,5.6,57.7,6.2,0.4,0.0,0.0,776,1.2,0.0,0.0,esa-worldcover-2021
asirvanam-ashram-1,12380,24.3,22.4,6.9,24.5,21.2,0.7,0.0,0.0,177,0.0,0.0,0.6,esa-worldcover-2021
asirvanam-ashram-2,11289,26.9,15.3,5.2,21.3,30.1,1.2,0.0,0.0,72,0.0,0.0,70.8,esa-worldcover-2021
attibele-kere,18061,9.3,6.4,24.2,39.5,16.9,3.6,0.0,0.0,913,20.7,0.0,3.7,esa-worldcover-2021
attur-kere,22891,8.0,9.0,2.6,72.9,6.8,0.6,0.0,0.0,2305,0.0,0.0,0.0,esa-worldcover-2021
atturu-kere,22521,15.9,5.8,3.0,26.6,47.0,1.6,0.0,0.0,3414,3.0,0.0,0.1,esa-worldcover-2021
atturu-kunte,10150,3.3,0.2,1.1,1.9,92.7,0.8,0.0,0.0,13,0.0,0.0,38.5,esa-worldcover-2021
avadenahlli-lake,20255,13.1,14.2,16.8,49.1,5.9,0.9,0.0,0.0,1201,0.0,0.0,0.0,esa-worldcover-2021
avalahali-kunte,10717,14.7,10.3,3.7,15.7,54.7,1.0,0.0,0.0,46,0.0,0.0,97.8,esa-worldcover-2021
avalahalli-katte1,11238,24.3,6.5,2.6,46.2,20.2,0.2,0.0,0.0,92,0.0,0.0,10.9,esa-worldcover-2021
avalahalli-katte2,10977,23.1,9.2,2.5,48.8,16.2,0.3,0.0,0.0,66,0.0,0.0,87.9,esa-worldcover-2021
avalahalli-kere,14959,14.3,10.0,5.5,61.6,7.3,1.4,0.0,0.0,450,12.4,0.0,0.0,esa-worldcover-2021
avalahalli-kere-2,15655,21.2,5.8,4.5,27.3,40.3,0.8,0.0,0.0,600,0.0,0.0,0.7,esa-worldcover-2021
avalahalli-kere-3,11919,13.4,28.7,10.3,43.3,3.3,0.8,0.0,0.0,86,0.0,0.0,0.0,esa-worldcover-2021
avalahalli-kunte-1,10568,15.2,6.9,12.5,55.6,8.2,1.6,0.0,0.0,32,0.0,0.0,0.0,esa-worldcover-2021
avalahalli-kunte-2,10219,20.1,11.0,17.8,39.3,11.4,0.2,0.1,0.0,19,0.0,0.0,73.7,esa-worldcover-2021
avalahalli-kunte-3,9922,34.0,15.1,11.7,25.5,12.9,0.4,0.5,0.0,8,0.0,0.0,0.0,esa-worldcover-2021
avalahalli-kunte-4,10415,12.8,21.4,13.8,49.0,1.6,1.3,0.0,0.0,28,0.0,0.0,10.7,esa-worldcover-2021
avalahalli-kunte1,10278,3.4,0.0,0.0,0.0,96.6,0.0,0.0,0.0,20,0.0,0.0,60.0,esa-worldcover-2021
avalahalli-kunte2,10227,10.3,7.8,1.3,7.8,71.4,1.3,0.0,0.0,19,0.0,0.0,100.0,esa-worldcover-2021
avalahalli-lake,17244,10.0,6.0,5.5,33.0,42.1,3.4,0.0,0.0,776,0.0,0.0,5.3,esa-worldcover-2021
avalahalli-lake-2,11087,13.2,10.8,0.8,71.2,3.5,0.5,0.0,0.0,58,1.7,0.0,6.9,esa-worldcover-2021
avalakuppe-lake,11296,5.0,24.2,8.9,59.9,1.9,0.0,0.0,0.0,76,0.0,0.0,0.0,esa-worldcover-2021
averahalli-kere,15410,13.4,15.6,8.0,58.0,4.9,0.1,0.0,0.0,588,57.5,0.0,0.0,esa-worldcover-2021
averhalli-kere,17290,8.8,7.1,10.2,66.1,2.6,5.1,0.0,0.0,985,0.0,0.0,0.0,esa-worldcover-2021
ayyana-kere,13417,2.2,0.0,0.1,0.0,97.3,0.4,0.0,0.0,427,0.0,0.0,98.6,esa-worldcover-2021
ayyannanapalya-lake,14459,9.7,12.3,7.5,66.0,4.4,0.1,0.0,0.0,508,1.4,0.0,0.0,esa-worldcover-2021
b-channasandra-lake,17736,11.3,3.6,0.4,0.9,83.3,0.2,0.3,0.0,1061,52.8,0.0,4.4,esa-worldcover-2021
b-narayanapura-kere,12251,8.0,1.6,0.9,2.6,86.8,0.1,0.0,0.0,145,13.1,0.0,2.8,esa-worldcover-2021
bachchahalli-kere,34528,3.6,5.3,1.8,84.5,4.7,0.1,0.0,0.0,8288,1.9,0.0,0.0,esa-worldcover-2021
badakukere,12723,9.4,17.1,7.6,24.6,40.5,0.4,0.3,0.0,142,0.0,0.0,0.0,esa-worldcover-2021
badamanavartha-kaval-kere,12483,35.5,50.8,2.4,10.2,1.1,0.0,0.0,0.0,253,0.0,0.0,0.0,esa-worldcover-2021
badavamavarthe-kavalu-kunte1,10008,5.3,27.6,12.5,17.4,36.2,0.9,0.0,0.0,10,0.0,0.0,90.0,esa-worldcover-2021
badavamavarthe-kavalu-kunte2,10343,17.9,57.8,4.2,19.6,0.4,0.0,0.0,0.0,26,0.0,0.0,0.0,esa-worldcover-2021
badavamavarthekavalu-hosakere-1,12551,44.2,18.9,14.1,11.0,10.8,0.9,0.1,0.0,269,9.3,0.0,6.3,esa-worldcover-2021
badavamavarthekavalu-kunte3,9866,14.8,37.0,5.0,37.9,5.1,0.2,0.0,0.0,6,0.0,0.0,0.0,esa-worldcover-2021
badavamavarthekavalu-kunte4,9769,16.9,13.3,2.2,56.9,10.5,0.2,0.0,0.0,4,0.0,0.0,0.0,esa-worldcover-2021
badavamavarthekavalu-kunte5,10738,10.5,49.1,2.4,32.2,5.7,0.2,0.0,0.0,48,0.0,0.0,10.4,esa-worldcover-2021
badavamavarthekavalu-kunte6,9767,14.7,22.7,8.6,48.1,5.5,0.3,0.0,0.0,3,0.0,0.0,0.0,esa-worldcover-2021
badavamavarthekavalu-kunte7,11918,33.5,47.9,7.0,5.6,5.4,0.2,0.4,0.0,173,16.2,0.0,0.0,esa-worldcover-2021
bagalagunte-govt-lake,13975,8.3,0.7,0.7,5.6,83.3,1.5,0.0,0.0,356,9.3,0.0,0.6,esa-worldcover-2021
bagalagunte-kunte1,9963,15.2,0.6,0.5,4.0,77.1,2.3,0.3,0.0,8,0.0,0.0,0.0,esa-worldcover-2021
bagalakunte-kere1,13907,10.8,1.5,0.9,7.1,78.7,0.7,0.2,0.0,538,0.0,0.0,75.7,esa-worldcover-2021
bagalakunte-kunte2,11151,2.4,0.5,2.7,0.4,92.3,1.7,0.0,0.0,80,0.0,0.0,88.8,esa-worldcover-2021
bagalakunte-kunte3,10032,21.7,2.0,0.9,5.8,69.3,0.3,0.0,0.0,11,0.0,0.0,0.0,esa-worldcover-2021
bagaluru-majare-kunte,10351,7.7,8.3,7.1,53.7,12.9,7.1,3.2,0.0,20,0.0,0.0,0.0,esa-worldcover-2021
bagur-lake,21070,6.7,23.8,6.9,55.9,5.8,0.8,0.0,0.0,1951,7.3,0.0,0.0,esa-worldcover-2021
bail-narsapur-lake-1,17883,4.1,10.1,2.2,74.5,8.6,0.6,0.0,0.0,1234,0.0,0.0,0.0,esa-worldcover-2021
bail-narsapur-lake-2,18379,2.0,10.8,5.6,59.1,20.6,1.9,0.0,0.0,1196,0.0,0.0,0.0,esa-worldcover-2021
bail-narsapur-lake-3,14596,1.1,17.3,4.8,72.6,1.2,2.9,0.0,0.0,539,0.0,0.0,0.0,esa-worldcover-2021
bail-narsapur-lake-4,13182,3.4,17.0,9.7,46.5,20.2,2.9,0.2,0.0,283,0.0,0.0,0.0,esa-worldcover-2021
bailakonnenahalli-kunte,10659,10.8,10.7,5.2,23.9,48.6,0.9,0.0,0.0,42,0.0,0.0,76.2,esa-worldcover-2021
bainahalli-lake,22611,9.3,3.3,4.3,70.1,12.7,0.3,0.0,0.0,2735,16.3,1.5,0.0,esa-worldcover-2021
bairasandra-kere,16184,17.1,28.6,7.8,36.8,9.3,0.4,0.0,0.0,753,61.1,0.0,1.2,esa-worldcover-2021
baiyappanahalli-kere,18898,10.1,15.0,9.8,36.1,26.2,2.6,0.2,0.0,1256,3.5,0.0,5.6,esa-worldcover-2021
balagere-kunte1,11738,12.1,6.7,4.4,28.8,47.5,0.5,0.0,0.0,144,0.0,0.0,10.4,esa-worldcover-2021
balagere-kunte2,10895,11.5,20.3,7.0,33.5,25.5,2.1,0.0,0.0,58,0.0,0.0,65.5,esa-worldcover-2021
balagere-kunte3,10347,17.7,32.9,3.2,20.3,24.1,1.7,0.1,0.0,24,0.0,0.0,0.0,esa-worldcover-2021
balchakuppe-lake,12708,15.7,8.5,3.4,20.6,51.1,0.2,0.4,0.0,187,0.0,0.0,43.9,esa-worldcover-2021
balchakuppe-lake-1,10929,12.7,32.6,4.2,40.4,8.9,0.4,0.8,0.0,41,78.0,0.0,0.0,esa-worldcover-2021
balekere,12910,17.5,11.2,23.6,44.9,2.1,0.3,0.4,0.0,250,0.0,0.0,0.0,esa-worldcover-2021
balligere-lake,15822,21.0,4.1,0.3,73.4,1.2,0.0,0.0,0.0,233,0.0,0.0,0.0,esa-worldcover-2021
bammasandra-kunte-1,9926,10.8,9.3,15.1,39.5,24.1,0.9,0.2,0.0,8,0.0,0.0,100.0,esa-worldcover-2021
banahalli-kere-w,20938,6.3,16.4,3.0,70.5,3.5,0.2,0.0,0.0,1477,0.0,0.0,0.0,esa-worldcover-2021
banahallli-kere,16302,9.9,9.2,3.8,61.6,15.4,0.1,0.0,0.0,968,0.0,0.0,0.0,esa-worldcover-2021
banasavadi-kere-1,15348,17.0,6.3,0.0,0.2,76.4,0.1,0.0,0.0,941,0.0,0.0,62.0,esa-worldcover-2021
banasavadi-kunte-4,9701,64.5,11.4,5.6,3.5,14.6,0.5,0.0,0.0,2,0.0,0.0,0.0,esa-worldcover-2021
banasavadi-kunte-5,9770,64.7,11.6,5.5,3.4,14.3,0.5,0.0,0.0,4,0.0,0.0,0.0,esa-worldcover-2021
banasavadi-kunte-6,10324,31.4,1.5,0.3,0.2,66.5,0.1,0.0,0.0,24,0.0,0.0,0.0,esa-worldcover-2021
banasavadi-kunte-7,9819,20.3,0.9,0.1,0.2,78.4,0.1,0.0,0.0,4,0.0,0.0,100.0,esa-worldcover-2021
banasavadi-kunte1,10099,9.0,0.2,0.0,0.1,90.6,0.1,0.0,0.0,14,0.0,0.0,100.0,esa-worldcover-2021
banasavadi-kunte2,10326,7.9,0.2,0.0,0.1,91.7,0.1,0.0,0.0,22,0.0,0.0,100.0,esa-worldcover-2021
banasavadi-kunte3,10579,10.1,1.5,0.1,0.9,86.6,0.7,0.0,0.0,39,0.0,0.0,100.0,esa-worldcover-2021
banasavadi-kunte8,9770,21.4,0.9,0.1,0.2,77.4,0.1,0.0,0.0,3,0.0,0.0,100.0,esa-worldcover-2021
banaswadi-kere2,18755,8.1,0.3,0.0,0.1,91.4,0.0,0.0,0.0,2319,0.0,0.0,61.8,esa-worldcover-2021
banavati-lake,20503,6.0,8.8,0.1,84.0,1.1,0.0,0.0,0.0,2128,0.0,0.0,0.0,esa-worldcover-2021
bande-mahadevapura-kere,11813,6.5,0.2,0.6,1.5,90.6,0.1,0.5,0.0,90,0.0,0.0,15.6,esa-worldcover-2021
bandekere,13655,5.7,10.5,9.2,21.5,47.4,5.3,0.4,0.0,487,0.0,0.0,69.2,esa-worldcover-2021
bandenalasandra-lake,16491,6.7,2.9,6.9,26.2,55.2,0.3,1.8,0.0,825,96.2,0.0,3.3,esa-worldcover-2021
bandikodigenahalli-amani-kere,41102,6.6,3.7,5.8,69.3,12.2,2.5,0.0,0.0,12029,34.0,0.0,0.1,esa-worldcover-2021
bangalapet-lake,19044,16.1,0.1,1.4,5.5,71.7,1.3,3.9,0.0,1053,54.2,0.2,1.7,esa-worldcover-2021
banhalli-lake,21180,13.4,26.9,4.6,48.6,6.3,0.0,0.1,0.0,1798,0.2,0.0,1.6,esa-worldcover-2021
bannamangala-n-kere,14116,4.6,3.8,7.9,66.9,11.5,4.9,0.4,0.0,424,0.9,0.0,0.0,esa-worldcover-2021
bannerghatta-lake,12200,37.5,47.4,12.9,0.3,0.1,0.3,1.5,0.0,140,15.0,0.0,0.0,esa-worldcover-2021
bannerghatta-lake-2,12653,48.7,36.5,13.0,0.2,0.0,0.2,1.3,0.0,220,70.0,0.0,0.0,esa-worldcover-2021
bannerughatta-kavalu-kunte,10293,51.8,34.7,11.3,0.9,1.0,0.2,0.0,0.0,22,0.0,0.0,0.0,esa-worldcover-2021
bannerughatta-kunte,11989,20.3,10.3,22.7,8.7,37.0,0.7,0.2,0.0,91,0.0,0.0,0.0,esa-worldcover-2021
bannerughatta-kunte2,10583,17.3,14.9,21.8,20.0,25.3,0.7,0.0,0.0,36,0.0,0.0,2.8,esa-worldcover-2021
baradi-kere,22761,17.7,1.0,0.9,75.6,4.6,0.1,0.0,0.0,2702,52.4,0.0,0.0,esa-worldcover-2021
bariga-mudinahalli-kunte,10076,29.1,0.2,0.1,2.2,67.4,1.1,0.0,0.0,14,0.0,0.0,57.1,esa-worldcover-2021
basammanahalli-kere,11467,0.7,10.4,27.4,54.9,0.3,6.2,0.0,0.0,78,0.0,0.0,0.0,esa-worldcover-2021
basapura-kunte,10483,12.4,11.0,14.0,34.0,26.2,2.2,0.3,0.0,30,0.0,0.0,0.0,esa-worldcover-2021
basavanagar-lake,12001,13.8,2.7,2.8,2.3,74.3,1.6,2.5,0.0,116,0.0,0.0,0.0,esa-worldcover-2021
basavanapalya-lake,11450,13.7,41.3,10.8,26.6,5.5,2.0,0.1,0.0,91,63.7,0.0,0.0,esa-worldcover-2021
basavanapura-kere,14362,10.4,2.7,2.0,8.6,75.6,0.8,0.0,0.0,457,69.4,0.0,0.2,esa-worldcover-2021
basavanapura-kere-2,13312,31.5,1.8,2.8,6.3,56.3,1.3,0.0,0.0,233,14.2,0.0,0.0,esa-worldcover-2021
basavanapura-kunte1,11399,8.1,2.4,3.2,11.9,70.9,0.8,2.8,0.0,106,0.0,0.0,21.7,esa-worldcover-2021
basavanapura-lake,12252,6.2,21.4,12.6,58.4,1.2,0.1,0.0,0.0,131,0.0,0.0,0.0,esa-worldcover-2021
bashettihalli-kere,24174,7.6,3.7,6.0,24.4,55.4,3.0,0.0,0.0,2148,0.7,0.0,14.9,esa-worldcover-2021
bavikere-kere,15572,22.9,13.3,3.7,46.4,11.4,1.4,0.9,0.0,600,28.7,0.0,1.5,esa-worldcover-2021
bayappanahalli-lake,13042,2.7,20.9,12.2,47.9,5.3,10.9,0.0,0.0,274,0.0,0.0,2.6,esa-worldcover-2021
beemanakuppe-kunte1,10035,13.6,9.9,12.4,44.5,18.6,0.9,0.0,0.0,12,0.0,0.0,75.0,esa-worldcover-2021
beesegowdan-a-katte,10135,33.2,27.9,8.0,20.9,9.2,0.6,0.3,0.0,14,0.0,0.0,0.0,esa-worldcover-2021
begihalli-govt-kere,12209,18.1,10.5,12.0,25.6,29.5,0.6,3.6,0.1,153,92.2,0.0,0.0,esa-worldcover-2021
begihalli-kunte1,10157,14.3,7.7,9.2,16.2,34.0,1.6,16.9,0.1,14,0.0,0.0,100.0,esa-worldcover-2021
begihalli-kunte2,9816,14.6,9.2,15.3,26.6,31.2,0.7,2.4,0.0,4,0.0,0.0,100.0,esa-worldcover-2021
begur-kere,19119,12.0,18.0,2.7,55.0,11.5,0.8,0.0,0.0,1576,3.5,0.0,0.0,esa-worldcover-2021
begur-kunte-1,10324,2.1,0.5,2.5,3.2,90.3,1.3,0.0,0.0,22,0.0,0.0,72.7,esa-worldcover-2021
begur-kunte2,10776,15.6,5.6,6.7,23.5,47.7,0.7,0.2,0.0,51,0.0,0.0,100.0,esa-worldcover-2021
begur-kunte3,10006,18.6,10.5,22.8,31.2,16.1,0.8,0.0,0.0,10,0.0,0.0,20.0,esa-worldcover-2021
begur-kunte4,10758,16.6,6.0,18.0,16.6,30.4,3.5,2.3,6.6,50,0.0,0.0,0.0,esa-worldcover-2021
