key,pixelCount,lowConfidence,occurrenceMean,occurrenceMedian,pctEverWater,pctNeverWater,pctPermanent,pctSeasonal,pctSeasonalToPermanent,pctPermanentToSeasonal,pctLostPermanent,pctLostSeasonal,pctNewPermanent,pctNewSeasonal,pctEphemeral,seasonalityMeanMonths,recurrenceMean,changeMean,firstYearWithWater,lastYearWithWater,source
govt-lake-newly-created,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
govt-maggekere,12,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
govt-mutsandra-kere,476,False,1.4,0.0,19.1,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,16.8,0.0,66.0,25.6,1992,2018,jrc-gsw-1-5
govt-vaddakere,22,False,5.6,0.0,40.9,59.1,0.0,4.5,0.0,0.0,0.0,0.0,4.5,22.7,9.1,1.3,48.2,-50.8,1989,2021,jrc-gsw-1-5
govt-vadenakere,15,False,12.5,0.0,40.0,60.0,0.0,13.3,0.0,6.7,0.0,13.3,0.0,0.0,6.7,0.2,78.0,7.3,1988,2021,jrc-gsw-1-5
govt-vodanakunte,40,True,0.1,0.0,7.5,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,59.7,-49.7,1989,1999,jrc-gsw-1-5
gowdana-kere,46,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gramada-kere,190,False,25.0,29.0,77.9,22.1,0.0,22.1,3.7,0.5,0.0,5.3,2.1,23.7,20.5,2.5,72.6,-5.5,1988,2020,jrc-gsw-1-5
gramadakere,275,False,3.9,2.0,52.4,47.6,0.0,14.5,0.0,0.0,0.0,29.5,0.0,2.9,5.5,0.4,49.7,-39.0,1988,2017,jrc-gsw-1-5
gramadakere-2,135,False,2.8,0.0,24.4,75.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,67.1,51.2,1999,2021,jrc-gsw-1-5
gubbalal-kere,39,False,7.6,0.0,25.6,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,7.7,0.6,75.0,39.3,1989,2021,jrc-gsw-1-5
gubbalal-kunte,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gublai-lske,9,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
guddadahalli-kere,210,False,19.3,6.5,56.7,43.3,0.0,9.5,27.6,0.0,0.0,2.9,2.4,3.8,8.6,4.0,54.6,5.6,1988,2021,jrc-gsw-1-5
guddadahalli-kere-e,16,False,4.2,0.0,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,18.8,0.0,1.4,87.8,85.2,1992,2021,jrc-gsw-1-5
guddadahalli-lake,15,False,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
guddegaudanachannoha,18,False,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
guddehatti-lake,70,False,14.0,12.0,77.1,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.9,14.3,3.4,54.4,84.1,1992,2021,jrc-gsw-1-5
guddehatti-lake-2,30,False,27.6,32.0,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,36.7,3.4,79.5,85.0,1992,2021,jrc-gsw-1-5
gudimavu-kunte,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
guduppana-lake,127,False,20.4,21.0,65.4,34.6,0.0,3.1,0.0,0.0,0.0,50.4,0.0,0.8,3.9,0.0,78.6,22.6,1988,2021,jrc-gsw-1-5
guduppana-lake-2,5,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
guduvanahalli-lake,164,False,27.8,28.0,97.0,3.0,0.0,68.9,7.3,0.0,0.0,0.0,4.9,15.2,0.0,4.7,56.1,26.8,1988,2021,jrc-gsw-1-5
gulagunganahalli-lak,40,False,19.6,15.0,70.0,30.0,0.0,10.0,7.5,0.0,0.0,2.5,22.5,25.0,2.5,5.6,75.3,68.3,1988,2021,jrc-gsw-1-5
gulakayipura-govt-lake,15,False,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gulimangala-kunte-1,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gulimangala-kunte-2,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gulya-down,251,False,5.4,7.0,72.5,27.5,0.0,3.6,0.0,0.0,0.0,66.1,0.0,0.0,0.0,0.0,33.1,-51.8,1988,2019,jrc-gsw-1-5
gundappanayakanahalli-lake,46,False,8.4,9.0,71.7,28.3,0.0,60.9,0.0,0.0,0.0,8.7,0.0,0.0,0.0,1.7,40.3,-60.0,1988,2021,jrc-gsw-1-5
gundarahalli-lake-2,71,False,5.2,0.0,46.5,53.5,0.0,0.0,0.0,0.0,0.0,12.7,0.0,1.4,32.4,0.0,54.3,54.5,1988,2021,jrc-gsw-1-5
gundenahalli-kere,172,False,12.0,11.0,79.1,20.9,0.0,62.2,0.0,0.0,0.0,6.4,0.0,7.0,2.9,2.7,51.8,-5.7,1988,2021,jrc-gsw-1-5
gundur-kere-n,509,False,5.0,2.0,58.3,41.7,0.0,23.8,0.0,0.0,0.0,33.8,0.0,0.0,0.8,0.5,41.1,-59.4,1988,2021,jrc-gsw-1-5
gunduru-kere,107,False,38.8,50.0,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,63.6,17.8,3.7,8.3,76.2,92.0,1993,2021,jrc-gsw-1-5
gunduru-lake,68,False,15.7,6.0,54.4,45.6,0.0,0.0,0.0,0.0,0.0,0.0,8.8,32.4,13.2,2.8,75.8,4.4,1989,2021,jrc-gsw-1-5
guniagrahara-kere-2,60,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
guniagrahara-kunte,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gunjuru-kunte1,5,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gunjuru-kunte2,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gunjuru-kunte3,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gunjuru-kunte4,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gunjuru-kunte5,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gunjuru-kunte6,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gunjuru-kunte7,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gunjuru-kunte8,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gunjuru-kunte9,5,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
gunjuruplaya-kere,191,False,4.4,2.0,58.6,41.4,0.0,5.2,0.0,0.0,0.0,17.3,0.0,7.9,6.8,0.2,62.3,49.3,1988,2021,jrc-gsw-1-5
gururvanahalli-kere,160,False,8.4,1.5,53.1,46.9,0.0,1.2,0.0,0.0,0.0,29.4,0.0,0.0,22.5,0.0,55.9,-10.7,1988,2021,jrc-gsw-1-5
guruvanahalli-kere,31,False,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
guttepalya-lake,332,False,14.5,0.0,34.0,66.0,1.8,3.0,0.3,10.8,0.6,0.6,0.9,9.9,5.1,1.3,77.4,-5.5,1988,2021,jrc-gsw-1-5
guttepalya-lake-2,24,False,6.2,4.0,58.3,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.7,0.0,84.6,85.1,1992,2021,jrc-gsw-1-5
hado-shiddapura-kere,86,False,15.9,12.5,67.4,32.6,0.0,12.8,0.0,1.2,0.0,5.8,0.0,44.2,3.5,2.8,60.7,5.0,1988,2021,jrc-gsw-1-5
hadonahalli-kere,129,False,4.8,3.0,65.9,34.1,0.0,0.8,0.0,0.0,0.0,33.3,0.0,8.5,23.3,0.2,31.9,3.0,1988,2021,jrc-gsw-1-5
hadosiddapur-a-kunte,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hadyalu-kere,403,False,7.3,6.0,66.5,33.5,0.0,23.1,0.0,0.0,0.0,15.9,0.0,4.0,23.3,0.5,54.1,-28.8,1988,2021,jrc-gsw-1-5
hagaduru-kunte1,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hagaduru-kunte2,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
haji-hosahalli-kere,132,False,4.0,1.0,50.8,49.2,0.0,3.0,0.0,0.0,0.0,30.3,0.0,1.5,0.8,0.1,64.3,23.1,1988,2021,jrc-gsw-1-5
haji-hosahalli-kere-s,198,False,3.6,0.0,46.0,54.0,0.0,0.5,0.0,0.0,0.0,19.2,0.0,0.0,20.7,0.0,57.4,-29.8,1988,2021,jrc-gsw-1-5
haji-hosahalli-n,184,False,6.3,6.0,82.6,17.4,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,81.0,0.0,45.8,-55.3,1991,2021,jrc-gsw-1-5
hakkibikki-lake,22,False,15.7,0.0,31.8,68.2,0.0,9.1,4.5,9.1,0.0,0.0,0.0,9.1,0.0,2.0,95.3,0.9,1989,2021,jrc-gsw-1-5
hakkibikki-lake-2,9,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hakkibikki-lake-3,8,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
halagevaderahalli-kere-1,250,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
halagevaderahalli-kere-2,32,False,5.5,0.0,40.6,59.4,0.0,9.4,0.0,0.0,0.0,3.1,0.0,25.0,3.1,1.0,60.5,48.2,1988,2021,jrc-gsw-1-5
halammanapalya-lake,27,False,4.3,0.0,37.0,63.0,0.0,3.7,0.0,0.0,0.0,0.0,3.7,11.1,18.5,0.7,74.0,84.4,1990,2020,jrc-gsw-1-5
halammanapalya-lake-1,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
halanayakanahalli-kere,341,False,5.2,5.0,59.8,40.2,0.0,0.3,0.0,0.0,0.0,0.6,0.0,24.9,34.0,0.8,44.3,-46.7,1992,2021,jrc-gsw-1-5
halasahalli-thippasandra-kunte-1,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
halasahalli-thippasandra-kunte-2,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
halasahalli-thippasandra-kunte-3,7,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
halasahalli-thippasandra-kunte-4,15,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
halasahalli-thippasandra-kunte-5,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
haldenahalli-lake,15,False,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hale-chandapura-lake,301,False,6.4,5.0,70.8,29.2,0.0,19.6,0.3,1.0,0.3,35.2,0.0,1.0,13.3,0.8,47.7,-45.3,1988,2021,jrc-gsw-1-5
hale-chandapura-lake-2,44,False,7.8,4.0,63.6,36.4,2.3,15.9,0.0,2.3,0.0,31.8,0.0,4.5,6.8,1.2,45.9,43.0,1988,2021,jrc-gsw-1-5
halehalli-kunte,8,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
halehalli-south-lake,53,False,1.5,0.0,18.9,81.1,0.0,0.0,0.0,0.0,0.0,11.3,0.0,5.7,0.0,0.1,51.8,22.7,1988,2021,jrc-gsw-1-5
halenahalli-kere,71,False,0.5,0.0,11.3,88.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.2,100.0,100.0,,,jrc-gsw-1-5
halenahalli-kere-s,94,False,0.1,0.0,2.1,97.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,56.5,100.0,,,jrc-gsw-1-5
halenahalli-sw,16,False,3.6,0.0,31.2,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.2,1.1,71.2,97.4,1993,2021,jrc-gsw-1-5
halenahalli-up,19,False,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
halesampigehalli-kunte,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
haleuru-lake,616,False,4.8,3.0,56.5,43.5,0.0,4.5,2.3,0.0,1.3,48.1,0.0,0.2,0.2,0.5,49.9,-56.1,1988,2019,jrc-gsw-1-5
hallimarandapalya-lake,23,False,4.2,0.0,26.1,73.9,0.0,8.7,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.7,39.3,-79.0,1988,2021,jrc-gsw-1-5
hancharahalli-lake,259,False,5.6,0.0,33.2,66.8,0.0,8.9,0.0,0.0,0.0,1.5,0.0,13.5,3.9,0.9,57.4,35.6,1988,2021,jrc-gsw-1-5
handenhalli-lake,150,False,12.3,6.0,55.3,44.7,0.0,17.3,0.0,0.0,0.0,26.7,0.0,4.7,4.0,0.4,56.9,40.0,1988,2021,jrc-gsw-1-5
handrahalli-kere,19,False,10.2,12.0,63.2,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,31.6,0.4,68.2,-36.7,1989,2021,jrc-gsw-1-5
hanpalya-kere,15,False,6.3,0.0,26.7,73.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.7,0.7,72.8,73.8,1993,2021,jrc-gsw-1-5
hanuman-kunte-new,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hanumantapura-lake,136,False,12.4,5.0,89.7,10.3,0.0,29.4,0.0,0.0,0.0,1.5,0.0,4.4,53.7,0.8,61.2,21.4,1988,2021,jrc-gsw-1-5
hanumanthapura-kere,100,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hanumanthas-agara-kunte,7,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hanumanttanapalya-kere,362,False,39.6,46.0,77.6,22.4,18.5,8.6,11.0,4.7,2.5,5.5,1.7,9.9,14.1,5.0,75.5,38.7,1988,2021,jrc-gsw-1-5
haralakunte,92,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
haralakunte-kunte1,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
haralakunte-kunte2,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
haralakunte-kunte3,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
haraluru-kere,115,False,15.4,13.0,65.2,34.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,40.0,24.3,2.3,97.9,94.0,1993,2021,jrc-gsw-1-5
haraluru-kunte,10,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
harana-katte,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
haranakatte,30,False,4.0,0.0,43.3,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.3,0.4,46.8,-57.8,1992,2021,jrc-gsw-1-5
haregadde-lank,36,False,7.4,0.0,44.4,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,30.6,0.3,56.8,27.2,1992,2021,jrc-gsw-1-5
harohali-lake,29,False,17.8,9.0,65.5,34.5,0.0,6.9,6.9,3.4,0.0,20.7,6.9,17.2,0.0,2.7,62.2,48.0,1988,2021,jrc-gsw-1-5
harohali-lake-2,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
harohall-govt-lake,28,False,0.6,0.0,21.4,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,61.2,-82.0,1992,2008,jrc-gsw-1-5
harohalli-kere,308,False,9.0,6.0,61.4,38.6,0.0,13.6,9.1,0.0,0.0,5.2,2.9,27.9,1.3,3.2,71.1,59.6,1988,2021,jrc-gsw-1-5
harohalli-kunte-1,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
harohalli-kunte-3,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
harohalli-kunte2,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
harohallipalya-lake,89,False,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
harokyathanahalli-kere,62,False,9.9,4.0,61.3,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.1,24.2,1.1,50.7,10.7,1989,2021,jrc-gsw-1-5
harokyathanahalli-kunte1,14,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
harokyathanahalli-kunte2,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
harokyathanahalli-kunte3,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
harokyathanahalli-kunte4,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hasarahalli-kere,52,False,0.3,0.0,9.6,90.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.5,100.0,100.0,,,jrc-gsw-1-5
hebbagodi-kunte-1,14,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hebbagodi-kunte-2,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hebbal-lake,714,False,44.0,51.0,77.9,22.1,4.6,17.6,5.7,15.7,0.6,6.7,5.0,7.4,14.4,4.6,77.9,13.9,1988,2021,jrc-gsw-1-5
heggadadevanapura-kere,30,False,10.8,0.0,46.7,53.3,0.0,6.7,6.7,3.3,0.0,3.3,3.3,16.7,0.0,2.2,59.4,64.6,1988,2021,jrc-gsw-1-5
heggadadevanapura-lake,5,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
heggadaevanapura-kere-2,22,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hegganahalli-kunte1,14,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hegganahalli-kunte2,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hegganahalli-lake,196,False,26.8,28.0,79.6,20.4,0.5,6.1,1.5,11.2,1.5,0.5,0.0,9.2,48.0,1.2,71.1,90.7,1988,2021,jrc-gsw-1-5
heggondahalli-kunte-1,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
heggondahalli-kunte-2,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
heggondahalli-kunte-3,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
heggondahalli-kunte-4,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
heggondanalli-govt-lake,43,False,12.6,12.0,69.8,30.2,0.0,0.0,0.0,0.0,0.0,0.0,11.6,58.1,0.0,4.7,58.0,65.4,1992,2021,jrc-gsw-1-5
hejjala-e,16,False,10.6,6.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.3,68.8,85.9,1996,2021,jrc-gsw-1-5
hejjala-kere,65,False,28.1,23.0,66.2,33.8,1.5,23.1,1.5,13.8,7.7,16.9,0.0,0.0,0.0,1.6,82.0,-11.3,1988,2021,jrc-gsw-1-5
hemigepura-kunte-1,3,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hemigepura-kunte-2,2,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hemigepura-kunte-3,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hempapura-kere,7,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hennagara-kere,1758,False,36.1,40.0,94.3,5.7,1.1,37.7,21.0,2.5,0.3,1.7,2.4,17.9,9.6,5.9,65.1,21.6,1988,2021,jrc-gsw-1-5
hennur-kunte-1,1,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hennur-kunte-2,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
hennur-lake,413,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
herohalli-kunte1,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
herohalli-kunte2,8,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
herohalli-kunte3,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
herohalli-kunte4,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
herohalli-kunte5,4,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
herohalli-kunte6-newly-created,18,True,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
herohalli-lake,126,False,39.9,44.5,94.4,5.6,0.0,18.3,0.0,12.7,0.8,1.6,0.0,48.4,12.7,2.9,79.9,-40.3,1988,2021,jrc-gsw-1-5
herohalli-thotadakere,15,False,0.6,0.0,6.7,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,48.0,57.0,1999,2020,jrc-gsw-1-5
hesaraghatta-kere-east,825,False,0.3,0.0,2.5,97.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.1,71.6,76.5,,,jrc-gsw-1-5
hesaraghatta-lake,9141,False,12.2,7.0,79.2,20.8,2.8,3.5,23.9,0.9,0.3,4.2,10.4,14.2,18.9,5.3,48.8,-57.4,1988,2021,jrc-gsw-1-5
hettakki-lake,91,False,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,jrc-gsw-1-5
