id,onMap1914,overlapPct1914,historicArea1914M2,source1914,onMap1927,overlapPct1927,historicArea1927M2,source1927,onMap1945,overlapPct1945,historicArea1945M2,source1945,onMap1955,overlapPct1955,historicArea1955M2,source1955,onMap1975,overlapPct1975,historicArea1975M2,source1975,source
shantegaudanapalya-lake,,,,,,,,,,,,,True,53.5,73014,ams-nd43-12-1955,True,66.7,106783,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
shanthi-nagar-kunte,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
shantinagar-kere,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
shantinagar-kere-2,False,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
shanuboganahalli-lake,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
shastripalya-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,True,24.3,10801,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
shegehalli-kere,,,,,True,43.5,62680,soi-57g12-1927,,,,,True,49.5,58428,ams-nd44-9-1955,True,70.5,72065,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
sheshayyanakere,,,,,,,,,True,61.7,48162,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
shiresandra-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,39.7,106321,ams-nd43-12-1955,True,15.7,20854,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
shivakote-katte,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
shivakote-kunte-1,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
shivakote-kunte-2,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
shivakote-kunte-3,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
shivakote-kunte-4,,,,,,0.0,0,soi-57g12-1927,,,,,True,0.0,535745,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
shivanahalli-lake,,,,,False,0.0,0,soi-57g12-1927,,,,,True,66.6,99755,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
shivanapura-kere,False,0.0,0,soi-57g16-1914,,,,,,,,,True,79.2,356390,ams-nd44-9-1955,True,60.7,215822,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
shravanur-lake,,,,,,,,,,,,,True,100.0,802504,ams-nd43-12-1955,True,85.7,142904,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
shravanur-lake-2,,,,,,,,,,,,,True,60.0,802504,ams-nd43-12-1955,True,65.8,185895,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
shyanapanahalli-kere,,,,,,,,,,,,,True,96.4,64124,ams-nd44-9-1955,True,47.9,23768,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
shyanapanahalli-kere-2,,,,,,,,,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
shyanapanahalli-kere-u,,,,,,,,,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
siddanhalli-lake-1,True,39.9,105833,soi-57g16-1914,,,,,,,,,True,67.8,607292,ams-nd44-9-1955,True,86.4,229786,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
siddapur-kere,,,,,,,,,,0.0,0,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,True,1.2,8061,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
siddapura-kere,,,,,,,,,True,50.9,103800,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,True,45.1,38857,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
siddapura-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
siddapura-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
siddapura-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
siddapura-kunte4,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
siddapura-kunte5,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
siddapura-kunte6,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
siddapura-kunte7,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
siddayyanpalya-lake,,,,,,,,,,,,,True,5.2,321159,ams-nd43-12-1955,True,51.7,123241,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
siddenayakanahalli-kere-l,,,,,,,,,,,,,True,0.0,99037,ams-nd44-9-1955,True,0.0,99985,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
siddenayakanahalli-kere-u,,,,,,,,,,,,,True,63.4,99037,ams-nd44-9-1955,True,61.9,99985,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
siddenhalli-lake,True,37.0,156210,soi-57g16-1914,,,,,,,,,True,89.6,1990656,ams-nd44-9-1955,True,68.1,286941,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
siddi-hosakote-west,False,0.0,0,soi-57h10-1915,,,,,,,,,,0.0,0,ams-nd44-13-1955,True,0.2,20333,soi-57h10-1973,ams-nd44-13-1955;soi-57h10-1915;soi-57h10-1973
sidedahalli-kunte,,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
sidi-hoskote-lake-east,False,0.0,0,soi-57h10-1915,,,,,,,,,True,100.0,278470,ams-nd44-13-1955,True,36.7,54300,soi-57h10-1973,ams-nd44-13-1955;soi-57h10-1915;soi-57h10-1973
sigepalya-lake,,,,,,,,,,,,,True,94.3,72296,ams-nd43-12-1955,True,81.1,20587,soi-57g4-1973,ams-nd43-12-1955;soi-57g4-1973
sigepalya-lake-2,,,,,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
sikayanahalli-kere,,,,,,,,,,,,,True,100.0,184572,ams-nd44-9-1955,True,41.2,28577,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
singahalli-lake,,,,,False,0.0,0,soi-57g12-1927,,,,,False,0.0,0,ams-nd44-9-1955,True,33.2,66017,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
singanayakanahalli-katte-2,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
singanayakanahalli-kunte-1,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
singanayakayahalli-katte-1,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
singanayakayahalli-kere,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
singapura-kunte,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
singapura-lake,,,,,True,30.4,41699,soi-57g12-1927,,,,,True,64.9,101148,ams-nd44-9-1955,True,22.1,20262,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
singasadanapalli-kere-e,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,True,12.7,9754,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
singasadanapalli-kere-s,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,True,12.0,8538,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
singasandra,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singasandra-kunte-1,,,,,,,,,True,69.0,21684,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singasandra-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singasandra-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singasandra-kunte4,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singasandra-kunte5,,,,,,,,,True,0.0,76323,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singasandra-lake,False,0.0,0,soi-57h10-1915,,,,,,,,,,0.0,0,ams-nd44-13-1955,True,3.4,16042,soi-57h10-1973,ams-nd44-13-1955;soi-57h10-1915;soi-57h10-1973
singena-agrahara-govt-sanna-kere,,,,,,,,,True,45.1,334726,soi-57h9-1945,True,95.5,516586,ams-nd44-13-1955,True,72.1,354548,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singena-agrahara-kunte-1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singena-agrahara-kunte-2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singena-agrahara-kunte-3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singena-agrahara-kunte-4,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singena-agrahara-kunte-5,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
singrayanapalya-lake,,,,,,,,,,,,,True,0.0,400553,ams-nd43-12-1955,True,46.0,186010,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
sinivagilu-govt-lake,,,,,,,,,,0.0,0,soi-57h9-1945,True,22.0,294752,ams-nd44-13-1955,True,5.5,130523,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
sirigonahalli-lake,,,,,,,,,,,,,False,0.0,0,ams-nd43-12-1955,True,33.5,41348,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
sitanayakanahalli-lake,False,0.0,0,soi-57g16-1914,,,,,,,,,True,88.4,343520,ams-nd44-9-1955,True,82.7,263270,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
sokkarasanapalli-kere-e,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,True,37.1,64725,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
soladevanahalli-kunte,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
soldevanahalli-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
soldevanahalli-kere-2,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
soldevanahalli-lower,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
soldevanahalli-scrub,False,0.0,0,soi-57g8-1914,,,,,,,,,,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
solekere,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
solikunte-kere,,,,,,,,,True,25.0,49799,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,64.5,66721,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
sollepura-kere,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,True,65.9,59027,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
solluru-kere,,,,,,,,,,,,,True,89.9,204522,ams-nd44-9-1955,True,78.9,121172,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
solur-kere,False,0.0,0,soi-57g16-1914,,,,,,,,,True,95.4,243737,ams-nd44-9-1955,True,77.7,89049,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
somanahalli-lake,,,,,,,,,True,27.4,80553,soi-57h9-1945,True,32.1,67494,ams-nd44-13-1955,True,51.9,50537,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
somanathapura-lake,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
somapura-kere,True,72.1,90367,soi-57h5-1914,,,,,,,,,True,51.6,73623,ams-nd43-16-1955,False,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
somasagara-lake,,,,,,,,,,,,,True,53.7,158068,ams-nd43-12-1955,True,43.5,32253,soi-57g4-1973,ams-nd43-12-1955;soi-57g4-1973
somasagara-lake-2,,,,,,,,,,,,,,0.0,0,ams-nd43-12-1955,True,47.3,12896,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
somashettihalli-kunte,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
somasundrapalya-lake,,,,,,,,,True,59.0,44716,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
sompura-govt-lake,,,,,,,,,,0.0,0,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,True,25.8,22719,soi-57h5-1973,ams-nd44-13-1955;soi-57h5-1973;soi-57h9-1945
sompura-kere-w,,,,,,,,,,,,,False,0.0,0,ams-nd44-13-1955,True,56.5,74975,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
sompura-kunte-1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
sompura-kunte-2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
sondilvadi-kere,True,39.7,214690,soi-57g8-1914,,,,,,,,,True,89.0,953458,ams-nd43-12-1955,True,25.8,112415,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
sonehalli-kere,,,,,,,,,,,,,True,79.3,1180181,ams-nd44-9-1955,True,69.2,99558,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
sonnahallipura-lake,False,0.0,0,soi-57g16-1914,,,,,,,,,True,70.8,366329,ams-nd44-9-1955,True,68.3,202419,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
sonnanaikanahalli-lake,False,0.0,0,soi-57g16-1914,,,,,,,,,True,93.2,424828,ams-nd44-9-1955,True,87.0,213602,soi-57g16-1974,ams-nd44-9-1955;soi-57g16-1914;soi-57g16-1974
sonnathimmanahalli-kunte,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
sonnayakanapura-lake,False,0.0,0,soi-57h10-1915,,,,,,,,,,0.0,0,ams-nd44-13-1955,True,87.6,53930,soi-57h10-1973,ams-nd44-13-1955;soi-57h10-1915;soi-57h10-1973
sonnenahalli-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,86.5,329668,ams-nd43-12-1955,True,52.4,28977,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
sonnenahalli-kere-2,,,,,,,,,,,,,True,63.9,1180181,ams-nd44-9-1955,True,77.9,173464,soi-57g11-1975,ams-nd44-9-1955;soi-57g11-1975
sonnenahalli-kere-3,,,,,,,,,,0.0,0,soi-57h9-1945,False,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
sonnenahalli-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
sonnenahalli-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
sonnenahalli-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
sonnenahalli-lake,,,,,,,,,,,,,True,0.0,356558,ams-nd43-12-1955,True,83.1,495814,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
sonnenahalli-lake-2,,,,,,,,,,,,,True,12.1,68047,ams-nd43-12-1955,True,30.3,170781,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
sorahunase-kunte1,,,,,,,,,,,,,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
sorahunase-kunte2,,,,,,,,,,,,,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
sorahunase-kunte3,,,,,,,,,,,,,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
sorahunase-kunte4,,,,,,,,,,,,,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h13-1973,ams-nd44-13-1955;soi-57h13-1973
southegaudanahalli-lake,,,,,True,28.7,19710,soi-57g12-1927,,,,,True,89.7,520225,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
sowl-kere,,,,,,,,,True,60.9,122445,soi-57h9-1945,True,54.4,173757,ams-nd44-13-1955,True,83.4,193474,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srigandha-kavalu-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srigandha-kavalu-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srigandha-kavalu-kunte3,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h5-1973,ams-nd44-13-1955;soi-57h5-1914;soi-57h5-1973
srigandha-kavalu-kunte4,,0.0,0,soi-57h5-1914,,,,,,,,,,0.0,0,ams-nd43-16-1955,,0.0,0,soi-57h5-1973,ams-nd43-16-1955;soi-57h5-1914;soi-57h5-1973
srigandha-kavalu-kunte5,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srigandha-kavalu-kunte6,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srigandha-kavalu-kunte7,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srigandha-kavalu-kunte8,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srigandhakavalu-karabu-katte,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srinivasapura-kere,False,0.0,0,soi-57g8-1914,,,,,,,,,True,58.7,865511,ams-nd43-12-1955,True,44.1,48472,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
srinivasapura-kere-2,False,0.0,0,soi-57g8-1914,,,,,,,,,True,66.2,314049,ams-nd43-12-1955,True,20.9,21146,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
srinivasapura-kunte1,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srinivasapura-kunte2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srinivasapura-kunte3,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srinivasapura-kunte4,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
srinivasapura-lake,,,,,,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
srinivasapura-lake-2,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
sriramanahalli-lake,,,,,True,62.9,22622,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,True,67.0,22297,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
sriramanahalli-lake-2,,,,,,,,,,,,,False,0.0,0,ams-nd43-12-1955,False,0.0,0,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
subarayanakere,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,False,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
subbedarana-kere,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,,0.0,0,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
subbedarana-kere-2,,,,,,,,,,0.0,0,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,22.5,9200,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
subramanyanagar-lake,False,0.0,0,soi-57g8-1914,,,,,,,,,True,56.7,83649,ams-nd43-12-1955,False,0.0,0,soi-57g8-1974,ams-nd43-12-1955;soi-57g8-1914;soi-57g8-1974
subramhanyapura-kere,,,,,,,,,True,45.8,24132,soi-57h9-1945,,0.0,0,ams-nd44-13-1955,True,40.1,19835,soi-57h9-1980,ams-nd44-13-1955;soi-57h9-1945;soi-57h9-1980
suggata-kere,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
suggatta-lake,,,,,True,74.3,71097,soi-57g12-1927,,,,,False,0.0,0,ams-nd44-9-1955,True,66.6,72339,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
suggatta-lake-2,,,,,False,0.0,0,soi-57g12-1927,,,,,,0.0,0,ams-nd44-9-1955,False,0.0,0,soi-57g12-1978,ams-nd44-9-1955;soi-57g12-1927;soi-57g12-1978
sukaligarahath-lake,,,,,,,,,,,,,False,0.0,0,ams-nd43-12-1955,True,74.7,53215,soi-57g7-1975,ams-nd43-12-1955;soi-57g7-1975
