dataset,stationId,stationCode,stationName,sampleLocation,date,lat,lon,parameter,value,qualifier,belowDetection,detectionLimit,unit,statistic,rawValue,source
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2015-12-09,13.083533,77.6096,nitrateFrozen,15.4,,false,,mg/L,,15.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2015-12-09,13.083533,77.6096,nitrateNaohNeutralised,,,false,,mg/L,,-,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,temperature,24.3,,false,,degC,,24.3,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,colour,,,false,,Hazen,,40-30,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,ph,7.62,,false,,,,7.62,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,conductivity,1238,,false,,uS/cm,,1238,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,orp,-48,,false,,mV,,-48,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,dissolvedOxygen,0.90,,false,,mg/L,,0.90,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,nitrate,2.64,,false,,mg/L,,2.64,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,totalAlkalinity,378,,false,,mg/L,,378,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,fecalColiform,17000,,false,,MPN/100mL,,1.7E+04,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,tss,50,,false,,mg/L,,50,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,bod,27.1,,false,,mg/L,,27.1,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,dissolvedBod,3.6,,false,,mg/L,,3.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,cod,60.2,,false,,mg/L,,60.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,dissolvedCod,40.2,,false,,mg/L,,40.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,phosphate,1.5,,false,,mg/L,,1.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,nitrateAcidPreserved,4.4,,false,,mg/L,,4.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,nitrateFrozen,2.2,,false,,mg/L,,2.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2015-12-09,13.09235,77.607283,nitrateNaohNeutralised,2.2,,false,,mg/L,,2.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,temperature,23.6,,false,,degC,,23.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,colour,,,false,,Hazen,,40-30,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,ph,7.80,,false,,,,7.80,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,conductivity,1185,,false,,uS/cm,,1185,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,orp,-58,,false,,mV,,-58,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,dissolvedOxygen,2.90,,false,,mg/L,,2.90,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,nitrate,3.96,,false,,mg/L,,3.96,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,totalAlkalinity,394,,false,,mg/L,,394,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,fecalColiform,92000,,false,,MPN/100mL,,9.2E+04,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,tss,60,,false,,mg/L,,60,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,bod,29.0,,false,,mg/L,,29.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,dissolvedBod,5.0,,false,,mg/L,,5.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,cod,50.2,,false,,mg/L,,50.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,dissolvedCod,40.2,,false,,mg/L,,40.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,phosphate,0.5,,false,,mg/L,,0.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,nitrateAcidPreserved,5.28,,false,,mg/L,,5.28,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,nitrateFrozen,3.08,,false,,mg/L,,3.08,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2015-12-09,13.094333,77.607667,nitrateNaohNeutralised,,,false,,mg/L,,-,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,temperature,23.6,,false,,degC,,23.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,colour,,,false,,Hazen,,30-20,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,ph,7.33,,false,,,,7.33,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,conductivity,1431,,false,,uS/cm,,1431,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,orp,-32,,false,,mV,,-32,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,dissolvedOxygen,0.00,,false,,mg/L,,0.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,nitrate,2.64,,false,,mg/L,,2.64,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,totalAlkalinity,406,,false,,mg/L,,406,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,fecalColiform,22000,,false,,MPN/100mL,,2.2E+04,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,tss,90,,false,,mg/L,,90,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,bod,37.0,,false,,mg/L,,37.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,dissolvedBod,5.8,,false,,mg/L,,5.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,cod,110.4,,false,,mg/L,,110.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,dissolvedCod,50.2,,false,,mg/L,,50.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,phosphate,1.9,,false,,mg/L,,1.9,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,nitrateAcidPreserved,4.84,,false,,mg/L,,4.84,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,nitrateFrozen,3.52,,false,,mg/L,,3.52,jakkur-2015
jakkur-2015,jakkur-lake-jk-4,JK-4,Jakkur Lake,Raw sewage point,2015-12-09,13.094333,77.607667,nitrateNaohNeutralised,2.2,,false,,mg/L,,2.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,temperature,23.9,,false,,degC,,23.9,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,colour,20,,false,,Hazen,,20,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,ph,8.21,,false,,,,8.21,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,conductivity,955,,false,,uS/cm,,955,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,orp,-81,,false,,mV,,-81,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,dissolvedOxygen,7.60,,false,,mg/L,,7.60,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,nitrate,9.68,,false,,mg/L,,9.68,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,totalAlkalinity,281,,false,,mg/L,,281,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,fecalColiform,1200,,false,,MPN/100mL,,1.2E+03,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,tss,50,,false,,mg/L,,50,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,bod,28.0,,false,,mg/L,,28.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,dissolvedBod,4.8,,false,,mg/L,,4.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,cod,90.4,,false,,mg/L,,90.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,dissolvedCod,25.1,,false,,mg/L,,25.1,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,phosphate,0.7,,false,,mg/L,,0.7,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,nitrateAcidPreserved,13.2,,false,,mg/L,,13.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,nitrateFrozen,10.56,,false,,mg/L,,10.56,jakkur-2015
jakkur-2015,jakkur-lake-jk-5,JK-5,Jakkur Lake,Jakkur lake-Lake sample point,2015-12-09,13.08675,77.611283,nitrateNaohNeutralised,9.68,,false,,mg/L,,9.68,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,temperature,23.4,,false,,degC,,23.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,colour,,,false,,Hazen,,30-20,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,ph,7.91,,false,,,,7.91,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,conductivity,912,,false,,uS/cm,,912,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,orp,-64,,false,,mV,,-64,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,dissolvedOxygen,2.70,,false,,mg/L,,2.70,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,nitrate,11.00,,false,,mg/L,,11.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,totalAlkalinity,249,,false,,mg/L,,249,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,fecalColiform,1400,,false,,MPN/100mL,,1.4E+03,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,tss,60,,false,,mg/L,,60,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,bod,31.0,,false,,mg/L,,31.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,dissolvedBod,5.0,,false,,mg/L,,5.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,cod,95.4,,false,,mg/L,,95.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,dissolvedCod,30.1,,false,,mg/L,,30.1,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,phosphate,0.7,,false,,mg/L,,0.7,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,nitrateAcidPreserved,13.64,,false,,mg/L,,13.64,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,nitrateFrozen,11.88,,false,,mg/L,,11.88,jakkur-2015
jakkur-2015,jakkur-lake-jk-6,JK-6,Jakkur Lake,Jakkur lake outlet point I,2015-12-09,13.0802,77.614667,nitrateNaohNeutralised,,,false,,mg/L,,-,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,temperature,24.4,,false,,degC,,24.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,colour,,,false,,Hazen,,30-20,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,ph,7.90,,false,,,,7.90,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,conductivity,913,,false,,uS/cm,,913,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,orp,-64,,false,,mV,,-64,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,dissolvedOxygen,3.00,,false,,mg/L,,3.00,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,nitrate,12.76,,false,,mg/L,,12.76,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,totalAlkalinity,257,,false,,mg/L,,257,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,fecalColiform,17000,,false,,MPN/100mL,,1.7E+04,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,tss,80,,false,,mg/L,,80,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,bod,20.0,,false,,mg/L,,20.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,dissolvedBod,4.8,,false,,mg/L,,4.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,cod,70.3,,false,,mg/L,,70.3,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,dissolvedCod,30.1,,false,,mg/L,,30.1,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,phosphate,0.6,,false,,mg/L,,0.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,nitrateAcidPreserved,14.08,,false,,mg/L,,14.08,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,nitrateFrozen,13.64,,false,,mg/L,,13.64,jakkur-2015
jakkur-2015,jakkur-lake-jk-7,JK-7,Jakkur Lake,Jakkur lake outlet point II,2015-12-09,,,nitrateNaohNeutralised,,,false,,mg/L,,-,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,temperature,26,,false,,degC,,26,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,colour,,,false,,Hazen,,40-50,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,ph,9.07,,false,,,,9.07,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,conductivity,1019,,false,,uS/cm,,1019,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,orp,-131,,false,,mV,,-131,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,dissolvedOxygen,17.70,,false,,mg/L,,17.70,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,nitrate,15.40,,false,,mg/L,,15.40,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,totalAlkalinity,259,,false,,mg/L,,259,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,fecalColiform,680,,false,,MPN/100mL,,6.8E+02,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,tss,90,,false,,mg/L,,90,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,bod,34.0,,false,,mg/L,,34.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,dissolvedBod,1.4,,false,,mg/L,,1.4,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,cod,129.5,,false,,mg/L,,129.5,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,dissolvedCod,49.8,,false,,mg/L,,49.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-1,JK-1,Jakkur Lake,Main gate water Runoff point,2016-01-12,13.083533,77.6096,phosphate,0.6,,false,,mg/L,,0.6,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,temperature,24.1,,false,,degC,,24.1,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,colour,,,false,,Hazen,,20-30,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,ph,8.01,,false,,,,8.01,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,conductivity,1440,,false,,uS/cm,,1440,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,orp,-71,,false,,mV,,-71,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,dissolvedOxygen,4.20,,false,,mg/L,,4.20,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,nitrate,3.08,,false,,mg/L,,3.08,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,totalAlkalinity,364,,false,,mg/L,,364,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,fecalColiform,2100,,false,,MPN/100mL,,2.1E+03,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,tss,30,,false,,mg/L,,30,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,bod,41.0,,false,,mg/L,,41.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,dissolvedBod,1.0,,false,,mg/L,,1.0,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,cod,49.8,,false,,mg/L,,49.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,dissolvedCod,19.9,,false,,mg/L,,19.9,jakkur-2015
jakkur-2015,jakkur-lake-jk-2,JK-2,Jakkur Lake,Wetland Outlet point,2016-01-12,13.09235,77.607283,phosphate,1.2,,false,,mg/L,,1.2,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-01-12,13.094333,77.607667,temperature,24.8,,false,,degC,,24.8,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-01-12,13.094333,77.607667,colour,,,false,,Hazen,,20-30,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-01-12,13.094333,77.607667,ph,7.88,,false,,,,7.88,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-01-12,13.094333,77.607667,conductivity,1403,,false,,uS/cm,,1403,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-01-12,13.094333,77.607667,orp,-59,,false,,mV,,-59,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-01-12,13.094333,77.607667,dissolvedOxygen,4.20,,false,,mg/L,,4.20,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-01-12,13.094333,77.607667,nitrate,3.96,,false,,mg/L,,3.96,jakkur-2015
jakkur-2015,jakkur-lake-jk-3,JK-3,Jakkur Lake,Jakkur lake STP outlet point,2016-01-12,13.094333,77.607667,totalAlkalinity,384,,false,,mg/L,,384,jakkur-2015
