wbcId,miId,objectId,state,district,taluk,village,waterBodyTypeCode,waterBodyType,lat,lon,ruralOrUrban,enumerationDate,khasraNumber,ownership,use,inUse,nature,maxDepthWhenFull,storageCapacity,waterSpreadArea,encroached,photoUrl,remarks,uuid,districtNwic,districtIw,districtCode,subdistrictNwic,subdistrictCode,villageNwic,villageCode,source
2/12/003/251990/026456/001,2867555,1090527,KA,BANGALORE RURAL,NELAMANGALA,NELAMANGALA (TP) - WARD NO.5,02,Tank,13.105,77.3905556,Urban,2021-12-07,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251990026456001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Nelamangala,5601,Visveswarapura,624887,wbc-2017-18
2/12/003/251990/026456/002,2867574,1090528,KA,BANGALORE RURAL,NELAMANGALA,NELAMANGALA (TP) - WARD NO.5,02,Tank,13.1127778,77.3894444,Urban,2021-12-07,2,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251990026456002.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Nelamangala,5601,Basavanahalli,624888,wbc-2017-18
2/12/003/251990/026463/001,2867600,1090526,KA,BANGALORE RURAL,NELAMANGALA,NELAMANGALA (TP) - WARD NO.12,02,Tank,13.1005556,77.3983333,Urban,2021-12-07,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251990026463001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Nelamangala,5601,Nelamangala,251990,wbc-2017-18
2/12/003/251990/026463/002,2867607,1090525,KA,BANGALORE RURAL,NELAMANGALA,NELAMANGALA (TP) - WARD NO.12,02,Tank,13.1008333,77.3980556,Urban,2021-12-07,2,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251990026463002.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Nelamangala,5601,Nelamangala,251990,wbc-2017-18
2/12/003/251993/026509/001,2954383,1090532,KA,BANGALORE RURAL,VIJAYAPURA,VIJAYAPURA (TMC) - WARD NO.8,02,Tank,13.2963889,77.8011111,Urban,2022-04-08,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251993026509001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Vijayapura,251993,wbc-2017-18
2/12/003/251993/026514/001,2954387,1090529,KA,BANGALORE RURAL,VIJAYAPURA,VIJAYAPURA (TMC) - WARD NO.13,02,Tank,13.295,77.805,Urban,2022-04-08,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251993026514001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Vijayapura,251993,wbc-2017-18
2/12/003/251993/026515/001,2954388,1090530,KA,BANGALORE RURAL,VIJAYAPURA,VIJAYAPURA (TMC) - WARD NO.14,02,Tank,13.3022222,77.8011111,Urban,2022-04-08,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251993026515001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Vijayapura,251993,wbc-2017-18
2/12/003/251993/026516/001,2954386,1090531,KA,BANGALORE RURAL,VIJAYAPURA,VIJAYAPURA (TMC) - WARD NO.15,02,Tank,13.2916667,77.8052778,Urban,2022-04-08,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251993026516001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Vijayapura,251993,wbc-2017-18
2/12/003/251994/065107/001,2812408,1090519,KA,BANGALORE RURAL,DEVANAHALLI,DEVANAHALLI (TMC) - WARD NO.6,02,Tank,13.2491667,77.7069444,Urban,2021-09-21,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251994065107001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Devanahalli,251994,wbc-2017-18
2/12/003/251994/065108/001,2812341,1090520,KA,BANGALORE RURAL,DEVANAHALLI,DEVANAHALLI (TMC) - WARD NO.7,02,Tank,13.2494444,77.7086111,Urban,2021-09-21,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251994065108001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Devanahalli,251994,wbc-2017-18
2/12/003/251994/065109/001,2812350,1090521,KA,BANGALORE RURAL,DEVANAHALLI,DEVANAHALLI (TMC) - WARD NO.8,02,Tank,13.2530556,77.7133333,Urban,2021-09-21,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251994065109001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Devanahalli,251994,wbc-2017-18
2/12/003/251994/065110/001,2812405,1090524,KA,BANGALORE RURAL,DEVANAHALLI,DEVANAHALLI (TMC) - WARD NO.9,02,Tank,13.2533333,77.7091667,Urban,2021-09-21,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251994065110001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Devanahalli,251994,wbc-2017-18
2/12/003/251994/065110/002,2812406,1090522,KA,BANGALORE RURAL,DEVANAHALLI,DEVANAHALLI (TMC) - WARD NO.9,02,Tank,13.2577778,77.7105556,Urban,2021-09-21,2,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251994065110002.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Devanahalli,251994,wbc-2017-18
2/12/003/251994/065110/003,2812425,1090523,KA,BANGALORE RURAL,DEVANAHALLI,DEVANAHALLI (TMC) - WARD NO.9,02,Tank,13.2519444,77.7127778,Urban,2021-09-21,3,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251994065110003.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Devanahalli,251994,wbc-2017-18
2/12/003/251994/065111/001,2812407,1090518,KA,BANGALORE RURAL,DEVANAHALLI,DEVANAHALLI (TMC) - WARD NO.10,02,Tank,13.2591667,77.7044444,Urban,2021-09-21,1,Muncipal authority,,No,Natural,1,4,1,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_212003251994065111001.jpeg,,,Bengaluru Rural,Bengaluru Rural,526,Devanahalli,5603,Devanahalli,251994,wbc-2017-18
1/12/002/000001/000002/001,5958721,567612,KA,BANGALORE URBAN,ANEKAL,BILWARADAHALLI,02,Tank,12.8327778,77.5752778,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000002001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Bilwaradahalli,613128,wbc-2017-18
1/12/002/000001/000003/001,5958725,567607,KA,BANGALORE URBAN,ANEKAL,BHOOTHANAHALLI,02,Tank,12.805,77.5561111,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000003001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Bhoothanahalli,613129,wbc-2017-18
1/12/002/000001/000006/001,5959228,567598,KA,BANGALORE URBAN,ANEKAL,BANNERUGHATTA,02,Tank,12.8075,77.5802778,Rural,2022-05-16,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000006001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Bannerughatta,613132,wbc-2017-18
1/12/002/000001/000006/002,5959230,567600,KA,BANGALORE URBAN,ANEKAL,BANNERUGHATTA,02,Tank,12.8058333,77.5763889,Rural,2022-05-16,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000006002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Bannerughatta,613132,wbc-2017-18
1/12/002/000001/000006/003,5959231,567597,KA,BANGALORE URBAN,ANEKAL,BANNERUGHATTA,02,Tank,12.8080556,77.5755556,Rural,2022-05-16,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000006003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Bannerughatta,613132,wbc-2017-18
1/12/002/000001/000006/004,5959232,567599,KA,BANGALORE URBAN,ANEKAL,BANNERUGHATTA,02,Tank,12.8177778,77.5797222,Rural,2022-05-16,4,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000006004.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Bannerughatta,613132,wbc-2017-18
1/12/002/000001/000008/001,5958731,567675,KA,BANGALORE URBAN,ANEKAL,KALKERE,02,Tank,12.8302778,77.59,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000008001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Kalkere,613134,wbc-2017-18
1/12/002/000001/000009/001,5958774,567774,KA,BANGALORE URBAN,ANEKAL,VADERAHALLI,02,Tank,12.8313889,77.6025,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000009001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Bengaluru South,5543,Hommadevanahalli,613059,wbc-2017-18
1/12/002/000001/000010/001,5953713,567692,KA,BANGALORE URBAN,ANEKAL,LAXMIPURA,02,Tank,12.8236111,77.5944444,Rural,2022-05-04,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000010001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Laxmipura,613136,wbc-2017-18
1/12/002/000001/000012/001,5958598,567704,KA,BANGALORE URBAN,ANEKAL,MANTAPA,02,Tank,12.8077778,77.5941667,Rural,2022-05-04,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000012001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Jangal Palya,613139,wbc-2017-18
1/12/002/000001/000012/002,5958608,567703,KA,BANGALORE URBAN,ANEKAL,MANTAPA,02,Tank,12.8141667,77.5944444,Rural,2022-05-04,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000012002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Halesampigehalli,613137,wbc-2017-18
1/12/002/000001/000012/003,5958613,567702,KA,BANGALORE URBAN,ANEKAL,MANTAPA,02,Tank,12.7952778,77.5922222,Rural,2022-05-04,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000012003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Jangal Palya,613139,wbc-2017-18
1/12/002/000001/000014/001,5958736,567601,KA,BANGALORE URBAN,ANEKAL,BEGIHALLI,02,Tank,12.7936111,77.61,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000014001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Begihalli,613140,wbc-2017-18
1/12/002/000001/000014/002,5958740,567602,KA,BANGALORE URBAN,ANEKAL,BEGIHALLI,02,Tank,12.7980556,77.6080556,Rural,2022-05-05,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000014002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Nallasandra,613141,wbc-2017-18
1/12/002/000001/000015/001,5958584,567724,KA,BANGALORE URBAN,ANEKAL,NALLASANDRA,02,Tank,12.7980556,77.6091667,Rural,2022-05-04,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000015001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Nallasandra,613141,wbc-2017-18
1/12/002/000001/000015/002,5958597,567725,KA,BANGALORE URBAN,ANEKAL,NALLASANDRA,02,Tank,12.8072222,77.6019444,Rural,2022-05-04,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000015002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Mantapa,613138,wbc-2017-18
1/12/002/000001/000017/001,5958678,567748,KA,BANGALORE URBAN,ANEKAL,SAKALAWARA,02,Tank,12.8266667,77.6088889,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000017001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hullahalli,613144,wbc-2017-18
1/12/002/000001/000017/002,5958683,567747,KA,BANGALORE URBAN,ANEKAL,SAKALAWARA,02,Tank,12.8230556,77.6116667,Rural,2022-05-05,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000017002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Sakalawara,613143,wbc-2017-18
1/12/002/000001/000017/003,5958689,567746,KA,BANGALORE URBAN,ANEKAL,SAKALAWARA,02,Tank,12.8291667,77.6102778,Rural,2022-05-05,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000017003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hullahalli,613144,wbc-2017-18
1/12/002/000001/000018/001,5958712,567661,KA,BANGALORE URBAN,ANEKAL,HULLAHALLI,02,Tank,12.8380556,77.6122222,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000018001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Bengaluru South,5543,Hommadevanahalli,613059,wbc-2017-18
1/12/002/000001/000018/002,5958714,567662,KA,BANGALORE URBAN,ANEKAL,HULLAHALLI,02,Tank,12.8327778,77.6147222,Rural,2022-05-05,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000018002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hullahalli,613144,wbc-2017-18
1/12/002/000001/000018/003,5958720,567659,KA,BANGALORE URBAN,ANEKAL,HULLAHALLI,02,Tank,12.825,77.6133333,Rural,2022-05-05,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000018003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hullahalli,613144,wbc-2017-18
1/12/002/000001/000018/004,5958722,567660,KA,BANGALORE URBAN,ANEKAL,HULLAHALLI,02,Tank,12.8280556,77.6197222,Rural,2022-05-05,4,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000018004.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hullahalli,613144,wbc-2017-18
1/12/002/000001/000019/001,5958582,567744,KA,BANGALORE URBAN,ANEKAL,RAMASANDRA,02,Tank,12.7980556,77.6097222,Rural,2022-05-04,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000019001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Nallasandra,613141,wbc-2017-18
1/12/002/000001/000021/001,5958845,567615,KA,BANGALORE URBAN,ANEKAL,BUKKASAGARA,02,Tank,12.7830556,77.6213889,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000021001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Bukkasagara,613149,wbc-2017-18
1/12/002/000001/000022/001,5958771,567674,KA,BANGALORE URBAN,ANEKAL,KALBALU,02,Tank,12.7744444,77.6197222,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000022001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Bukkasagara,613149,wbc-2017-18
1/12/002/000001/000023/001,5958772,567698,KA,BANGALORE URBAN,ANEKAL,MAHANTHALINGAPURA,02,Tank,12.7655556,77.6186111,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000023001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Mahanthalingapura,613151,wbc-2017-18
1/12/002/000001/000023/002,5958773,567697,KA,BANGALORE URBAN,ANEKAL,MAHANTHALINGAPURA,02,Tank,12.7655556,77.6186111,Rural,2022-05-06,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000023002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Mahanthalingapura,613151,wbc-2017-18
1/12/002/000001/000024/001,5958617,567739,KA,BANGALORE URBAN,ANEKAL,RAGIHALLI,02,Tank,12.7477778,77.5780556,Rural,2022-05-04,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000024001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Ragihalli,613152,wbc-2017-18
1/12/002/000001/000024/002,5958618,567738,KA,BANGALORE URBAN,ANEKAL,RAGIHALLI,02,Tank,12.7366667,77.5702778,Rural,2022-05-04,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000024002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Ragihalli,613152,wbc-2017-18
1/12/002/000001/000024/003,5958619,567740,KA,BANGALORE URBAN,ANEKAL,RAGIHALLI,02,Tank,12.7372222,77.5775,Rural,2022-05-04,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000024003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Ragihalli,613152,wbc-2017-18
1/12/002/000001/000024/004,5958621,567737,KA,BANGALORE URBAN,ANEKAL,RAGIHALLI,02,Tank,12.7372222,77.5775,Rural,2022-05-04,4,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000024004.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Ragihalli,613152,wbc-2017-18
1/12/002/000001/000025/001,5958624,567752,KA,BANGALORE URBAN,ANEKAL,SHIVANAHALLI,02,Tank,12.7163889,77.5913889,Rural,2022-05-04,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000025001.jpeg,,,Ramanagara,Bengaluru Urban,631,Kanakapura,5608,Billiganakuppe,626411,wbc-2017-18
1/12/002/000001/000026/001,5958959,567672,KA,BANGALORE URBAN,ANEKAL,KADAJAKKANAHALLI,02,Tank,12.7319444,77.6422222,Rural,2022-05-09,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000026001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Indlawadi,613302,wbc-2017-18
1/12/002/000001/000027/001,5958777,567632,KA,BANGALORE URBAN,ANEKAL,GIDDENAHALLI,02,Tank,12.7602778,77.6222222,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000027001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Giddenahalli,613155,wbc-2017-18
1/12/002/000001/000027/002,5958859,567631,KA,BANGALORE URBAN,ANEKAL,GIDDENAHALLI,02,Tank,12.7836111,77.77,Rural,2022-05-06,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000027002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Indlabele,613291,wbc-2017-18
1/12/002/000001/000029/001,5958769,567776,KA,BANGALORE URBAN,ANEKAL,VADERAMANCHANAHALLI,02,Tank,12.7711111,77.6316667,Rural,2022-05-06,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000029001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Jigani CT,613360,wbc-2017-18
1/12/002/000001/000029/002,5958770,567775,KA,BANGALORE URBAN,ANEKAL,VADERAMANCHANAHALLI,02,Tank,12.7708333,77.6325,Rural,2022-05-06,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000029002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Jigani CT,613360,wbc-2017-18
1/12/002/000001/000030/001,5958733,567683,KA,BANGALORE URBAN,ANEKAL,KOPPA,02,Tank,12.8011111,77.6272222,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000030001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Koppa,613158,wbc-2017-18
1/12/002/000001/000032/001,5958723,567750,KA,BANGALORE URBAN,ANEKAL,S.BINGIPURA,02,Tank,12.8319444,77.6291667,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000032001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,S Bingipura,613160,wbc-2017-18
1/12/002/000001/000033/001,5953685,567657,KA,BANGALORE URBAN,ANEKAL,HULIMANGALA,02,Tank,12.8227778,77.645,Rural,2022-05-04,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000033001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hulimangala,613161,wbc-2017-18
1/12/002/000001/000033/002,5953686,567656,KA,BANGALORE URBAN,ANEKAL,HULIMANGALA,02,Tank,12.8230556,77.6452778,Rural,2022-05-04,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000033002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hulimangala,613161,wbc-2017-18
1/12/002/000001/000033/003,5953688,567658,KA,BANGALORE URBAN,ANEKAL,HULIMANGALA,02,Tank,12.8291667,77.6444444,Rural,2022-05-04,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000033003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hulimangala,613161,wbc-2017-18
1/12/002/000001/000033/004,5953690,567655,KA,BANGALORE URBAN,ANEKAL,HULIMANGALA,02,Tank,12.8155556,77.6344444,Rural,2022-05-04,4,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000033004.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Hulimangala,613161,wbc-2017-18
1/12/002/000001/000036/001,5958706,567773,KA,BANGALORE URBAN,ANEKAL,VABASANDRA,02,Tank,12.8108333,77.6513889,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000036001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Vabasandra,613164,wbc-2017-18
1/12/002/000001/000037/001,5958710,567726,KA,BANGALORE URBAN,ANEKAL,NANJAPURA,02,Tank,12.8102778,77.6416667,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000037001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Nanjapura,613165,wbc-2017-18
1/12/002/000001/000038/001,5958699,567691,KA,BANGALORE URBAN,ANEKAL,KYALASANAHALLI,02,Tank,12.8036111,77.6558333,Rural,2022-05-05,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000038001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Vabasandra,613164,wbc-2017-18
1/12/002/000001/000039/001,5958715,567596,KA,BANGALORE URBAN,ANEKAL,BANDE NALLA SANDRA,02,Tank,12.7936111,77.6519444,Rural,2022-05-05,1,Co-operative,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000039001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Bande Nalla Sandra,613167,wbc-2017-18
1/12/002/000001/000040/001,5958954,567645,KA,BANGALORE URBAN,ANEKAL,HARAGADDE,02,Tank,12.7625,77.6530556,Rural,2022-05-09,1,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000040001.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Mada Patna,613169,wbc-2017-18
1/12/002/000001/000040/002,5958955,567646,KA,BANGALORE URBAN,ANEKAL,HARAGADDE,02,Tank,12.7627778,77.6483333,Rural,2022-05-09,2,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000040002.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Mada Patna,613169,wbc-2017-18
1/12/002/000001/000040/003,5958956,567647,KA,BANGALORE URBAN,ANEKAL,HARAGADDE,02,Tank,12.7630556,77.6433333,Rural,2022-05-09,3,Panchayat,,No,Natural,,4,0,No,https://mi6census.mowr.gov.in/mic/getWaterBodyImageByURL/MIC_112002000001000040003.jpeg,,,Bengaluru Urban,Bengaluru Urban,525,Anekal,5545,Jigani CT,613360,wbc-2017-18
