source,custodian,custodianName,slNo,lakeName,disused,wardNumbers,wardNames,wardMap,wardRaw,assemblyConstituency,assemblyConstituencyRaw,taluk,outsideBbmp
ktcda-lakes-2024,BDA,Bangalore Development Authority,1,Bellanduru Lake,False,,,,,,,Bengaluru East & South,False
ktcda-lakes-2024,BDA,Bangalore Development Authority,2,Varthur Lake,False,,,,,,,Bengaluru East,False
ktcda-lakes-2024,BDA,Bangalore Development Authority,3,Ramasandra Lake,False,,,,,,,Bengaluru South & North,False
ktcda-lakes-2024,BDA,Bangalore Development Authority,4,Kommaghatta Lake,False,,,,,,,Bengaluru South,False
ktcda-lakes-2024,BDA,Bangalore Development Authority,5,Chikkabanavara lake,False,,,,,,,Bengaluru North,False
ktcda-lakes-2024,KFD,Karnataka Forest Department,1,Madivala Lake,False,,,,,,,Bengaluru East & South,False
ktcda-lakes-2024,KFD,Karnataka Forest Department,2,Puttenahalli Lake,False,,,,,,,Bengaluru North,False
ktcda-lakes-2024,KFD,Karnataka Forest Department,3,Hebbala Lake,False,,,,,,,Bengaluru North,False
ktcda-lakes-2024,KFD,Karnataka Forest Department,4,Nagavara Lake,False,,,,,,,Bengaluru North,False
ktcda-lakes-2024,BMRCL,Bangalore Metro Rail Corporation Limited,1,Veerasandra Lake,False,,,,,,,Anekal,False
