Tank ID,Tank Name,Tank Owner,District,Taluk,GPName,VillageName,Command Area (Ha),Tank Spread Area (Ha),Storage Capacity (MCFT),Designed Water Utilization (MCFT),Embankment Type,Embankment Height (m),Embankment Top Width (m),Embankment Length (m),Waste Weir Type,Kodi Length Details,Waste Weir Flow (cumecs)
KA08040002,Majjur Tank,Minor Irrigation Department,Gadag,Shirhatti,Chabbi,Varavi,720.52,102.4,204.71,,-,18.61,2,413.5,Flash,,97.64
KA08040013,Kadakol MI,Minor Irrigation Department,Gadag,Shirhatti,Kadkol,Kadakola,126.7,10.18,17.37,,-,11.39,2.5,263.65,Flash,,15.75
KA08040010,Jelegeri MI,Minor Irrigation Department,Gadag,Shirhatti,Kadkol,Jalligeri,94,17.97,20.97,,13.2,2.5,515,, ,12.61,
KA23050544,Hosakatte,Minor Irrigation Department,Hassan,Alur,Palya,Honnavalli,49.6,2.6,1,0.6,Homogeneous,3.55,1.8,180,W.W,16,354
KA23050543,Hosakatte,Minor Irrigation Department,Hassan,Alur,Kanattur,Muraduru,45.2,6,8,4.8,Homogeneous,2.5,1.5,216,W.W,14,416
KA23050546,Oorabagilakere,Minor Irrigation Department,Hassan,Alur,Karagodu,Karagodu,43.76,2.4,2,1.2,Homogeneous,2.2,2,270,W.W,12,280
KA23050545,Gangara Doddakere,Minor Irrigation Department,Hassan,Alur,Hanchur,Gangara,40.3,4.8,8,4.8,Homogeneous,9.5,3,4,Sloping Apron,15,423
KA23060001,Kollangi Kere,Minor Irrigation Department,Hassan,Arkalgud,Holalagodu,Kolangi,50,18.2,21.5,12.9,Homogeneous,350,2,350,Sloping Apron,11.5,1358
KA23060005, ,Minor Irrigation Department,Hassan,Arkalgud,Aladahalli,Budhanuru,44,19.7,18.5,11.1,Homogeneous,350,2,350,Sloping Apron,10.7,1416
KA23060003,Nadekere,Minor Irrigation Department,Hassan,Arkalgud,Tarigalale,Karagalale,50.4,10,20.4,12.24,Homogeneous,2.53,2,337,Body Wall,11.5,2162
KA23060008,Kere,Minor Irrigation Department,Hassan,Arkalgud,Tarigalale,S I Taragalale,,,,, ,,,, ,,
KA23060002,Chaithrabalakere,Minor Irrigation Department,Hassan,Arkalgud,Doddabemmathi,S.I.Hennuru,44.4,24,24.18,14.51,Homogeneous,2.63,2.5,450,Sloping Apron,,4305
KA23060007, ,Minor Irrigation Department,Hassan,Arkalgud,Doddabemmathi,Chikkabommatthi,45,17,19.2,11.52,Homogeneous,300,2,300,Sloping Apron,45,1730
KA23060004,Thimmanayakana  Kere,Minor Irrigation Department,Hassan,Arkalgud,Vijapura Forest,Masarangala,79.2,26,35.87,21.52,Homogeneous,2.9,2,651,Sloping Apron,12,5223
KA23030310,Chikkayaraganalu Kere,Minor Irrigation Department,Hassan,Arsikere,Chagachagere,Yaraganalu,126.6,65.95,39,23.4,Homogeneous,4.14,1.8,1260,Sloping Apron,37,3170.1
KA23030189,Neergunda Herekere,Minor Irrigation Department,Hassan,Arsikere,Rangapura,Neeragundha,58.6,48.56,26.17,15.7,Homogeneous,3.12,1,1418,Sloping Apron,18,1486.95
KA23030319,Gandasi Kere,Minor Irrigation Department,Hassan,Arsikere,Gandasi,Kasaba Gandasi,93.06,70.81,41.62,24.97,Homogeneous,4.09,2,1290,Sloping Apron,30,2926
KA23030312,Kenkere Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Kenkere,Kenkere,40.4,36.42,6.8,4.08,Homogeneous,3.11,1.7,720,Sloping Apron,26,2220.15
KA23030322,Hegghatta Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Heggtta,Hegghatta,43.29,23.06,15.18,9.11,Homogeneous,4.4,1.8,1050,Sloping Apron,45,4005.02
KA23030323,Chikka Ganasi Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Heggtta,Chikkagandasi,48.55,57.45,28.27,16.96,Homogeneous,3.53,1.8,1650,Sloping Apron,35,3068.97
KA23030324,Appenahalli Bilenahalli Hosakere,Minor Irrigation Department,Hassan,Arsikere,Rangapura,Appenahalli,43,33.15,13.6,8.16,Homogeneous,5,2.5,95,Sloping Apron,18,2825.36
KA23030311,Mudhudi Herekere,Minor Irrigation Department,Hassan,Arsikere,Mududi,Mudhudi,44.5,48.14,31.41,18.85,Homogeneous,5.04,1.8,990,Sloping Apron,30,2619.71
KA23030314,Haranahalli Kere,Minor Irrigation Department,Hassan,Arsikere,Haranahalli,Haranahalli,162.66,157.82,127.74,76.64,Homogeneous,6.9,2.5,1660,Sloping Apron,75,6340.5
KA23030315,Udiganalu Halenayakanakere,Minor Irrigation Department,Hassan,Arsikere,Undiganaalu,Chikkalinganahalli,51,11.4,7.1,4.26,Homogeneous,10,1.8,540,Sloping Apron,13,997.98
KA23030316,Yalavare Kere,Minor Irrigation Department,Hassan,Arsikere,Gijihalli,Yalavare,63.55,87.88,37.96,22.78,Homogeneous,4.53,2,1470,Body Wall,50,4125.58
KA23030307,Kellangere Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Talalur,Kellamgere,111.66,99.54,64.4,38.64,Homogeneous,6.5,4,1410,Sloping Apron,53.35,4549.48
KA23030306,Arashikere Kere,Minor Irrigation Department,Hassan,Arsikere,ULB-Arsikere-CMC,Arasikere,171.57,179.2,183.5,110.1,Homogeneous,10.01,8,1710,Sloping Apron,85,21385.92
KA23030120, ,Minor Irrigation Department,Hassan,Arsikere,Hiriyur,Byrambudhi,,,,, ,,,, ,,
KA23030305,Bommenahalli Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Aggunda,Bammenahalli,44.55,59.88,34.03,20.42,Homogeneous,4.67,2,1110,Sloping Apron,80,6832.1
KA23030304,Dummenahalli Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Dummenahalli,Dummenahalli,40.5,40.06,18.58,11.15,Homogeneous,3.79,1.8,690,Body Wall,22,1882.83
KA23030317,Chikkur Kere,Minor Irrigation Department,Hassan,Arsikere,Hiriyur,Hiriyuru,90.22,77.69,70.09,42.05,Homogeneous,6.67,4,1410,Sloping Apron,49,3952.92
KA23030308,Nerlage Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Nerlige,Nerlage,109.89,148.91,143.75,86.25,Homogeneous,6.07,4.5,990,Sloping Apron,65,9551
KA23030298,Timmappanayakana Kere,Minor Irrigation Department,Hassan,Arsikere,Jajur,Venkatapura,42.13,182.1,34.23,20.54,Homogeneous,6.35,2.75,1325,Sloping Apron,45,1362
KA23030303,Bendekere Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Bendekere,Bendekere,53.41,57.45,34.03,20.42,Homogeneous,4.55,2,1350,Body Wall,85,7197.46
KA23030318,Arakere Kere,Minor Irrigation Department,Hassan,Arsikere,Arakere,Arakere,68.68,108.04,64.14,38.48,Homogeneous,4.85,3,1920,Body Wall,35,2994.98
KA23030124, ,Minor Irrigation Department,Hassan,Arsikere,Kamasamudra,Ramanahalli,45.31,14.16,11.96,7.18,Homogeneous,5.18,2.7,396,Sloping Apron,13,1071
KA23030320,Turalehalli Kere,Minor Irrigation Department,Hassan,Arsikere,Puralehalli,Puralehalli,77.56,140.01,26.05,15.63,Homogeneous,6.1,2.4,1515,Sloping Apron,70,18692
KA23030302,Kondevagilu Kere,Minor Irrigation Department,Hassan,Arsikere,Puralehalli,Kondevagilu,68.7,60.7,43.19,25.91,Homogeneous,4.85,2,1350,Sloping Apron,33,2820.96
KA23030301,Kuruvanka Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Kuruvanka,Kuruvanka,59.88,67.19,35.34,21.2,Homogeneous,4.44,2,1140,Body Wall,15,1165.16
KA23030066,Vishnusamudra Tank,Minor Irrigation Department,Hassan,Arsikere,Shanegere,Basavanahalli,952,554,853.78,512.27,Homogeneous,14,4,1750,slopped apron,76,6300
KA23030300,Kallugundi Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Kalgundi,Kallugundi,55.03,39.65,20.42,12.25,Homogeneous,4.24,8,830,Sloping Apron,18,1527.23
KA23030325,Sathanakere Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Kanakatte,Sathanagere,40.87,31.56,8.9,5.34,Homogeneous,3.02,1.5,1080,Sloping Apron,40,3544.07
KA23030326,Kitthanakere Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,K.Shankaranahalli,Kitthanakere,71.61,96.71,45.02,27.01,Homogeneous,4.78,1.6,1260,Sloping Apron,45,3592.92
KA23030299,Kanakatte Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Kanakatte,Keremundina Kaval,156.75,96.71,45.02,27.01,Homogeneous,4.78,8,1900,Sloping Apron,33,2937
KA23030328,Uniganalu Uramundinakere,Minor Irrigation Department,Hassan,Arsikere,Undiganaalu,Vandiganalu,53.3,67.45,34.03,20.42,Homogeneous,4.5,2,1350,Sloping Apron,50,7297.46
KA23030309,Thalalur Kere,Minor Irrigation Department,Hassan,Arsikere,Talalur,Thalaluru,152.95,121.4,78.53,47.12,Homogeneous,5.14,2,2220,Sloping Apron,45,6820.53
KA23020012,Doddakodihalli Doddakere,Minor Irrigation Department,Hassan,Belur,Kodihalli,Kodihalli,89.2,46.2,40.19,24.11,Homogeneous,2.8,3,1000,Sloping apron,,1900
KA23020468,Doddakodihalli Gollarahatti New Tank,Minor Irrigation Department,Hassan,Belur,Gangur,Aidhalla Kaval,,,,, ,,,, ,,
KA23020018,Rajanasiriyooru Kere,Minor Irrigation Department,Hassan,Belur,Rajanashiriyur,Kallashettyhalli,128,54,70.95,42.51,Homogeneous,4.5,1.9,1100,Clear Over Fall Æ Sloping apron(L),,2700
KA23020009, ,Minor Irrigation Department,Hassan,Belur,Narayanapura,Halmudi,90.2,9.6,0.25,0.15,Homogeneous,2.2,4.5,300,Flush escaope,15,750
KA23020020,Korathanakere,Minor Irrigation Department,Hassan,Belur,Narayanapura,Kodanahalli,46,14,1.16,0.7,Homogeneous,2,2,1500,Clear Over Fall,50,2100
KA23020336,Yalahanka Dyawanahalli Kere,Minor Irrigation Department,Hassan,Belur,Yalahanka,J.I.Yelahanka,61.6,6.7,6.68,4.01,Homogeneous,2,3,330,Clear Over Fall,12,650
KA23020338,Ibbedu Kere,Minor Irrigation Department,Hassan,Belur,Ibbidu,Yibeedu,47.5,16,17.69,10.61,Homogeneous,0.8,3.5,650,Flush escaope,22,1200
KA23020026,Sugalooru Doddakere,Minor Irrigation Department,Hassan,Belur,Dabbe,Somanahalli,49.6,4.8,2.83,1.7,Homogeneous,1.4,2,420,Clear Over Fall,15,900
KA23020028,Hirekere,Minor Irrigation Department,Hassan,Belur,Kallere,Aggadalu,44,3.8,2.82,1.69,Homogeneous,1.4,3,330,Sloping Apron,15,660
KA23020015,Gonnisomanahalli Doddakere,Minor Irrigation Department,Hassan,Belur,Gonisomanahalli,Gonisomanahalli,62.2,48,22.37,13.42,Homogeneous,2.5,3.5,1980,Sloping apron,15,1100
KA23020014,Gattadhahalli Doddakere,Minor Irrigation Department,Hassan,Belur,Ghattadahalli,J.I.Ghattadhahalli,82.9,38.57,29.56,17.74,Homogeneous,2.4,,1900,Sloping Apron ,,1300
KA23020294, ,Minor Irrigation Department,Hassan,Belur,Gangur,Ganguru,153,,2.99,1.79,Homogeneous,,,,Clear Over Fall,29,1500
KA23020416, ,Minor Irrigation Department,Hassan,Belur,Gangur,Aidhalla Kaval,92,,6.96,4.18,Homogeneous,9.5,2.5,125,Sloping Apron,22,945.37
KA23020008,Dwara Samudhra Kere,Minor Irrigation Department,Hassan,Belur,Halebeedu,Kasaba Halebeedu,284,100,153.8,92.28,Homogeneous,7.5,5.5,1000,L-Sloping apron R- Flesh esccope,,4500
KA23020427, ,Minor Irrigation Department,Hassan,Belur,Hanike,Honnenahalli Kavalu,,,,, ,,,, ,,
KA23020004,Dyavappana Kere,Minor Irrigation Department,Hassan,Belur,Gangur,Chattahalli,76.3,51.32,46.78,28.07,Homogeneous,3,3.5,750,Sloping apron,35,1400
KA23020022,Mathigatta Doddakere,Minor Irrigation Department,Hassan,Belur,Ghattadahalli,Mathighatta,82.8,47.94,42.93,25.76,Homogeneous,2.4,4,800,Sloping apron,38,1660
KA23020021,Hirekere,Minor Irrigation Department,Hassan,Belur,Hanike,Hanike,60,20,2.53,1.52,Homogeneous,2.5,3,720,Sloping Apron,32,1400
KA23020019,"Narayanapura
 Doddakere",Minor Irrigation Department,Hassan,Belur,Narayanapura,Narayanapura,64.77,20.8,5.2,3.12,Homogeneous,2.5,3,1910,Sloping apron,13,600
KA23020023,Devikere,Minor Irrigation Department,Hassan,Belur,Narayanapura,Karagada,113,32.8,0.52,0.31,Homogeneous,2.6,2.7,1260,Clear Over Fall,,1900
KA23020032,Vishnusamudra,Minor Irrigation Department,Hassan,Belur,ULB-Belur-TMC,Kasaba Belur,79.2,43.7,14.9,8.94,Homogeneous,2.7,5,350,Sloping Apron,45,1950
KA23020010,Dindiganahally  Kere,Minor Irrigation Department,Hassan,Belur,Dabbe,Kotiganahalli,41.6,4.4,0.26,0.16,Homogeneous,1.4,2.3,950,Clear Over Fall,15,825
KA23020016,Adagooru Doddakere,Minor Irrigation Department,Hassan,Belur,Adagur,Adaguru,56.2,50.7,49.23,29.54,Homogeneous,2.5,5,990,Sloping apron,,1400
KA23020029,Balooru Doddakere,Minor Irrigation Department,Hassan,Belur,Chikkamedur,Balluru,40,6.5,14.9,8.94,Homogeneous,1.4,3.5,400,Clear Over Fall,,820
KA23020275, ,Minor Irrigation Department,Hassan,Belur,Sanyasihalli,Mallapura,59.6,8.9,4.88,2.93,Homogeneous,2.5,4,420,Sloping Apron,21,720
KA23020007,Hosakere,Minor Irrigation Department,Hassan,Belur,Hagare,Bettadha Alur,76.2,2.1,6.23,3.74,Homogeneous,2.1,2,270,Flush escaope,7,350
KA23020024,Ranagatta Doddakere,Minor Irrigation Department,Hassan,Belur,Kogilamane,Ranaghatta,46.15,19,4.88,2.93,Homogeneous,2,5,500,Sloping Apron,21,900
KA23020011,Angadigowdana Kere,Minor Irrigation Department,Hassan,Belur,Malasavara,Doddashalavara,60.8,2,0.26,0.16,Homogeneous,1,2,90,No waste weir sluice it self acts as waste weir,0,
KA23020337,Hullugundi Kere,Minor Irrigation Department,Hassan,Belur,Hulugundi,J.I.Hulugundi,40,20,14.9,8.94,Homogeneous,2.5,2.5,800,Sloping Apron,25,1000
KA23020031,Hosakere,Minor Irrigation Department,Hassan,Belur,Tholalu,Bellotte,45.6,3.3,2.63,1.58,Homogeneous,1.8,1.5,330,Sloping apron,15,660
KA23020025,Chikolle Doddakere,Minor Irrigation Department,Hassan,Belur,Kogilamane,Chikkole,48,8.4,4.88,2.93,Homogeneous,2,2,390,Sloping Apron,19,850
KA23020002,Deveerammakere,Minor Irrigation Department,Hassan,Belur,Thumbudevanhalli,Thummadevanahalli,48.8,0.94,0.52,0.3,Homogeneous,1,3,105,Flush escaope,6,230
KA23020030,Hirevate Doddakere,Minor Irrigation Department,Hassan,Belur,Kesagoodu,Hirivata,44.8,2.8,0.48,0.29,Homogeneous,2,2,1500,Clear Over Fall,12,660
KA23020005, ,Minor Irrigation Department,Hassan,Belur,Narvepete,Sulagalale,41.6,0.8,0.26,0.16,Homogeneous,1.5,2.5,275,Clear Over Fall,12,655
KA23020001,Sannakere,Minor Irrigation Department,Hassan,Belur,Narvepete,Norway,61.2,0.4,0.35,0.21,Homogeneous,1.5,2,195,Flush escaope,8,305
KA23020013,Kondakere,Minor Irrigation Department,Hassan,Belur,Kesagoodu,Intitholalu,47.2,2.63,7.71,4.63,Homogeneous,2,2,330,Sloping Apron,6,500
KA23020027,Goravanakere,Minor Irrigation Department,Hassan,Belur,Hulugundi,Bommanahalli,46.8,6.7,6.68,4.01,Homogeneous,1,1.5,120,Flush escaope,24,915
KA23080295, ,Minor Irrigation Department,Hassan,Channarayapatna,Kabbali,Duggenahalli,,,,, ,,,, ,,
KA23080016,Kunduru Uramundinakere,Minor Irrigation Department,Hassan,Channarayapatna,Kundoor,Kunduru,45.65,37.76,12.02,7.21,Homogeneous,5.1,,1400,Sloping Apron,47,4010.66
KA23080284,Dhidaga Uramundinakere,Minor Irrigation Department,Hassan,Channarayapatna,Didaga,Narihalli,106.26,184.61,117.34,70.4,Homogeneous,6.5,2,1500,Sloping Apron,108,9215
KA23080001,Baguru Amanikere,Minor Irrigation Department,Hassan,Channarayapatna,Bagur,Kasaba Baguru,159.82,170.74,40.51,24.31,Homogeneous,5.86,,1360,Sloping Apron,85,10136.83
KA23080249, ,Minor Irrigation Department,Hassan,Channarayapatna,Santeshivara,Agrahara Belaguli,,,,, ,,,, ,,
KA23080015,Gollara Hosahalli Rangasamudra,Minor Irrigation Department,Hassan,Channarayapatna,Kalkere,Gollara Hosahalli,46.94,56.68,23.57,14.14,Homogeneous,4.15,,990,Sloping Apron,98,8362.06
KA23080008,Thotikere,Minor Irrigation Department,Hassan,Channarayapatna,Jinnenahalli,Thota,64.64,46,46,27.6,Homogeneous,6.1,,900,Sloping Apron,58,4949.32
KA23080004,Yaliyuru Uramundinakere,Minor Irrigation Department,Hassan,Channarayapatna,Baladere,Yaliyuru,93.01,64.55,64.55,38.73,Homogeneous,4.56,,1400,Sloping Apron,63,5375.99
KA23080009,Nuggehalli Hirekere,Minor Irrigation Department,Hassan,Channarayapatna,Nuggehalli,Nuggehalli,50.1,33.45,33.45,20.07,Homogeneous,6.12,1.8,1290,Sloping Apron,35,2986.66
KA23080012,Jamburu Amanikere,Minor Irrigation Department,Hassan,Channarayapatna,Jambur,Jamburu,63.4,57.89,40.51,24.31,Homogeneous,4.68,1.8,1380,Sloping Apron,53,4522.66
KA23080005,Halebelagola Kere,Minor Irrigation Department,Hassan,Channarayapatna,Gowdagere,Halebelagola,52.46,38.17,23.78,14.27,Homogeneous,5.85,2.5,1000,Sloping Apron,68,5802.6
KA23080020,B. Samudravalli Uramundinakere,Minor Irrigation Department,Hassan,Channarayapatna,Noranakki Gate,Samudravalli .D,53,13.14,24,14.4,Homogeneous,3.96,,240,Natural Halla,11,1078
KA23080006,Mathighatta,Minor Irrigation Department,Hassan,Channarayapatna,Mathighatta,Mathighatta,46.5,25.09,25.09,15.05,Homogeneous,4.85,9,650,Sloping Apron,33,2815.99
KA23080011,Hiresave Uramundinakere,Minor Irrigation Department,Hassan,Channarayapatna,Hirisave,Kasaba Hirisave,107.06,83.8,58.02,34.81,Homogeneous,,,1300,Sloping Apron,50,5962.84
KA23080014,Baraguru Kere,Minor Irrigation Department,Hassan,Channarayapatna,Baragur,Baraguru,48.02,61.94,27.18,16.31,Homogeneous,5.82,,900,Sloping Apron,68,10673
KA23080007,Devigere,Minor Irrigation Department,Hassan,Channarayapatna,Kalkere,Devigere,77.14,17,4.07,2.44,Homogeneous,3.5,,690,Sloping Apron,52,2882.12
KA23080010,Tavarakere Kere,Minor Irrigation Department,Hassan,Channarayapatna,Jambur,Atthihalli,102.47,44.59,44.59,26.75,Homogeneous,5.62,,1200,Sloping Apron,50,4266.66
KA23080230, ,Minor Irrigation Department,Hassan,Channarayapatna,Akkanahalli,Bananakere,,,,, ,,,, ,,
KA23080021,Hulikere Boranakatte,Minor Irrigation Department,Hassan,Channarayapatna,Jambur,Hullekere,51.81,31.12,22.6,13.56,Homogeneous,3.65,3,540,Sloping Apron,12,362.03
KA23080013,Santheshivara Uramundinakere,Minor Irrigation Department,Hassan,Channarayapatna,Santeshivara,Santheshivara,72.31,37.37,37.37,22.42,Homogeneous,5.96,,1620,Sloping Apron,55,4693.32
KA23080003,Navile Uramundinakere,Minor Irrigation Department,Hassan,Channarayapatna,Navile,Navile,118.78,39.2,39.2,23.52,Homogeneous,5.69,,1290,Sloping Apron,58,4949.32
KA23080019,Kembalu Mutthaiahnakatte,Minor Irrigation Department,Hassan,Channarayapatna,Kembalu,Kembalu,42.83,44.53,25.32,15.19,Homogeneous,5.52,,1400,Sloping Apron,74,6314.66
KA23080002,Anathi Uramundinakere,Minor Irrigation Department,Hassan,Channarayapatna,Anathi,Anathi,234.82,185.42,191.57,114.94,Homogeneous,5.95,,1710,Sloping Apron,97,8277.32
KA23080075, ,Minor Irrigation Department,Hassan,Channarayapatna,Juttanahalli,Chelya,,,,, ,,,, ,,
KA23080017,Shravanabelagola Hosahalli Kere,Minor Irrigation Department,Hassan,Channarayapatna,Sharavanabelagula,Shravanabelagola,56.56,51.82,51.82,31.09,Homogeneous,6.35,,900,Sloping Apron,93,6037.11
KA23080022,Chalya Herekee,Minor Irrigation Department,Hassan,Channarayapatna,Juttanahalli,Chelya,56.6,19.43,25.64,15.38,Homogeneous,4.51,2.5,1000,Sloping Apron,18,997.66
KA23040030,Kudarugundi Doddakere,Minor Irrigation Department,Hassan,Hassan,Kudurugundi,Kuduragundi,172.4,92.8,45.25,27.15,Homogeneous,4,3,1140,Sloping Apron,74.5,1236
KA23040029,Uramundina Kere,Minor Irrigation Department,Hassan,Hassan,Yalugunda,Kelavatthi,79.8,55.2,32.25,19.35,Homogeneous,4.2,3,1440,Sloping Apron,26.5,1056
KA23040008,Honnavara Doddakere,Minor Irrigation Department,Hassan,Hassan,Honnavara,Honnavara,106.48,60.8,26.75,16.05,Homogeneous,4,3.5,1260,Sloping Apron,74.4,944
KA23040001,Hirekere,Minor Irrigation Department,Hassan,Hassan,Nitturau,Nitturu,53.5,28.4,10.66,6.4,Homogeneous,3.6,2,1200,Sloping Apron,34,1600
KA23040031,Uramundina Kere,Minor Irrigation Department,Hassan,Hassan,Yalugunda,Yalagundha,49,38,16.38,9.83,Homogeneous,3.9,3,1170,Sloping Apron,34,654
KA23040876,Idalla Kaval Hosakere,Minor Irrigation Department,Hassan,Hassan,Yalugunda,Ayddhahalli Kaval,,,,, ,,,, ,,
KA23040010,Kithankere Doddakere,Minor Irrigation Department,Hassan,Hassan,Basavagatta,Kitthanakere,72,46.4,34.2,20.52,Homogeneous,5,2.8,1050,Sloping Apron,25,1000
KA23040022,Uramundinakere,Minor Irrigation Department,Hassan,Hassan,Kudurugundi,Mutthatthi,50.4,42.4,6.08,3.65,Homogeneous,3.75,2,810,Sloping Apron,37,942
KA23040005,Salagame Doddakere,Minor Irrigation Department,Hassan,Hassan,Salagame,Salagame,76.2,85.6,36.14,21.68,Homogeneous,5.1,4.5,1500,Sloping Apron,53.75,1169
KA23040025,Amanikere,Minor Irrigation Department,Hassan,Hassan,Honnavara,Hirekadluru,89.8,82.4,40.3,24.18,Homogeneous,4,3.5,900,Body wall,71,5600
KA23040028,Nami Kere,Minor Irrigation Department,Hassan,Hassan,A.Hosahalli,Bommenahalli,105.3,48.62,48.62,29.17,Homogeneous,4,2.5,1410,Sloping Apron,40.5,853
KA23040002,Uramundina  Kere,Minor Irrigation Department,Hassan,Hassan,A.Hosahalli,Attavara,49.6,34.4,10.14,6.08,Homogeneous,4.9,1.8,720,Sloping Apron,53.5,923.45
KA23040011,Anugavalli Doddakere,Minor Irrigation Department,Hassan,Hassan,Honnavara,Anuganahalli,58,78.4,34,20.4,Homogeneous,4.2,2.8,1140,Sloping Apron,,2354
KA23040014,Sige Doddakere,Minor Irrigation Department,Hassan,Hassan,Seege,Seege,69.6,34.4,24.96,14.98,Homogeneous,5.1,3.5,990,Sloping Apron,20.2,895
KA23040017,Mosale Doddakere,Minor Irrigation Department,Hassan,Hassan,Mosalehosahalli,Mosale,62,43.2,27.5,16.5,Homogeneous,4,3.2,1320,Sloping Apron,43,1498
KA23040006,Kowshika Doddakere,Minor Irrigation Department,Hassan,Hassan,Kowshika,Koushika,102.83,118.8,109,65.4,Homogeneous,6,4,1350,Sloping Apron,40,1168
KA23040018,Holalu Kere,Minor Irrigation Department,Hassan,Hassan,Jagaravalli,Junjanahalli,75,108.8,80,48,Homogeneous,6,3.5,1110,Sloping Apron,112,2053
KA23040021,Kithaane Doddakere,Minor Irrigation Department,Hassan,Hassan,Channangihalli,Kitthane,41.2,24,12.25,7.35,Homogeneous,3,1.8,870,Sloping Apron,23,864
KA23040027,Ambuga Doddakere,Minor Irrigation Department,Hassan,Hassan,Ambuga,Ambuga,123.08,70.04,59.25,35.55,Homogeneous,6,3.2,2200,Sloping Apron,47,2518
KA23040024,Hunasina Kere,Minor Irrigation Department,Hassan,Hassan,ULB-Hassan-CMC,Hassan,85.6,85.2,50.7,30.42,Homogeneous,3.6,3,950,Body wall,42,1883
KA23040007,Sathamangalakere,Minor Irrigation Department,Hassan,Hassan,Satyamangala,Sathyamagala,44,13,13,7.8,Homogeneous,7.1,3,995,Sloping Apron,28,632
KA23040015,Bikkanakere,Minor Irrigation Department,Hassan,Hassan,Melagodu,Melagodu,50.4,30,15.6,9.36,Homogeneous,3.6,3,930,Sloping Apron,137,4620
KA23040020,Shanthigrama Kere,Minor Irrigation Department,Hassan,Hassan,Shanthigrama,Shanthigrama,189,73.68,61,36.6,Homogeneous,5,4,1530,Sloping Apron,54.5,850
KA23040449,Bylahalli Kere,Minor Irrigation Department,Hassan,Hassan,Bylahalli,Byalahalli,95,51.8,26,0.99,Homogeneous,4.2,4.2,1200,Sloping Apron,25,2160
KA23040102,Handinakere Kere,Minor Irrigation Department,Hassan,Hassan,Manacanahalli,Handanakere,69.2,28.4,39,29,Homogeneous,9,2.5,750,Sloping Apron,,1918
KA23040019,Hirekere,Minor Irrigation Department,Hassan,Hassan,Melagodu,Melagodu,60,34.4,16.65,9.99,Homogeneous,4.2,2.5,950,Sloping Apron,56.2,943
KA23040016,Tejuru Kere,Minor Irrigation Department,Hassan,Hassan,Tejur,Thejuru,45.2,37.2,12.8,7.68,Homogeneous,7.5,5,920,Sloping Apron,35.6,1766
KA23040026,Mugaluru Doddakere,Minor Irrigation Department,Hassan,Hassan,Huvinahallikaval,Mugaluru,77.2,88.37,28.6,17.16,Homogeneous,8,3.5,960,Sloping Apron,42.8,1199
KA23040013,Heragu Uramundinakere,Minor Irrigation Department,Hassan,Hassan,Heragu,Heragu,128.4,67.6,67.06,40.24,Homogeneous,5.6,3.5,1350,Sloping Apron,48,1258
KA23040107,Chikkakadalur Kere,Minor Irrigation Department,Hassan,Hassan,Dudda,Chikka Kadluru,40.2,28.4,9.1,5.46,Homogeneous,3.3,2,990,COF,36.35,856
KA23040023,Shanka Doddakere,Minor Irrigation Department,Hassan,Hassan,Salagame,Shanka,79.5,53.6,32.11,19.27,Homogeneous,5.4,3.5,930,Sloping Apron,52,1369
KA23040012,Thanginakere,Minor Irrigation Department,Hassan,Hassan,Heragu,Heragu,99.19,116.8,55.38,33.23,Homogeneous,10,3.5,1550,Sloping Apron,107.5,4250
KA23040103,Duddakere,Minor Irrigation Department,Hassan,Hassan,Dudda,Dhuddhadavalageri_kaval,179.76,123.2,107,64.2,Homogeneous,4.3,3.5,930,Sloping Apron,128.8,2361
KA23040104,Jodikrishnapura Kere,Minor Irrigation Department,Hassan,Hassan,Koravangala,J.I.Krishnapura,,,,, ,,,, ,,
KA23080312, ,Minor Irrigation Department,Hassan,Hole Narsipur,Kodihalli,Ontiguddadha Kaval,43.7,19.79,19.79,11.87,Homogeneous,4.13,,240,Sloping Apron,14,1425
KA23070283,Bankuppe New,Minor Irrigation Department,Hassan,Hole Narsipur,Malali,Chandapura,50,32,32,19.2,Homogeneous,4.5,9,3540,Sloping Apron,,
KA23070282,Bankuppe Hoskere,Minor Irrigation Department,Hassan,Hole Narsipur,Doddakunche,Banakuppe,58.7,8.04,8.04,4.82,Homogeneous,10,1.8,450,W.W,15,120
KA23010463,Hirekere,Minor Irrigation Department,Hassan,Sakleshpur,Malali,Malali,177.34,0.4,36.48,36.52,Homogeneous,2.8,5,636,COF,18,225
KA23010460,Settahallikere,Minor Irrigation Department,Hassan,Sakleshpur,Hebbasale,Nadalli,50,0.6,10.29,10.3,Homogeneous,2,2,90,Natural,6,50
