Tank ID,Tank Name,Tank Owner,District,Taluk,GPName,VillageName,Command Area (Ha),Tank Spread Area (Ha),Storage Capacity (MCFT),Designed Water Utilization (MCFT),Embankment Type,Embankment Height (m),Embankment Top Width (m),Embankment Length (m),Waste Weir Type,Kodi Length Details,Waste Weir Flow (cumecs)
KA07020032,Mangalore Tank,Minor Irrigation Department,Bagalkot,Badami,Mangalur,Mangalura,328,33.1,45.5,45.5,Zonal,16.38,2.44,124,Clear Overfall,30.47,103.85
KA02040004,Kulageri,Minor Irrigation Department,Bagalkot,Badami,Kulageri Cross,Kulageri,,,,, ,,,, ,,
KA02040042, ,Minor Irrigation Department,Bagalkot,Badami,Nandikeshwar,Govanaki,41,20.25,20,20,Zonal,8,2.5,210,Flush,59,66.4
KA02040050, ,Minor Irrigation Department,Bagalkot,Badami,Mamatageri,Kallapura .S.K,125,28.92,15.4,15.4,Zonal,11.3,2.4,760,Flush,36.95,41.62
KA02040031,Nandikeshwar,Minor Irrigation Department,Bagalkot,Badami,Nandikeshwar,Nandhikeshwara,58,15.4,8.04,8.04,Zonal,7.8,1.83,694,Flush,20,22.08
KA02040041,Kenduru,Minor Irrigation Department,Bagalkot,Badami,Kenduru,Kendhura,182,12.55,25,25,Zonal,6,1.5,520,Clear Overfall,57.27,92.17
KA02040048, ,Minor Irrigation Department,Bagalkot,Badami,Halakurki,Halakurki,,,,, ,,,, ,,
KA02040064,Bellikindi Tank,Minor Irrigation Department,Bagalkot,Badami,Kainakatti,Bellakandi,248,42.57,55.32,55.32,Zonal,11.91,2.44,457,Flush,95,107.51
KA02040022,Malagi,Minor Irrigation Department,Bagalkot,Badami,Hoolageri,Malagi,123,25.11,17.47,17.47,Zonal,9.48,2.44,680,Flush,39.62,45.09
KA02050002,Kalasakoppa Tank,Minor Irrigation Department,Bagalkot,Badami,Neeraboodihal,Karadigudda Sammatha Anavala,,,,, ,,,, ,,
KA02050008,Shirur,Minor Irrigation Department,Bagalkot,Bagalkot,Shirur,Shirura,67,93.91,9.45,9.45,Zonal,4,5,800,Clear Overfall,32,46.38
KA02050001,Muchakhandi Reservoir,Minor Irrigation Department,Bagalkot,Bagalkot,Neeralakeri,Muchakhandi,,,,, ,,,, ,,
KA02050020,Bairmatti,Minor Irrigation Department,Bagalkot,Bagalkot,Hallur,Byramatti,43,10,3.98,3.98,Zonal,,,,-,,
KA02050077,M.I. Tank at Achanur,Minor Irrigation Department,Bagalkot,Bagalkot,Bilkerur,Achanura,105,29,14.44,14.44,Zonal,8.63,2,745,Flush,36,39.38
KA02050045,Masstihal,Minor Irrigation Department,Bagalkot,Bagalkot,Rampur,Masthihala,,,,, ,,,, ,,
KA02020033, ,Minor Irrigation Department,Bagalkot,Bilgi,Janamatti,Janamatti,101,33.56,15.15,15.15,Zonal,10.75,2.55,278,Flush,31,37.24
KA02020027,Arakeri Site 1,Minor Irrigation Department,Bagalkot,Bilgi,Arakeri,Arakeri,132,25,1.27,1.27,Zonal,12.27,2.5,260,Flush,36.1,39.53
KA02070013, ,Minor Irrigation Department,Bagalkot,Guledagudda,Hanapur-Sp,Hanapura,,,,, ,,,, ,,
KA02070023,Tarvathi,Minor Irrigation Department,Bagalkot,Guledagudda,Parvati,Khanapura Sammatha Paravathi,,,,, ,,,, ,,
KA02070020,Ganjikere,Minor Irrigation Department,Bagalkot,Guledagudda,Parvati,Khanapura Sammatha Paravathi,,,,, ,,,, ,,
KA02070019,Kotekal,Minor Irrigation Department,Bagalkot,Guledagudda,Kotikall,Kotikalla,,,,, ,,,, ,,
KA02070009, ,Minor Irrigation Department,Bagalkot,Guledagudda,Kelavadi,Kelawadi (Kadapatti),,,,, ,,,, ,,
KA02060006,Hiremagi,Minor Irrigation Department,Bagalkot,Hungund,Hiremagi,Hiremagi,178,32.77,26.32,26.32,Zonal,9.43,1.85,570,Flush Escape,54,59.86
KA02060001,Basarikatti,Minor Irrigation Department,Bagalkot,Hungund,Muganur,Basarikatti,202,48.95,30.6,30.6,Zonal,8.39,2.43,731,Flush Escape,163.06,128.67
KA02060022,Bisanal,Minor Irrigation Department,Bagalkot,Hungund,Dhannur,Iddalage,97,26.7,17.72,17.72,Zonal,9.09,1.8,617,Flush Escape,40.22,45.3
KA02080017,Arasibiddi,Minor Irrigation Department,Bagalkot,Ilkal,Gudur-S.C,Gadura Sammatha Chikkanala,,,,, ,,,, ,,
KA07020031,Balakundi Tank,Minor Irrigation Department,Bagalkot,Ilkal,Balakundi,Balakundha,,,,, ,,,, ,,
KA02080024,Chikkakodagali,Minor Irrigation Department,Bagalkot,Ilkal,Chikka Kodagali,Chikkakodagal,,,,, ,,,, ,,
KA02080002,Kandgal,Minor Irrigation Department,Bagalkot,Ilkal,Kandagall,Kandhagalla,,,,, ,,,, ,,
KA02080023, ,Minor Irrigation Department,Bagalkot,Ilkal,Kandagall,Kandhagalla,,,,, ,,,, ,,
KA02080022, ,Minor Irrigation Department,Bagalkot,Ilkal,Kelur,Kelura,,,,, ,,,, ,,
KA02080025,Hiresangagutti,Minor Irrigation Department,Bagalkot,Ilkal,Hiresinganagutti,Hiresinganagutthi,,,,, ,,,, ,,
KA02010007,Todalabagi Kere,Minor Irrigation Department,Bagalkot,Jamkhandi,Todalabagi,Thodhalabagi,312,55.05,51.56,51.56,Zonal,14.76,3.66,647,Submerge,70,112.55
KA02010006, ,Minor Irrigation Department,Bagalkot,Jamkhandi,Kannolli,Gadhyala,193,12,28,28,Zonal,9.1,2.5,157,Drowned Channel,60.95,59.46
KA02010009,Tungal Kere,Minor Irrigation Department,Bagalkot,Jamkhandi,Tungal,Thungala,81,6.99,4,4,Zonal,9.1,3.66,157,Drowned Channel,12.19,18.4
KA02010044,Kuragod MI Tank,Minor Irrigation Department,Bagalkot,Jamkhandi,Kannolli,Kurugoda,96,9.4,6.54,6.54,Zonal,6.23,2,215,Submerge,20.5,23.04
KA02010005,Gaddyal (Hale)Kere,Minor Irrigation Department,Bagalkot,Jamkhandi,Gote,Ghote,56,21,3.96,3.96,Zonal,6.1,0.08,427,Drowned Channel,60.95,59.46
KA02010004,Kuragod Mere,Minor Irrigation Department,Bagalkot,Jamkhandi,Kannolli,Kennolli,,,,, ,,,, ,,
KA02010012, ,Minor Irrigation Department,Bagalkot,Jamkhandi,Gote,Ghote,60,18,4.27,4.27,Zonal,8.16,0,247,Flush Escape,247,805.66
KA02030004,Varchugal Kere,Minor Irrigation Department,Bagalkot,Mudhol,Lakshanatti,Varchagal+Puravara,226,34.5,34.55,34.55,Zonal,,,, ,110,204.24
KA02030002,Basavapattana,Minor Irrigation Department,Bagalkot,Mudhol,Lakshanatti,Laksanatti,369,45.8,35.87,35.87,Zonal,14.16,2.4,899,Ogee Weir,42.66,241.96
KA02030006,Bhantanur,Minor Irrigation Department,Bagalkot,Mudhol,Bhantanur,Bantanura,109,8.09,14.61,14.61,Zonal,9.5,1.85,181.35,Flush Escape,50.21,55.72
KA02030008,Metagu Kere,Minor Irrigation Department,Bagalkot,Mudhol,Metagudd,Metagudda,186,20.23,28,28,Zonal,,3.66,210.81,Flush Escape,39.41,70.76
KA12050013, ,Minor Irrigation Department,Ballari,Ballari,Belagallu,Belagallu,,,,, ,,,, ,,
KA12060001,Joga,Minor Irrigation Department,Ballari,Sandur,Thaluru,Joga,80,,19.36,19.36,Homogen eous,0,2.5,190,FOF escape,53.65,12.14
KA12060012,Sovinahalli,Minor Irrigation Department,Ballari,Sandur,Sovenahalli,Sovinahalli,63,106.18,68.89,68.89,Homogen eous,5.4,5.5,1000,Clear over fall,50.55,26.81
KA12060013,Chornur,Minor Irrigation Department,Ballari,Sandur,Choranuru,Choranuru,71,116.59,66.89,66.89,Homogen eous,6.3,5.5,1063,Flush type,90,34.88
KA12060010,Vaddinakatta,Minor Irrigation Department,Ballari,Sandur,Choranuru,Choranuru,46,49.23,17.67,17.67,Homogen eous,4.5,4,926,Bread Crested,56,32.45
KA12060009,Oblapura,Minor Irrigation Department,Ballari,Sandur,Bommagatta,Obalapura (K),40,30,12,12,Homogen eous,6.7,2.5,810,Flush type,34,22.93
KA12060014,Jiginahalli,Minor Irrigation Department,Ballari,Sandur,Yerrayyanahalli,Jiganihalli,41,41.34,15.23,15.23,Homogen eous,4.5,1.8,1263,Flush type,67,41.25
KA12060011,Chikkakereyaginahalli,Minor Irrigation Department,Ballari,Sandur,H.K.Halli,Chikkakereyaganahalli,92,210,120,120,Homogen eous,6,2.5,848,Bread Crested,90,17.35
KA12060007,Lakkalahalli,Minor Irrigation Department,Ballari,Sandur,Metriki,Hanumanahalli,100,9.31,13.86,13.86,Homogen eous,8.87,2.5,750,Flush type,36,40.6
KA12060041,Ankamanhal Tank,Minor Irrigation Department,Ballari,Sandur,Kalingere,Ankammanahalli,400,40.86,60.87,60.87,Homogen eous,16.83,2.5,278,Oogee weir,53,102.22
KA12060111,Hulikunta Tank,Minor Irrigation Department,Ballari,Sandur,Nidugurthi,Hulikunte,45,71.26,60.97,60.97,Homogen eous,8.53,2.5,860,Flush type,50,21.37
KA12060091,Rajapuram,Minor Irrigation Department,Ballari,Sandur,Rajapura,Rajapura,150,12.5,18,18,Homogen eous,14.36,2.5,591,Oogee weir,21,61.02
KA12060006,Metriki,Minor Irrigation Department,Ballari,Sandur,Metriki,Petrike,210,16.82,13.43,13.43,Homogen eous,9.43,2.5,100,Flush type,100,112.98
KA12060005,Ragavapura,Minor Irrigation Department,Ballari,Sandur,Yashwanthnagara,Yashwanthanagara,,,,, ,,,, ,,
KA12060004,Ubbalagundi,Minor Irrigation Department,Ballari,Sandur,Rajapura,Ubbalagundi,177,9.17,21.84,21.84,Homogen eous,1.81,2.5,530,FOF escape,51,31.67
KA12060003,S.Hulikunta,Minor Irrigation Department,Ballari,Sandur,Devagiri,North Eastern Block(F),797,51.35,91.04,91.04,Homogen eous,20.54,2.5,550,FOF escape,60,116.4
KA12060015,Avinamadagu,Minor Irrigation Department,Ballari,Sandur,Vittalapura,Havinamadugu,94,221.69,112.69,112.69,Homogen eous,7.6,5,1260,Bread Crested,90,343.33
KA12060002,Anthapura,Minor Irrigation Department,Ballari,Sandur,Anthapura,Marutla,91,,3.76,3.76,Homogen eous,9,2.5,525,Clear over fall,25,13.49
KA12060008,Kodalu,Minor Irrigation Department,Ballari,Sandur,Devagiri,Kodalu,80,15.44,8.79,8.79,Homogen eous,8.5,2.5,330,Flush escape,22,20.78
KA01020009, ,Minor Irrigation Department,Belagavi,Athni,Nandagaon,Nandhagaov,98,10.3,9.1,9.1,Zonal,7.8,2.4,246,Flushescape,,836
KA01020035,Chikkatti,Minor Irrigation Department,Belagavi,Athni,Athani (Grameen),Athani,102,9.46,3.5,3.5,Zonal,7,1.34,265,Flushescape,,2130
KA01020040,Yallammavadi Tank,Minor Irrigation Department,Belagavi,Athni,Suttatti,Kokatanura,260,71,45.43,45.43,Zonal,10.3,2.5,775,Flushescape,,7403
KA02010038,Khajibilagi Tank,Minor Irrigation Department,Belagavi,Athni,Artal,Halahalli,111,13.86,17.18,17.18,Zonal,11.24,2.5,224,Flush,30,37.6
KA01020055, ,Minor Irrigation Department,Belagavi,Athni,Athani (Grameen),Athani,,,,, ,,,, ,,
KA01020059, ,Minor Irrigation Department,Belagavi,Athni,Artal,Halahalli,40,6.34,4.07,4.07,Zonal,10,2.5,160,Flushescape,,793
KA01020016,Artal (Bannad Nalla),Minor Irrigation Department,Belagavi,Athni,Artal,Aratala,157,7.2,7.2,7.2,Zonal,7.48,1.8,255,Flushescape,,1200
KA01020034,Gajnkodi,Minor Irrigation Department,Belagavi,Athni,Athani (Grameen),Athani,77.5,13.6,5.5,5.5,Zonal,7.8,2.4,246,Flushescape,,953
KA01020025,M.I.  Artal (Vajrad Nala),Minor Irrigation Department,Belagavi,Athni,Artal,Aratala,59,9.1,14.24,14.24,Zonal,11.6,13.04,342,Flushescape,,600
KA01020018,Jokarahatti,Minor Irrigation Department,Belagavi,Athni,Telsang,Thelasanga,58,8.1,6.44,6.44,Zonal,6.45,1.8,295,Flushescape,,403
KA01020006, ,Minor Irrigation Department,Belagavi,Athni,Athani (Grameen),Athani,,,,, ,,,, ,,
KA01020032,M.I.  Bharmakodi,Minor Irrigation Department,Belagavi,Athni,Athani (Grameen),Athani,91,10.12,10.5,10.5,Zonal,7.9,1.8,303,Flushescape,,533
KA01020030,Yankachi,Minor Irrigation Department,Belagavi,Athni,Chamkeri,Chamakeri,81,3.46,7.37,7.37,Zonal,9.48,1.9,272,Flushescape,,2000
KA01020015,Yelihadalagi,Minor Irrigation Department,Belagavi,Athni,Yalihadalagi,Yalihadagali,102,33.6,25.01,25.01,Zonal,8.7,1.8,531,Flushescape,,3500
KA01020039,Aigali Tank,Minor Irrigation Department,Belagavi,Athni,Telsang,Thelasanga,356,43.6,44.33,44.33,Zonal,15.2,2.4,526,Flushescape,,3883
KA01020033,Parthanahali Site II,Minor Irrigation Department,Belagavi,Athni,Partanahalli,Parthanahalli,59,11.6,6.98,6.98,Zonal,9.15,1.8,415,Flushescape,,689
KA01020031,Parthanahali Site I,Minor Irrigation Department,Belagavi,Athni,Partanahalli,Parthanahalli,48,8.4,3.62,3.62,Zonal,9.15,1.8,324,Flushescape,,822
KA01020020,Padatarwadi,Minor Irrigation Department,Belagavi,Athni,Aigali,Aigali,106,6.4,3.24,3.24,Zonal,6.04,3.3,322,Flushescape,,836
KA01020026,Adahalli,Minor Irrigation Department,Belagavi,Athni,Adahalli,Adahalli,157,0.9,3.43,3.43,Zonal,6.61,1.8,110,Flushescape,,606
KA01020037,Madhabhavi,Minor Irrigation Department,Belagavi,Athni,Madbhavi,Madhabamvi,43,12.4,5.91,5.91,Zonal,7.45,1.8,415,Flushescape,,693
KA01020023,Gundewadi Site II,Minor Irrigation Department,Belagavi,Athni,Gundewadi,Gundewadi,74,10.3,4.3,4.3,Zonal,7.95,1.8,609,Flushescape,,794
KA01020029,M.I.  Madhabhavi,Minor Irrigation Department,Belagavi,Athni,Madbhavi,Madhabamvi,130,36.9,21.16,21.16,Zonal,9.78,2.5,555,Flushescape,,2312
KA01020017,Adalatti,Minor Irrigation Department,Belagavi,Athni,Adahalli,Adahalli,102,28,24,24,Zonal,10.56,1.8,550,Flushescape,,1982
KA01020014,Kakamari (Old),Minor Irrigation Department,Belagavi,Athni,Kakamari,Kakamari,74,8.75,9,9,Zonal,9.31,1.85,325,Flushescape,,3997
KA01020013,Kohalli (Jognalla),Minor Irrigation Department,Belagavi,Athni,Kohalli,Kohalli,125,9.9,8.71,8.71,Zonal,8.96,1,192,Flushescape,,836
KA01020027,Gundewadi Site I,Minor Irrigation Department,Belagavi,Athni,Gundewadi,Gundewadi,52,12,6.57,6.57,Zonal,6.7,1.8,607.5,Flushescape,,1010
KA01020028,M.I. Chamakeri,Minor Irrigation Department,Belagavi,Athni,Balligeri,Baligeri,124,28,16.43,16.43,Zonal,9.23,2,734,Flushescape,,1498
KA01020038,Kohalli Tank,Minor Irrigation Department,Belagavi,Athni,Kannala,Ramathirtha,613,96,75.73,75.73,Zonal,14.4,2.3,659,Flushescape,,9580
KA01020005, ,Minor Irrigation Department,Belagavi,Athni,Kakamari,Kakamari,50,6.5,4.51,4.51,Zonal,8.47,2.5,135,Flushescape,,30.3
KA01020024,Araliahatti,Minor Irrigation Department,Belagavi,Athni,Aralihatti,Aralikatte,72,5.5,3.8,3.8,Zonal,5.79,1.6,367,Flushescape,,450
KA01020004, ,Minor Irrigation Department,Belagavi,Athni,Malabad,Malabadha,,,,, ,,,, ,,
KA01020019,Anantpur,Minor Irrigation Department,Belagavi,Athni,Anantapur,Ananthapura,163,28.4,10.7,10.7,Zonal,1.3,1,520,Flushescape,,1982
KA01020036,Badachi Site I,Minor Irrigation Department,Belagavi,Athni,Athani (Grameen),Athani,89.8,23,11.04,11.04,Zonal,226,1.4,246,Flushescape,,955
KA01090002,Kadasagatti Tank,Minor Irrigation Department,Belagavi,Bailhongal,Turakarshigihalli,Kadasaghatti,165,35.5,10.42,32.72, ,13.72,3.66,712,Clear overfall,,
KA01090014,Nanagundikoppa,Minor Irrigation Department,Belagavi,Bailhongal,Dodavad,Nanagundhikoppa,64.8,10.12,5,5, ,8.24,1.8,245,Flus escape,,
KA01090058,Dodwada,Minor Irrigation Department,Belagavi,Bailhongal,Dodavad,Doddawada,,,,, ,,,, ,,
KA01090001,Siddasamudra,Minor Irrigation Department,Belagavi,Bailhongal,Belavadi,Siddasamudra,490,104.5,66.3,66.33, ,13.72,2.4,470,Flus escape,,
KA01090008,M.I.  Holihosur,Minor Irrigation Department,Belagavi,Bailhongal,Holihosur,Hooli Hosura,42.36,3.24,7,7, ,2.44,3.05,765,Sloping apron,,
KA01090026, ,Minor Irrigation Department,Belagavi,Bailhongal,Holihosur,Hooli Hosura,,,,, ,,,, ,,
KA01090007,M.I Gaddikaravinkoppa,Minor Irrigation Department,Belagavi,Bailhongal,Chikkabagevadi,Geddhikeravinakoppa,53.02,4.01,2.74,2.74, ,6.24,1.83,81.2,Flus escape,,
KA01090017,Benachinmardi,Minor Irrigation Department,Belagavi,Bailhongal,Chikkabagevadi,Benajinamardi,53.05,6.07,5.16,5.16, ,9.61,1.83,457.5,Flus escape,,
KA01090020,Sampagaon,Minor Irrigation Department,Belagavi,Bailhongal,Chivatgundi,Sanikoppa,64.8,8.5,1.82,3.92, ,9.15,3.66,510,Flus escape,,
KA01090006,M.I Naganur,Minor Irrigation Department,Belagavi,Bailhongal,Naganur,Naganura,70,13.36,12.4,12.4, ,11.36,2.4,622,Flus escape,,
KA01090003,Harinala Dam,Minor Irrigation Department,Belagavi,Bailhongal,Tigadi,Thigadi,,,,, ,,,, ,,
KA01090010,M.I Deshnur,Minor Irrigation Department,Belagavi,Bailhongal,Sutagatti,Hogarthi,315,20.8,30.4,30, ,10.68,2.5,706,Clear overfall,,
KA01090018,Percolation Nelaganti,Minor Irrigation Department,Belagavi,Bailhongal,Deshanur,Mohare,,,,, ,,,, ,,
KA01090012,Gajaminal (P),Minor Irrigation Department,Belagavi,Bailhongal,Hanabarahatti,Gajiminahala,52.63,15,6.63,6.63,Zonal,4.9,1.8,580,Flushescape,,889
KA01090019,T Mastamardi,Minor Irrigation Department,Belagavi,Bailhongal,Hanabarahatti,Gajiminahala,54,6.4,3.24,3.24,Zonal,6.04,3.3,322,Flushescape,,836
KA01090013,Vannur (P),Minor Irrigation Department,Belagavi,Bailhongal,Vannur,Vannura,89,9.9,8.71,8.71,Zonal,8.96,1,192,Flushescape,,836
KA01060160,Marihal,Minor Irrigation Department,Belagavi,Belagavi,Marihal,Marihala,164.4,14.17,23.61,15.38, ,13.4,2.5,435, ,,
KA01060176,Muchandi,Minor Irrigation Department,Belagavi,Belagavi,Mucchandi,Mucchandi,80.16,2.04,2.79,5, ,3,1.8,3000, ,21.35,
KA01060153,Basurti,Minor Irrigation Department,Belagavi,Belagavi,Uchagaon,Uchagaov,68.39,5.5,6.16,34.4, ,9.68,4.45,359, ,,
KA01060175,Gojage,Minor Irrigation Department,Belagavi,Belagavi,Ambewadi,Gojige,128.74,6.88,7.29,13.8, ,4.3,1.8,365.5, ,9.15,
KA01060157,Mutyanatti,Minor Irrigation Department,Belagavi,Belagavi,Kakti,Kakathi,113.36,5.39,4.4,4.4, ,9.76,1.8,368, ,25.62,
KA01060158,Kakati,Minor Irrigation Department,Belagavi,Belagavi,Kakti,Kakathi,57.48,,,, ,,,, ,,
KA01060152,T Awad,Minor Irrigation Department,Belagavi,Belagavi,Bekkinkeri,Atthiwada,125,6.8,15.83,13.53,Zonal,14.68,2.5,325,Flush escape,60,37.08
KA01060159,Kadoli,Minor Irrigation Department,Belagavi,Belagavi,Kadoli,kadoli,59.19,3,7,7.3, ,4,1.8,457, ,16.27,
KA01060052,Angol,Minor Irrigation Department,Belagavi,Belagavi,ULB-Belagavi-CC,Anagola,78.61,6.07,9.7,656, ,3,3,648, ,,
KA01060173,Halaga,Minor Irrigation Department,Belagavi,Belagavi,Halaga,Halage,64.38,4.04,7.95,7.95, ,3.5,1.8,805, ,,
KA01090009,Karadiguddi,Minor Irrigation Department,Belagavi,Belagavi,Kardiguddi,Karadigudda,83,3.05,8.97,12.9, ,0,0,0, ,,
KA01060161,Savagaon,Minor Irrigation Department,Belagavi,Belagavi,Benkanhalli,Savagaov,41,,2.75,2.5, ,0,0,0, ,,
KA01060174,Kudach,Minor Irrigation Department,Belagavi,Belagavi,ULB-Belagavi-CC,Kudachi,47.52,4.6,6.6,5.85, ,2.2,2,500, ,8.6,
KA01060165,Nilaji,Minor Irrigation Department,Belagavi,Belagavi,Nilaji,Nilaji,41.44,5.31,5.1,5.1, ,3,1.8,390, ,6,
KA01060163,Majangaon,Minor Irrigation Department,Belagavi,Belagavi,ULB-Belagavi-CC,Majagaov,117.4,4,2,14.5, ,2.5,1.8,750, ,15,
KA01060155,Khadarwadi,Minor Irrigation Department,Belagavi,Belagavi,Peeranwadi,Peeranawadi,135.57,8.5,10.8,22, ,10.02,2.5,482, ,11,
KA01060164,Dhamane,Minor Irrigation Department,Belagavi,Belagavi,Dhamne S,Thamani (A),209,4.71,9.21,10.42, ,4.3,2.8,365.5, ,13.72,
KA01060172,Machhesy,Minor Irrigation Department,Belagavi,Belagavi,Macche,Majje,159,,21.37,12.9, ,1.2,12.9,3, ,190,
KA01060180,Kanvikervinkoppa Tank,Minor Irrigation Department,Belagavi,Belagavi,Kk Koppa,Kanavi Kavinakoppa,273,20.71,15.1,11.75, ,16.76,2.5,454, ,,
KA01060181,Yallur Tank,Minor Irrigation Department,Belagavi,Belagavi,Yallur,Elluru,282,8.29,13.43,13.34, ,15.5,2.45,393, ,68.62,
KA01060171,Sinbhavi,Minor Irrigation Department,Belagavi,Belagavi,Hirebagewadi,Siddanabavi,265,15.38,18.77,14.67, ,13.46,2.44,668, ,76.25,
KA01060162,Yallur,Minor Irrigation Department,Belagavi,Belagavi,Yallur,Elluru,95.14,2,11.75,, ,3.66,2,641, ,30,
KA01060170,M.I.  Bhendigeri,Minor Irrigation Department,Belagavi,Belagavi,Bendigeri,Bendigeri,85.59,8.01,10,10.2, ,4.27,2.44,586.74, ,30.48,
KA01060168,Deshnur,Minor Irrigation Department,Belagavi,Belagavi,Desur,Desura,65.4,,9.24,10.5, ,1.8,10.5,3.5, ,480,
KA01060035, ,Minor Irrigation Department,Belagavi,Belagavi,Badas (Kh),Badasa (Ka),,,,, ,,,, ,,
KA01060167,Hanumantana Keri,Minor Irrigation Department,Belagavi,Belagavi,Badas (Kh),Badasa (Ka),65.27,4.58,8.06,8.06, ,3.66,2.74,384, ,0.64,
KA01060055,Deshnur,Minor Irrigation Department,Belagavi,Belagavi,Desur,Desura,68.43,,10.5,12.5, ,3.5,1.8,250, ,,
KA01060169,Mutnal,Minor Irrigation Department,Belagavi,Belagavi,Mutnal,Muthanala,263.11,5.01,2,, ,3.94,2.43,259.14, ,,
KA01010002,M.I.  Bhainkanawad,Minor Irrigation Department,Belagavi,Chikodi,ULB-Sadalga-TMC,Sadhalaga,90,19.5,12.33,12.33,Zonal,8.39,2.4,460,Flushescape,,2760
KA01010001,Percolation Banantikodi,Minor Irrigation Department,Belagavi,Chikodi,Kerur,Kerura,62.72,4.8,2.5,2.5,Zonal,10.2,2.5,230,Flushescape,,255
KA01010008,M.I.  Nej,Minor Irrigation Department,Belagavi,Chikodi,Nej,Neja,107,14,9.5,9.5,Zonal,7,1.37,359.4,Flushescape,,786
KA01050050,Alur K.M (Shidlagondal),Minor Irrigation Department,Belagavi,Chikodi,Hattarawat,Manganura,,,,, ,,,, ,,
KA01010024, ,Minor Irrigation Department,Belagavi,Chikodi,Pattanakudi,Pattanakudi,100,10.87,6.75,6.75,Zonal,14.11,2.5,170,Flushescape,,611
KA01010004,Vadral Site I,Minor Irrigation Department,Belagavi,Chikodi,Wadral,Vadrala,202,17.3,17.36,17.36,Zonal,13.44,2.44,356.85,Flushescape,,
KA01010009,Percolation Meerapuhatti,Minor Irrigation Department,Belagavi,Chikodi,ULB-Kabbur-TP,Kabbura,46,11.65,6.23,6.23,Zonal,2.47,1.83,420,Submerged,,926
KA01010005,Percolation Jainapur Site  I,Minor Irrigation Department,Belagavi,Chikodi,Jainapur,Jainapura,71,13,9.73,9.73,Zonal,9.56,2.44,246,Flushescape,,774
KA01010011,M.I.  Nainglaz,Minor Irrigation Department,Belagavi,Chikodi,Naingalaj,Nayinglaja,186,15,19.95,19.95,Zonal,14.44,2.14,347.7,Flushescape,,1410
KA01010026, ,Minor Irrigation Department,Belagavi,Chikodi,Karagaon,Chanaviranahatti,45,10.05,5.7,5.7,Zonal,9.1,1.83,261,Flushescape,,410
KA01010006,Percolation Jainapur Site  II,Minor Irrigation Department,Belagavi,Chikodi,Jainapur,Jainapura,53,3.6,3.04,3.04,Zonal,8.4,1.18,166,Flushescape,,444
KA01010010,Percolation Laxmikodi Meerapurhatti,Minor Irrigation Department,Belagavi,Chikodi,ULB-Kabbur-TP,Kabbura,,,,, ,,,, ,,
KA01010014,Percolation Chinchani,Minor Irrigation Department,Belagavi,Chikodi,Chinchani,Chinchani,61,1.62,2,2,Zonal,9,1.83,190,Flushescape,,222
KA01010007,Percolation Umarani Madikodi,Minor Irrigation Department,Belagavi,Chikodi,ULB-Chikkodi-TMC,Chikkodi,40,5,2,2,---,9.83,2.5,75,F.F ,,200
KA01010013,Percolation Chinchani,Minor Irrigation Department,Belagavi,Chikodi,Chinchani,Chinchani,76,6.5,7.66,7.66,Zonal,11.11,2.4,279,Flushescape,,1530
KA01010003,Percolation Jodakurali,Minor Irrigation Department,Belagavi,Chikodi,Jodakurali,Jodakurali,45,2.63,2.5,2.5,Zonal,9.97,2.5,128,Flushescape,,23.58
KA01010021, ,Minor Irrigation Department,Belagavi,Chikodi,Kerur,Kerura,,,,, ,,,, ,,
KA01010060,M.I. Tank at Jodatti,Minor Irrigation Department,Belagavi,Chikodi,Kerur,Kerura,,,,, ,,,, ,,
KA01010012,Percolation Muguli,Minor Irrigation Department,Belagavi,Chikodi,Mugali,Mugali,89,9.6,11.75,11.75,Zonal,12.33,1.83,242,Flushescape,,650
KA01040024,M.I.  Koujalagi,Minor Irrigation Department,Belagavi,Gokak,Koujalagi,Koujalagi,131,27.04,18.54,16.85, ,9.86,2.5,375,clear overfall,,86.42
KA01040022,M.I.  Hosur K,Minor Irrigation Department,Belagavi,Gokak,Tavag,Kythanala,125,14.6,18.37,16.7, ,10.85,2.5,930,Flush escape,,66.62
KA01040025,M.I.  Hulikatti,Minor Irrigation Department,Belagavi,Gokak,Kolavi,Hulikatte,58,22.4,12.52,11.38, ,6.3,1.83,230,Board crest,,29.44
KA01040029,Hanamapur Tank,Minor Irrigation Department,Belagavi,Gokak,Makkalageri,Makkalageri,263,52.76,37.79,34.35, ,10.45,1.8,375.75,Clear overfall,,102.47
KA01040026,M.I.  Midkanatti,Minor Irrigation Department,Belagavi,Gokak,Midakanatti,Khanagaov,53,11.75,7.22,6.57, ,9.4,1.83,445,Flush escape,,25.2
KA01040013,Shiltibavikere,Minor Irrigation Department,Belagavi,Gokak,Shiltibhavi,Shilthibhavi,133,28.47,18.23,16.57, ,10.52,2.44,701.5,Sloping apron,,53.82
KA01050007,M.I. Gutaguddi,Minor Irrigation Department,Belagavi,Hukeri,Shahabandar,Gutagundhi,134,18.63,18.42,16.42, ,10,1.83,265,Flus escape,,
KA01050004,Dhondgatti,Minor Irrigation Department,Belagavi,Hukeri,Kot,Dhondagatti,47,4.04,3.19,8.14, ,3,530,,Flush escape,,
KA01050026,Karguppi,Minor Irrigation Department,Belagavi,Hukeri,Karaguppi,Karaguppi,46.42,1.58,0.32,0.1, ,7.1,2.5,313,FOC,,
